SECCION ELECTORAL,MUNICIPIO,PAN,PRI,PRD,PVEM,PT,MC,NA,MORENA,PES,"PAN, PRD Y MC",PAN Y PRD,PAN Y MC,PRD Y MC,NUMERO DE VOTOS VALIDOS,NUMERO DE VOTOS NULOS,TOTAL DE VOTOS,LISTA NOMINAL,% PARTICIPACION CIUDADANA,DISTRITO F,DISTRITO L
719,HUIMANGUILLO,5,46,110,15,5,3,1,213,3,3,0,0,0,404,9,413,531,77.7777,2,4
720,HUIMANGUILLO,2,80,150,6,5,9,4,242,9,0,1,0,2,510,34,544,724,75.1381,2,4
720,HUIMANGUILLO,1,70,152,10,3,10,1,221,6,0,1,0,1,476,34,510,723,70.5394,2,4
721,HUIMANGUILLO,2,73,143,9,6,7,5,225,4,3,0,0,0,477,27,504,666,75.6756,2,4
721,HUIMANGUILLO,0,63,158,5,6,7,6,210,3,0,0,0,0,458,26,484,666,72.6726,2,4
722,HUIMANGUILLO,0,105,94,26,6,4,3,223,2,0,0,0,0,463,34,497,735,67.619,2,4
722,HUIMANGUILLO,2,72,63,12,6,6,7,274,0,0,0,0,0,442,34,476,735,64.7619,2,4
722,HUIMANGUILLO,2,92,64,29,9,4,1,271,9,0,0,0,0,481,0,481,734,65.5313,2,4
723,HUIMANGUILLO,5,34,139,8,7,13,5,256,3,2,3,0,2,477,19,496,721,68.7933,2,4
723,HUIMANGUILLO,3,31,91,11,13,8,4,249,10,0,0,0,2,422,39,461,721,63.9389,2,4
723,HUIMANGUILLO,1,40,114,9,7,17,4,242,12,5,0,0,3,454,0,454,720,63.0555,2,4
724,HUIMANGUILLO,7,20,43,9,7,3,3,285,2,0,2,0,0,381,19,400,582,68.7285,2,4
724,HUIMANGUILLO,5,23,58,6,2,4,4,273,2,0,0,1,0,378,17,395,581,67.9862,2,4
724,HUIMANGUILLO,1,35,67,8,3,8,2,254,1,1,0,0,0,380,17,397,581,68.3304,2,4
724,HUIMANGUILLO,3,11,69,5,7,4,1,223,4,1,1,0,1,330,17,347,512,67.7734,2,4
724,HUIMANGUILLO,1,15,50,6,6,7,0,218,1,0,0,0,1,305,15,320,511,62.6223,2,4
724,HUIMANGUILLO,2,21,52,4,5,6,2,194,1,0,0,0,1,288,16,304,511,59.4911,2,4
724,HUIMANGUILLO,0,35,97,19,4,3,2,150,3,0,1,2,0,316,17,333,498,66.8674,2,4
724,HUIMANGUILLO,1,14,81,19,6,2,3,173,7,0,0,0,0,306,16,322,498,64.6586,2,4
725,HUIMANGUILLO,0,6,84,2,6,3,2,118,8,0,0,0,1,240,16,256,378,67.7248,2,16
725,HUIMANGUILLO,0,28,68,3,8,3,1,140,6,0,0,0,0,259,21,280,378,74.074,2,16
725,HUIMANGUILLO,2,22,118,2,9,11,1,324,3,1,0,0,0,509,38,547,744,73.5215,2,16
725,HUIMANGUILLO,4,13,88,1,8,3,2,352,4,0,0,0,2,485,29,514,744,69.086,2,16
726,HUIMANGUILLO,4,28,88,5,8,5,1,199,2,0,0,0,0,342,22,364,528,68.9393,2,16
726,HUIMANGUILLO,5,35,61,4,8,2,2,213,2,2,1,0,0,335,31,366,528,69.3181,2,16
726,HUIMANGUILLO,5,38,65,5,7,2,1,177,0,0,1,0,0,301,21,326,527,61.8595,2,16
727,HUIMANGUILLO,3,48,170,13,7,7,1,216,1,2,1,0,0,469,23,492,649,75.8089,2,4
727,HUIMANGUILLO,2,42,128,8,7,10,3,238,2,0,0,0,0,440,26,466,648,71.9135,2,4
727,HUIMANGUILLO,2,40,181,11,7,5,2,208,2,1,0,0,1,460,25,485,648,74.8456,2,4
727,HUIMANGUILLO,4,31,171,15,7,7,5,194,3,1,1,1,3,443,23,466,648,71.9135,2,4
728,HUIMANGUILLO,9,53,109,7,10,5,0,274,10,0,1,0,3,485,38,523,744,70.2956,2,16
728,HUIMANGUILLO,3,65,109,6,6,6,3,304,18,0,1,0,1,523,27,550,744,73.9247,2,16
729,HUIMANGUILLO,3,89,89,10,14,2,1,215,2,94,92,5,91,707,22,729,695,104.892,2,4
729,HUIMANGUILLO,1,63,107,16,5,5,2,263,3,1,1,0,0,467,30,497,695,71.5107,2,4
729,HUIMANGUILLO,3,67,105,9,4,7,3,272,0,0,0,0,1,471,16,487,694,70.1729,2,4
729,HUIMANGUILLO,3,78,93,22,7,6,1,295,1,1,0,0,0,507,18,525,694,75.6484,2,4
730,HUIMANGUILLO,2,27,113,1,13,6,2,289,14,0,0,0,2,472,46,518,693,74.7474,2,16
730,HUIMANGUILLO,1,43,118,1,9,6,1,256,15,0,0,0,0,453,28,481,692,69.5086,2,16
731,HUIMANGUILLO,0,70,129,11,14,4,1,204,2,0,0,0,0,435,20,455,618,73.6245,2,4
731,HUIMANGUILLO,1,67,114,6,11,4,0,234,3,3,0,0,0,443,18,461,618,74.5954,2,4
731,HUIMANGUILLO,1,70,134,5,5,5,1,221,2,1,1,0,0,446,26,472,617,76.4991,2,4
732,HUIMANGUILLO,0,61,81,1,6,7,1,108,1,3,2,1,0,272,18,290,415,69.8795,2,16
732,HUIMANGUILLO,2,38,83,3,3,4,1,105,13,1,0,0,0,262,10,272,415,65.5421,2,16
733,HUIMANGUILLO,5,80,115,12,6,11,1,248,3,3,1,1,1,489,29,518,738,70.1897,2,16
733,HUIMANGUILLO,4,79,123,5,4,7,4,292,4,3,1,0,0,530,33,563,738,76.2872,2,16
733,HUIMANGUILLO,2,120,138,13,6,4,2,203,3,2,0,0,1,494,47,541,737,73.4056,2,16
734,HUIMANGUILLO,7,65,48,2,8,14,2,120,2,0,0,0,0,268,14,282,379,74.4063,2,16
735,HUIMANGUILLO,8,58,111,5,5,3,4,186,3,0,0,0,0,385,12,398,580,68.6206,2,16
735,HUIMANGUILLO,5,52,133,1,5,1,8,197,1,8,0,0,0,411,22,433,580,74.6551,2,16
735,HUIMANGUILLO,3,37,32,3,3,6,0,147,0,0,0,0,0,231,15,246,376,65.4255,2,16
736,HUIMANGUILLO,3,72,178,39,7,9,1,212,1,3,0,0,0,525,35,560,749,74.7663,2,4
736,HUIMANGUILLO,5,65,138,33,8,6,4,267,1,1,0,0,2,530,40,570,749,76.1014,2,4
737,HUIMANGUILLO,4,46,178,12,5,4,0,235,10,1,2,0,0,505,21,526,747,70.4149,2,16
738,HUIMANGUILLO,1,77,103,17,9,7,3,227,1,1,0,0,0,446,24,470,659,71.3201,2,16
738,HUIMANGUILLO,3,77,127,10,4,5,5,227,4,1,0,0,0,471,21,493,659,74.8103,2,16
738,HUIMANGUILLO,2,43,132,8,9,9,2,236,1,4,1,0,0,451,31,482,658,73.2522,2,16
738,HUIMANGUILLO,0,57,31,3,4,1,0,136,1,0,0,0,0,240,7,247,322,76.708,2,16
739,HUIMANGUILLO,3,52,208,3,3,0,2,117,3,2,1,0,1,396,26,422,603,69.9834,2,16
740,HUIMANGUILLO,0,18,54,1,1,2,0,37,0,0,0,0,0,114,5,119,151,78.8079,2,16
741,HUIMANGUILLO,3,104,124,3,8,5,1,176,2,4,0,0,2,436,34,470,653,71.9754,2,16
741,HUIMANGUILLO,0,107,119,5,10,12,3,198,4,3,0,0,1,465,25,490,653,75.0382,2,16
741,HUIMANGUILLO,5,133,133,2,8,10,4,148,2,0,1,0,2,452,32,484,652,74.2331,2,16
742,HUIMANGUILLO,0,94,78,0,9,0,3,181,10,0,0,1,0,376,18,400,550,72.7272,2,16
742,HUIMANGUILLO,2,64,111,1,5,3,3,180,9,3,1,0,0,389,18,407,550,74,2,16
742,HUIMANGUILLO,3,89,95,2,5,0,2,159,6,1,1,0,0,367,27,394,550,71.6363,2,16
743,HUIMANGUILLO,7,62,146,5,10,8,4,229,6,0,2,0,2,486,41,527,720,73.1944,2,16
743,HUIMANGUILLO,1,51,121,9,6,5,6,232,8,2,0,0,0,446,42,488,719,67.872,2,16
743,HUIMANGUILLO,2,60,123,14,3,2,3,258,5,1,2,0,1,482,28,510,719,70.9318,2,16
744,HUIMANGUILLO,9,50,145,4,6,6,1,161,2,4,0,0,0,388,26,414,571,72.5043,2,16
744,HUIMANGUILLO,0,53,131,4,7,4,3,162,4,1,1,0,1,373,25,398,571,69.7022,2,16
744,HUIMANGUILLO,2,31,119,1,1,1,0,37,0,3,0,0,0,196,13,209,297,70.3703,2,16
745,HUIMANGUILLO,5,68,129,3,3,4,1,170,5,3,1,0,1,395,0,395,635,62.2047,2,16
746,HUIMANGUILLO,0,81,126,1,2,4,2,143,4,0,1,0,1,368,27,395,504,78.373,2,16
746,HUIMANGUILLO,5,71,76,3,4,5,3,112,2,0,0,0,0,281,0,281,503,55.8648,2,16
746,HUIMANGUILLO,3,61,87,6,6,5,2,174,2,0,0,0,0,347,23,370,503,73.5586,2,16
747,HUIMANGUILLO,3,49,85,4,9,4,3,247,4,1,0,0,0,422,11,433,614,70.5211,2,16
747,HUIMANGUILLO,1,72,80,4,9,2,2,219,4,2,1,0,0,408,20,428,614,69.7068,2,16
747,HUIMANGUILLO,6,57,82,4,8,3,2,233,3,1,0,0,1,406,26,432,614,70.3583,2,16
747,HUIMANGUILLO,1,53,93,2,4,5,4,217,4,1,0,0,1,394,16,410,614,66.7752,2,16
748,HUIMANGUILLO,1,52,95,1,11,1,4,256,5,0,2,0,1,438,24,462,635,72.7559,2,16
748,HUIMANGUILLO,3,46,109,5,6,5,2,242,2,0,0,0,0,424,29,453,634,71.4511,2,16
748,HUIMANGUILLO,7,38,115,3,6,6,5,222,5,2,1,0,0,415,23,438,634,69.0851,2,16
749,HUIMANGUILLO,3,30,71,5,11,7,0,156,2,0,0,0,2,290,30,320,490,65.3061,2,16
749,HUIMANGUILLO,2,26,74,4,9,6,1,134,6,1,0,0,2,281,16,297,490,60.6122,2,16
749,HUIMANGUILLO,5,12,33,2,3,5,5,102,11,0,1,0,0,180,7,187,271,69.0036,2,16
750,HUIMANGUILLO,6,19,114,2,10,6,3,279,4,0,0,0,0,449,0,449,661,67.9273,2,16
751,HUIMANGUILLO,0,17,77,0,7,0,0,151,1,0,0,0,0,257,19,277,357,77.591,2,16
751,HUIMANGUILLO,2,10,59,0,0,3,0,62,0,2,2,0,1,141,1,142,185,76.7567,2,16
752,HUIMANGUILLO,2,50,99,1,3,4,3,121,0,0,0,0,0,287,10,297,398,74.6231,2,16
752,HUIMANGUILLO,4,60,80,2,6,1,3,132,0,0,0,0,0,288,16,306,398,76.8844,2,16
753,HUIMANGUILLO,2,38,64,1,7,2,1,145,2,3,1,0,0,269,23,292,416,70.1923,2,16
754,HUIMANGUILLO,2,59,56,6,3,0,2,124,0,1,0,0,0,254,19,273,355,76.9014,2,16
754,HUIMANGUILLO,2,29,47,9,1,6,2,111,9,1,1,0,0,218,10,228,323,70.5882,2,16
755,HUIMANGUILLO,4,22,87,3,6,3,4,180,1,4,0,0,1,317,21,338,463,73.0021,2,16
755,HUIMANGUILLO,3,0,22,0,2,0,4,39,1,0,0,0,0,72,11,83,119,69.7478,2,16
756,HUIMANGUILLO,3,100,116,1,9,4,5,234,13,0,0,0,0,489,23,512,724,70.7182,2,16
756,HUIMANGUILLO,1,40,31,2,2,2,0,36,11,1,1,0,0,128,18,146,181,80.6629,2,16
757,HUIMANGUILLO,2,52,99,15,8,3,2,169,6,1,1,0,0,358,28,388,569,68.1898,2,16
757,HUIMANGUILLO,0,31,81,11,5,3,4,175,6,0,0,0,0,316,32,348,569,61.1599,2,16
757,HUIMANGUILLO,5,39,83,7,9,4,1,165,3,1,0,0,0,319,33,352,569,61.8629,2,16
758,HUIMANGUILLO,8,59,153,2,7,0,4,143,0,2,2,2,2,384,27,411,581,70.7401,2,16
758,HUIMANGUILLO,0,1,42,5,2,0,4,113,3,0,0,0,0,174,9,183,260,70.3846,2,16
759,HUIMANGUILLO,3,56,84,5,9,3,4,156,31,2,0,0,1,361,38,399,632,63.1329,2,16
759,HUIMANGUILLO,3,62,117,3,1,2,3,141,40,0,1,0,2,379,37,417,632,65.981,2,16
760,HUIMANGUILLO,4,35,109,10,6,7,4,223,0,0,2,0,0,405,26,431,654,65.9021,2,16
760,HUIMANGUILLO,2,33,107,13,13,7,3,200,2,2,1,1,2,396,22,418,654,63.9143,2,16
760,HUIMANGUILLO,2,63,24,4,3,3,0,89,1,0,1,0,1,191,12,203,276,73.5507,2,16
761,HUIMANGUILLO,1,29,115,0,3,3,1,60,1,0,3,0,0,216,17,233,309,75.4045,2,16
762,HUIMANGUILLO,2,19,89,2,5,1,0,83,2,3,2,0,0,208,3,211,312,67.6282,2,16
763,HUIMANGUILLO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,434,0,2,16
763,HUIMANGUILLO,1,25,108,4,2,2,3,110,1,2,0,0,3,268,22,290,433,66.9745,2,16
764,HUIMANGUILLO,0,69,87,1,1,1,1,120,2,0,0,0,2,286,12,298,399,74.6867,2,16
764,HUIMANGUILLO,2,51,98,0,11,5,4,115,1,4,0,0,0,291,14,305,398,76.6331,2,16
765,HUIMANGUILLO,1,43,125,3,7,1,3,157,3,2,0,0,0,345,0,345,591,58.3756,2,16
765,HUIMANGUILLO,4,41,84,8,7,0,2,175,1,1,0,0,0,325,28,353,591,59.7292,2,16
765,HUIMANGUILLO,2,38,98,11,4,4,1,185,0,1,0,0,0,344,23,369,591,62.4365,2,16
765,HUIMANGUILLO,2,45,93,11,8,0,0,183,2,0,1,2,0,353,14,367,591,62.0981,2,16
766,HUIMANGUILLO,3,25,51,5,0,0,3,176,0,2,0,0,0,268,10,278,438,63.4703,2,16
766,HUIMANGUILLO,2,31,76,6,4,1,3,154,3,0,0,0,0,280,11,291,438,66.4383,2,16
767,HUIMANGUILLO,0,24,106,13,14,3,1,154,1,1,0,1,1,320,25,345,551,62.6134,2,16
767,HUIMANGUILLO,0,20,105,8,4,1,2,198,2,2,0,1,0,345,10,355,551,64.4283,2,16
768,HUIMANGUILLO,3,36,66,0,11,1,1,168,2,0,0,0,0,292,28,320,483,66.2525,2,16
768,HUIMANGUILLO,3,30,71,9,5,3,3,174,1,1,1,0,0,306,0,323,483,66.8737,2,16
769,HUIMANGUILLO,3,28,102,1,5,2,2,170,4,0,2,0,1,321,16,337,532,63.3458,2,16
769,HUIMANGUILLO,5,25,147,13,4,4,3,91,1,1,1,0,1,297,27,324,506,64.0316,2,16
770,HUIMANGUILLO,2,45,82,3,6,2,1,208,6,1,0,0,1,363,21,384,568,67.6056,2,16
770,HUIMANGUILLO,1,44,77,0,7,2,1,197,7,0,0,0,1,342,33,375,567,66.1375,2,16
771,HUIMANGUILLO,1,53,155,6,8,2,3,188,5,0,1,0,0,422,23,445,613,72.5938,2,16
771,HUIMANGUILLO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,0,2,16
772,HUIMANGUILLO,4,96,127,8,7,6,1,192,5,2,1,0,0,451,32,483,663,72.8506,2,16
773,HUIMANGUILLO,4,84,109,5,6,3,5,167,7,0,0,0,0,392,24,416,606,68.6468,2,16
773,HUIMANGUILLO,1,70,120,5,9,6,5,162,4,1,0,0,1,387,33,420,605,69.4214,2,16
774,HUIMANGUILLO,5,61,84,12,4,5,3,197,4,0,0,0,0,375,30,405,557,72.7109,2,16
774,HUIMANGUILLO,6,60,85,8,8,4,2,191,3,1,1,0,2,374,32,406,556,73.0215,2,16
775,HUIMANGUILLO,2,34,102,4,5,0,1,100,0,0,1,0,0,249,19,268,398,67.3366,2,16
776,HUIMANGUILLO,4,13,101,2,3,2,0,75,1,1,0,0,1,205,8,213,301,70.7641,2,16
776,HUIMANGUILLO,2,66,60,2,3,0,0,27,0,1,0,0,1,165,20,185,249,74.2971,2,16
777,HUIMANGUILLO,2,66,100,35,7,4,24,141,4,0,0,0,0,385,31,416,616,67.5324,2,16
777,HUIMANGUILLO,3,56,69,8,6,6,3,111,1,0,0,0,0,263,11,274,451,60.7538,2,16
778,HUIMANGUILLO,7,49,109,20,13,5,0,143,8,2,2,0,0,359,26,385,571,67.4255,2,16
778,HUIMANGUILLO,3,29,57,0,8,0,1,6,1,18,3,1,0,127,8,135,195,69.2307,2,16
779,HUIMANGUILLO,4,41,227,5,22,7,4,138,3,1,0,0,0,455,29,484,693,69.8412,2,16
779,HUIMANGUILLO,2,17,61,9,6,4,0,55,0,1,0,0,3,161,23,184,263,69.9619,2,16
780,HUIMANGUILLO,3,93,86,4,7,7,2,107,1,0,1,0,0,313,20,333,563,59.1474,2,16
780,HUIMANGUILLO,4,26,57,3,2,0,1,30,0,4,0,0,0,127,10,137,209,65.5502,2,16
781,JALAPA,3,126,77,54,2,11,40,183,4,3,0,0,0,503,22,525,652,80.5214,6,11
781,JALAPA,3,88,61,68,5,12,48,193,5,0,0,0,0,483,19,502,652,76.9938,6,11
781,JALAPA,7,92,77,38,3,6,30,229,2,0,0,0,0,484,0,484,651,74.3471,6,11
782,JALAPA,2,63,71,32,4,7,38,168,3,0,0,0,0,388,19,407,501,81.2375,6,11
