SECCIÓN ELECTORAL,MUNICIPIO,PAN,PRI,PRD,PT,MC,NA,MORENA,ES,"PAN, PRD Y MC",PAN Y PRD,PAN Y MC,PRD Y MC,"PT, MORENA Y ES",PT Y MORENA,PT Y ES,MORENA Y ES,NÚMERO DE VOTOS VÁLIDOS,NÚMERO DE VOTOS NULOS,TOTAL DE VOTOS,LISTA NOMINAL,% PARTICIPACIÓN CIUDADANA
0081,CARDENAS,6,34,79,8,5,0,275,1,2,1,0,0,9,2,0,1,428,13,441,653,67.5344
0081,CARDENAS,8,29,75,5,9,1,270,0,1,1,0,0,2,3,0,3,412,7,419,652,64.2638
0082,CARDENAS,5,17,79,7,7,3,214,2,1,0,0,1,1,1,0,2,345,15,360,516,69.7674
0082,CARDENAS,11,17,70,4,6,4,198,1,0,1,1,1,2,6,6,0,338,15,353,516,68.4108
0083,CARDENAS,12,33,67,4,8,1,299,3,0,0,0,1,4,0,0,4,440,10,450,615,73.1707
0083,CARDENAS,4,31,70,5,3,2,294,3,1,0,1,0,1,2,0,2,431,3,434,614,70.6840
0084,CARDENAS,4,25,42,4,6,5,229,1,1,0,0,0,2,0,0,0,329,11,340,510,66.6666
0084,CARDENAS,5,15,52,4,8,4,253,2,2,0,0,0,2,2,0,0,349,9,361,510,70.7843
0084,CARDENAS,4,33,49,6,8,3,239,3,0,0,0,0,4,0,0,2,359,11,370,510,72.5490
0085,CARDENAS,75,39,0,0,0,3,329,0,0,0,0,0,0,0,0,0,453,12,465,670,69.4029
0085,CARDENAS,9,79,54,2,3,4,289,0,0,0,0,0,5,2,0,4,456,11,467,670,69.7014
0086,CARDENAS,11,34,74,6,6,4,270,5,2,1,0,1,11,0,0,1,430,7,437,649,67.3343
0086,CARDENAS,7,31,60,4,2,2,266,5,2,1,0,0,2,0,0,0,382,12,394,649,60.7087
0086,CARDENAS,2,26,70,3,5,0,286,4,0,0,0,0,7,0,0,0,413,19,432,649,66.5639
0086,CARDENAS,8,46,71,3,5,4,263,0,0,0,0,3,4,1,0,1,415,6,421,648,64.9691
0086,CARDENAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,648,0.0000
0087,CARDENAS,8,22,70,6,5,2,230,2,0,0,0,1,2,0,0,0,351,3,354,571,61.9964
0087,CARDENAS,6,15,47,4,5,2,244,3,0,0,0,0,2,2,0,0,330,4,334,571,58.4938
0087,CARDENAS,7,8,68,4,5,2,227,5,0,0,0,1,3,1,0,0,335,14,349,570,61.2280
0087,CARDENAS,3,22,60,4,6,1,225,2,0,0,0,0,2,1,3,0,334,8,342,570,60.0000
0088,CARDENAS,9,32,64,10,3,3,319,6,2,0,0,0,2,1,0,0,455,9,464,636,72.9559
0088,CARDENAS,10,27,69,3,2,3,313,4,0,1,1,0,3,0,0,2,446,8,454,636,71.3836
0088,CARDENAS,3,31,67,4,4,1,327,4,0,3,0,0,4,3,0,2,463,10,473,636,74.3710
0089,CARDENAS,15,21,73,5,8,2,288,3,2,0,0,0,7,1,0,3,431,15,448,692,64.7398
0089,CARDENAS,7,17,86,4,7,6,264,2,0,0,0,2,4,3,0,0,402,15,417,692,60.2601
0089,CARDENAS,7,25,86,7,14,0,261,0,0,0,0,0,1,2,0,0,410,23,433,692,62.5722
0160,CARDENAS,5,23,30,4,7,0,211,3,1,0,0,0,6,3,0,1,299,13,312,468,66.6666
0160,CARDENAS,6,22,37,1,2,1,217,1,0,0,0,0,2,2,0,1,296,9,305,468,65.1709
0160,CARDENAS,7,12,136,12,12,0,238,0,0,0,0,0,2,1,0,1,421,24,445,679,65.5375
0161,CARDENAS,9,8,68,7,4,0,301,2,0,0,0,1,5,1,0,0,406,15,421,585,71.9658
0161,CARDENAS,2,19,71,9,8,3,263,3,2,0,1,0,2,0,1,1,390,8,398,584,68.1506
0162,CARDENAS,6,15,81,6,11,1,88,5,1,0,0,0,7,3,0,0,230,14,244,680,35.8823
0162,CARDENAS,5,14,88,7,7,2,273,6,0,0,0,5,4,2,0,6,420,17,437,680,64.2647
0162,CARDENAS,9,26,87,7,6,0,279,6,2,2,2,0,3,1,3,1,442,19,461,680,67.7941
0162,CARDENAS,10,12,81,4,4,2,295,9,1,0,0,2,0,2,4,0,426,5,435,680,63.9705
0162,CARDENAS,11,12,61,8,9,1,302,0,0,0,0,0,0,0,0,0,416,7,423,679,62.2974
0164,CARDENAS,19,14,128,1,9,2,254,1,9,3,1,5,1,2,0,1,459,18,477,654,72.9357
0164,CARDENAS,11,31,130,3,11,0,225,0,5,1,1,3,6,1,0,0,438,21,466,654,71.2538
0165,CARDENAS,5,31,88,6,9,8,239,2,2,1,1,1,11,4,1,1,415,15,430,661,65.0529
0165,CARDENAS,3,32,82,9,4,1,243,6,0,1,1,0,6,4,1,3,404,28,432,660,65.4545
0165,CARDENAS,3,31,83,2,5,1,246,1,2,1,0,2,10,6,0,3,402,18,420,660,63.6363
0166,CARDENAS,5,10,105,7,8,0,195,4,0,0,0,2,6,0,4,0,346,19,368,576,63.8888
0166,CARDENAS,4,8,103,7,4,1,212,7,0,0,0,1,1,2,0,0,352,11,363,575,63.1304
0166,CARDENAS,10,9,63,9,5,0,249,3,1,0,0,1,3,2,0,0,356,13,369,575,64.1739
0090,CARDENAS,5,5,46,13,7,7,2,222,1,2,0,0,0,5,3,0,319,154,475,616,77.1103
0090,CARDENAS,1,34,122,7,3,1,243,0,2,0,0,0,5,5,0,0,423,28,451,616,73.2142
0091,CARDENAS,5,25,140,4,9,3,236,0,4,2,0,0,1,2,0,0,434,14,448,611,73.3224
0091,CARDENAS,8,25,127,7,4,2,258,2,0,3,0,0,0,3,0,0,439,19,458,611,74.9590
0092,CARDENAS,4,31,86,13,8,3,307,3,0,3,0,0,10,2,0,3,474,19,494,733,67.3942
0092,CARDENAS,9,59,92,11,8,4,279,3,0,0,0,0,0,0,0,0,465,10,475,733,64.8021
0093,CARDENAS,6,48,67,4,6,2,223,0,3,0,0,0,1,1,0,0,365,37,402,572,70.2797
0093,CARDENAS,6,49,63,3,8,0,214,1,2,0,0,1,4,2,0,0,356,18,374,572,65.3846
0093,CARDENAS,4,7,20,0,9,1,132,1,0,0,0,0,5,0,0,2,184,11,195,,
0094,CARDENAS,5,57,24,7,8,2,134,5,1,0,0,0,3,1,1,1,250,16,266,383,69.4516
0094,CARDENAS,8,39,35,2,6,2,134,0,0,1,0,0,2,3,0,1,235,14,249,382,65.1832
0095,CARDENAS,15,26,128,5,11,4,191,1,1,0,0,1,1,0,1,0,387,36,423,672,62.9464
0095,CARDENAS,10,39,101,6,13,1,211,2,2,2,1,1,0,10,1,2,402,47,449,672,66.8154
0096,CARDENAS,2,48,41,7,5,1,124,2,0,3,0,1,0,0,0,1,235,16,251,376,66.7553
0096,CARDENAS,3,39,52,4,0,1,141,1,2,0,0,2,1,0,0,2,248,15,263,375,70.1333
0097,CARDENAS,1,44,90,5,4,4,180,3,0,0,0,0,4,0,0,0,338,4,342,495,69.0909
0097,CARDENAS,0,46,70,3,7,1,184,2,0,2,0,3,2,2,0,2,324,13,337,494,68.2186
0098,CARDENAS,3,39,116,7,10,2,286,2,0,0,0,2,1,1,0,0,469,20,489,726,67.3553
0098,CARDENAS,3,33,122,8,6,2,307,2,5,0,0,2,3,5,0,1,499,13,514,726,70.7988
0099,CARDENAS,7,32,55,8,4,3,168,1,4,2,0,0,3,2,0,0,289,18,307,418,73.4449
0099,CARDENAS,0,24,37,8,10,1,182,1,1,0,0,1,2,3,0,2,272,11,283,418,67.7033
0099,CARDENAS,6,63,132,12,9,11,225,3,0,0,0,0,1,2,1,1,468,29,497,744,66.8010
0100,CARDENAS,3,38,92,11,6,2,241,5,1,1,0,0,8,1,0,2,413,22,435,643,67.6516
0100,CARDENAS,2,39,99,4,4,3,246,2,0,1,0,0,2,1,0,0,404,10,414,643,64.3856
0100,CARDENAS,5,31,64,0,5,4,293,0,0,0,0,0,0,0,0,0,402,17,419,643,65.1632
0103,CARDENAS,1,25,100,13,3,5,184,0,0,0,0,0,0,0,0,0,331,13,344,501,68.6626
0103,CARDENAS,0,46,86,7,8,8,190,3,0,2,0,1,1,1,0,0,353,17,370,501,73.8522
0103,CARDENAS,2,32,74,4,5,3,205,3,2,0,0,0,0,0,0,0,330,19,349,500,69.8000
0104,CARDENAS,3,20,62,6,0,0,209,3,0,0,0,0,6,0,0,0,309,14,323,483,66.8737
0104,CARDENAS,3,22,60,9,3,1,216,2,0,0,0,0,4,0,0,0,320,4,324,483,67.0807
0105,CARDENAS,8,51,88,9,24,5,222,4,0,0,1,1,4,0,0,0,419,21,440,725,60.6896
0105,CARDENAS,5,67,81,9,31,11,216,3,0,0,0,2,0,0,0,4,429,19,448,724,61.8784
0106,CARDENAS,5,35,82,4,0,3,191,4,0,1,4,2,5,0,0,0,338,3,342,563,60.7460
0106,CARDENAS,3,28,99,7,4,1,239,1,0,0,0,1,2,1,0,1,388,11,399,563,70.8703
0108,CARDENAS,6,65,78,7,5,5,256,2,1,0,0,0,5,0,0,0,430,0,430,627,68.5805
0109,CARDENAS,1,34,57,8,15,3,167,6,0,0,0,0,1,1,0,2,297,24,321,490,65.5102
0109,CARDENAS,3,36,71,7,7,2,178,3,0,0,0,2,0,0,0,1,310,16,326,489,66.6666
0109,CARDENAS,0,1,22,0,3,0,42,2,0,0,0,0,1,0,0,0,72,4,76,99,76.7676
0110,CARDENAS,4,25,78,9,6,2,191,3,1,3,0,0,1,0,0,3,330,21,351,580,60.5172
0110,CARDENAS,3,18,48,11,7,2,178,4,1,1,0,2,4,0,0,0,279,38,317,579,54.7495
0110,CARDENAS,7,17,47,11,8,5,189,7,2,1,2,0,1,1,0,1,299,17,316,579,54.5768
0110,CARDENAS,5,30,66,4,3,4,181,3,1,0,0,0,0,0,0,1,298,22,320,579,55.2677
0111,CARDENAS,3,28,206,5,6,1,224,1,1,0,0,5,2,5,0,2,489,18,507,649,78.1201
0117,CARDENAS,1,76,83,5,0,0,140,3,0,0,0,0,1,2,0,1,312,10,322,423,76.1229
0118,CARDENAS,2,37,65,4,2,3,181,3,2,1,0,3,6,0,0,0,310,12,322,475,67.7894
0118,CARDENAS,3,40,85,5,10,3,153,3,1,1,0,0,3,1,0,0,308,14,322,474,67.9324
0119,CARDENAS,5,36,116,5,19,1,276,8,2,1,0,2,5,3,1,0,482,14,496,696,71.2643
0119,CARDENAS,3,81,164,3,5,2,71,1,5,2,0,0,0,3,0,0,340,2,342,447,76.5100
0120,CARDENAS,1,46,88,6,10,2,273,4,0,0,0,4,2,2,0,1,440,16,456,637,71.5855
0120,CARDENAS,2,35,79,7,2,2,248,5,0,0,0,0,3,1,0,1,386,11,397,637,62.3233
0121,CARDENAS,2,7,57,7,1,2,232,2,2,0,0,2,2,1,1,1,319,10,329,510,64.5098
0121,CARDENAS,0,11,60,3,2,3,223,5,1,0,0,1,3,2,0,1,315,15,330,509,64.8330
0121,CARDENAS,0,19,76,4,5,2,183,2,0,1,0,2,1,2,0,0,297,22,319,509,62.6719
0122,CARDENAS,0,31,98,6,5,3,222,1,4,0,0,0,3,4,0,3,380,21,401,610,65.7377
0122,CARDENAS,4,37,84,15,6,3,223,3,7,1,0,0,5,2,0,0,394,21,415,610,68.0327
0122,CARDENAS,4,39,103,9,6,1,239,1,2,2,0,1,3,1,0,1,412,10,422,609,69.2939
0123,CARDENAS,4,20,98,5,2,0,247,3,1,1,0,0,5,0,0,0,389,9,398,569,69.9472
0123,CARDENAS,2,24,115,1,3,2,232,0,0,0,0,0,0,0,0,0,380,21,401,569,70.4745
0124,CARDENAS,2,30,54,3,4,2,189,1,0,1,0,0,1,0,0,0,287,16,303,424,71.4622
0124,CARDENAS,6,38,151,3,2,0,163,0,2,1,1,1,2,1,0,1,372,19,392,546,71.7948
0125,CARDENAS,2,51,87,4,6,2,273,3,1,0,0,2,4,0,0,2,442,20,462,706,65.4390
0125,CARDENAS,7,61,97,4,4,1,261,4,0,0,0,0,6,1,0,1,447,17,464,705,65.8156
0127,CARDENAS,4,25,96,5,2,1,205,0,3,1,0,0,5,2,0,1,352,12,364,572,63.6363
0127,CARDENAS,2,23,105,8,4,0,234,2,4,1,0,1,1,4,0,2,395,19,414,572,72.3776
0129,CARDENAS,5,45,92,5,7,2,195,0,0,3,0,0,0,0,1,0,355,20,375,512,73.2421
0129,CARDENAS,1,27,80,4,1,0,197,4,0,0,0,1,6,1,0,1,327,21,348,512,67.9687
0129,CARDENAS,2,29,81,8,8,1,197,1,0,0,0,0,3,0,0,0,330,2,332,512,64.8437
0130,CARDENAS,5,57,115,7,3,2,200,1,0,0,0,2,0,0,0,0,394,9,403,613,65.7422
0130,CARDENAS,6,4,180,3,3,1,218,3,0,1,0,1,0,0,0,0,422,16,438,613,71.4518
0130,CARDENAS,3,47,107,6,7,1,224,3,0,0,0,1,5,0,0,0,404,13,417,613,68.0261
0131,CARDENAS,3,16,100,10,3,1,203,0,2,0,0,1,4,1,0,1,346,15,361,532,67.8571
0131,CARDENAS,4,15,93,3,4,1,193,3,1,0,0,0,4,1,0,2,325,18,343,532,64.4736
0131,CARDENAS,7,19,104,4,4,2,167,3,1,1,0,0,6,1,0,1,320,15,337,531,63.4651
0132,CARDENAS,6,29,73,6,14,2,264,3,3,0,0,3,1,2,0,1,409,15,424,599,70.7846
0132,CARDENAS,6,30,108,6,5,4,254,4,1,1,0,2,0,0,0,1,423,15,438,598,73.2441
0132,CARDENAS,3,31,62,8,15,0,297,3,4,1,0,0,5,0,2,3,437,11,448,598,74.9163
0133,CARDENAS,7,62,73,4,23,2,239,5,1,1,0,2,3,1,0,0,425,12,439,592,74.1554
0133,CARDENAS,3,46,81,9,16,2,250,1,0,0,0,0,3,0,0,0,414,13,427,591,72.2504
0134,CARDENAS,5,22,110,5,5,1,204,4,0,0,0,0,3,0,0,0,359,18,377,607,62.1087
0134,CARDENAS,4,28,117,10,7,6,177,4,1,0,0,2,0,0,0,0,358,28,386,606,63.6963
0134,CARDENAS,3,28,120,2,2,1,179,2,2,0,0,3,4,0,0,2,348,23,371,606,61.2211
0136,CARDENAS,2,40,70,16,4,3,172,7,1,1,0,0,10,1,0,1,329,26,355,562,63.1672
0136,CARDENAS,4,39,83,6,3,4,157,5,1,1,0,1,3,2,0,0,309,21,331,562,58.8967
0137,CARDENAS,3,21,70,4,3,0,251,1,0,0,0,1,3,4,0,1,365,15,380,609,62.3973
0137,CARDENAS,8,43,57,2,1,4,278,1,0,0,0,0,3,4,0,3,406,9,415,608,68.2565
0138,CARDENAS,7,23,53,6,5,0,207,0,2,1,0,0,2,2,0,1,312,18,330,513,64.3274
0138,CARDENAS,5,14,82,4,5,2,218,2,2,1,1,0,3,2,0,0,345,12,357,513,69.5906
0138,CARDENAS,7,34,46,4,4,0,190,2,0,0,0,1,3,1,0,1,294,8,302,512,58.9843
0139,CARDENAS,2,19,84,7,7,4,252,1,2,0,0,0,1,1,0,0,384,9,393,569,69.0685
0139,CARDENAS,4,28,76,4,1,2,242,2,0,3,0,0,2,0,0,0,367,13,389,569,68.3655
0139,CARDENAS,3,17,75,5,2,3,234,2,1,0,0,0,3,2,0,2,349,13,362,569,63.6203
0140,CARDENAS,5,16,42,5,7,1,248,0,0,0,0,0,2,1,0,1,332,6,338,502,67.3306
0140,CARDENAS,5,22,72,12,8,2,197,2,1,0,0,0,8,1,0,0,331,10,341,469,72.7078
0144,CARDENAS,5,26,118,5,8,2,324,4,1,1,0,1,5,2,0,0,502,17,519,686,75.6559
0144,CARDENAS,8,30,100,7,13,0,326,5,0,0,0,0,3,1,0,2,498,14,512,686,74.6355
0144,CARDENAS,4,23,109,7,9,1,314,1,2,0,0,0,3,1,0,0,475,10,485,685,70.8029
0145,CARDENAS,4,21,53,3,8,1,230,1,1,1,0,0,2,1,0,1,327,8,335,435,77.0114
0145,CARDENAS,10,29,87,9,6,1,166,1,1,0,1,0,4,0,0,0,317,21,338,519,65.1252
0145,CARDENAS,3,28,68,6,4,0,213,2,2,0,0,2,1,0,0,1,333,20,353,518,68.1467
0146,CARDENAS,10,42,92,5,8,1,223,2,3,1,0,1,3,1,1,1,394,15,409,627,65.2312
0146,CARDENAS,3,43,81,1,6,1,234,2,2,0,0,2,3,1,0,2,382,16,398,627,63.4768
0146,CARDENAS,6,42,80,3,11,2,249,0,0,0,0,0,11,5,0,2,411,17,428,627,68.2615
0147,CARDENAS,1,27,84,5,6,6,226,2,1,2,0,1,2,1,0,6,373,12,385,633,60.8214
0147,CARDENAS,4,16,98,5,7,2,239,1,2,0,0,2,3,1,0,0,380,16,396,633,62.5592
0147,CARDENAS,11,18,88,4,7,2,248,1,3,0,1,2,7,1,0,1,394,20,414,633,65.4028
0148,CARDENAS,2,27,124,6,5,0,357,4,1,0,0,1,5,2,0,1,536,7,543,738,73.5772
0148,CARDENAS,2,25,117,10,7,2,306,3,0,0,0,1,5,1,0,1,481,19,500,737,67.8426
0148,CARDENAS,4,16,135,10,1,3,328,3,0,0,0,0,1,1,0,0,503,20,523,737,70.9633
0149,CARDENAS,2,26,72,8,9,4,315,2,1,1,0,4,3,1,0,0,448,10,458,676,67.7514
0149,CARDENAS,9,29,80,5,5,3,199,0,3,0,0,0,5,2,0,1,344,10,354,675,52.4444
0150,CARDENAS,3,28,33,8,5,0,213,0,1,0,0,0,4,0,0,0,295,11,309,535,57.7570
0150,CARDENAS,4,17,37,8,5,0,215,1,0,1,0,0,2,4,0,0,294,16,310,535,57.9439
0151,CARDENAS,3,12,21,2,6,5,200,1,0,0,0,0,3,0,3,0,256,16,272,451,60.3104
0151,CARDENAS,1,26,26,11,5,10,177,4,0,1,0,0,1,1,0,0,265,10,275,451,60.9756
0151,CARDENAS,5,6,79,4,2,1,213,0,0,1,0,1,0,3,0,21,336,3,339,493,68.7626
0151,CARDENAS,1,13,28,2,2,1,83,1,0,0,0,0,1,1,0,0,133,8,141,257,54.8638
0152,CARDENAS,2,16,56,5,7,3,167,3,0,1,0,1,3,6,0,1,272,19,291,608,47.8618
0152,CARDENAS,5,15,65,4,7,1,278,2,0,0,0,0,8,3,0,1,389,13,402,608,66.1184
0152,CARDENAS,7,10,88,8,4,3,246,2,0,0,0,0,4,2,0,1,376,7,383,607,63.0971
0152,CARDENAS,5,6,64,6,8,1,234,1,0,1,0,0,6,2,0,1,335,5,340,607,56.0131
0153,CARDENAS,3,13,68,2,7,0,181,2,0,0,0,0,5,0,0,0,282,15,297,573,51.8324
0154,CARDENAS,3,28,57,6,7,1,243,0,0,0,0,0,8,3,0,2,358,9,367,566,64.8409
0154,CARDENAS,0,48,68,4,5,0,241,1,0,0,0,2,6,1,0,1,378,17,395,566,69.7879
0154,CARDENAS,1,27,53,7,6,2,228,1,0,2,0,2,13,0,0,0,342,12,358,565,63.3628
0154,CARDENAS,3,29,49,7,3,3,196,3,1,0,0,0,8,0,0,1,304,17,321,565,56.8141
0101,CARDENAS,7,49,126,6,8,4,248,4,1,1,0,0,4,1,0,0,461,34,495,747,66.2650
0101,CARDENAS,9,22,108,3,10,2,221,3,2,1,0,2,6,2,0,0,394,18,412,651,63.2872
0102,CARDENAS,1,15,82,1,1,1,119,0,0,0,1,0,0,0,0,0,221,0,221,281,78.6476
0102,CARDENAS,5,17,149,5,3,2,166,0,3,0,0,1,2,1,0,0,356,24,380,592,64.1891
0107,CARDENAS,2,33,71,8,8,2,275,1,3,0,0,0,1,0,1,0,407,13,420,614,68.4039
0107,CARDENAS,5,27,65,7,2,4,257,1,0,0,0,0,5,3,0,1,382,11,393,613,64.1109
0112,CARDENAS,6,40,96,5,3,4,178,5,0,0,0,0,0,0,0,0,337,19,356,490,72.6530
0112,CARDENAS,5,45,84,3,3,0,166,2,0,1,0,1,1,4,0,0,316,17,333,490,67.9591
0113,CARDENAS,2,22,69,0,6,0,221,0,0,0,0,0,0,0,0,0,320,7,327,463,70.6263
0113,CARDENAS,1,18,65,3,4,1,201,0,2,0,0,2,1,0,0,1,299,12,311,463,67.1706
0114,CARDENAS,2,50,73,4,2,1,187,1,1,0,0,1,1,1,0,0,325,2,336,514,65.3696
0114,CARDENAS,8,34,9,4,6,4,174,0,7,0,0,7,10,0,0,1,268,6,274,513,53.4113
0115,CARDENAS,4,18,71,5,3,1,157,1,2,1,0,1,2,2,0,1,270,20,290,432,67.1296
0115,CARDENAS,2,28,76,4,6,3,147,3,3,1,0,0,1,0,0,0,275,6,281,432,65.0462
0116,CARDENAS,1,20,64,3,7,1,155,0,1,1,0,2,1,2,1,1,260,10,270,401,67.3316
0116,CARDENAS,2,33,51,4,7,1,150,1,0,0,0,0,2,0,0,1,252,9,261,400,65.2500
0126,CARDENAS,1,37,57,7,4,1,165,3,0,0,0,0,1,2,0,0,279,19,298,449,66.3697
0126,CARDENAS,3,34,66,6,3,2,189,3,3,0,0,1,0,0,4,0,314,17,331,449,73.7193
0128,CARDENAS,1,32,74,8,6,2,197,2,0,0,0,0,4,3,1,1,332,19,351,518,67.7606
0128,CARDENAS,2,23,74,6,6,4,200,2,0,0,0,0,5,1,0,0,323,14,337,517,65.1837
0128,CARDENAS,2,24,40,2,3,2,119,1,0,0,0,0,1,0,0,0,194,8,202,277,72.9241
0135,CARDENAS,1,35,99,7,2,1,183,1,1,0,0,0,1,2,0,0,334,18,352,492,71.5447
0141,CARDENAS,5,13,88,3,8,0,265,0,2,2,0,0,3,1,0,2,393,15,408,615,66.3414
0141,CARDENAS,7,19,70,4,0,1,280,2,1,1,0,0,5,1,1,1,394,15,409,615,66.5040
0142,CARDENAS,3,7,82,4,3,2,233,2,1,2,0,1,4,1,0,0,345,13,358,496,72.1774
0142,CARDENAS,2,17,69,8,2,3,217,3,0,0,0,0,7,0,0,1,330,14,344,495,69.4949
0143,CARDENAS,5,20,61,6,9,0,229,2,0,0,0,2,2,1,0,0,337,12,349,502,69.5219
0143,CARDENAS,6,15,80,4,3,4,244,2,1,0,0,0,2,1,0,2,366,15,381,501,76.0479
0143,CARDENAS,5,13,82,9,5,2,233,4,0,1,0,0,0,1,1,0,359,11,370,501,73.8522
0155,CARDENAS,5,57,64,4,4,6,250,0,5,2,0,0,2,0,0,1,401,13,414,646,64.0866
0155,CARDENAS,6,49,85,3,7,3,237,4,1,0,0,1,4,3,0,0,403,10,417,646,64.5510
0155,CARDENAS,3,54,79,8,8,0,249,3,1,1,0,2,2,0,0,1,415,20,435,645,67.4418
0155,CARDENAS,8,48,114,7,6,2,235,1,2,0,0,0,3,0,0,0,426,17,447,645,69.3023
0156,CARDENAS,1,48,41,6,3,2,225,0,1,1,0,0,4,2,0,2,339,21,360,511,70.4500
0156,CARDENAS,9,45,65,5,9,1,215,6,2,0,0,0,3,2,0,1,364,10,374,511,73.1898
0156,CARDENAS,5,41,62,8,4,4,195,3,3,0,0,0,6,1,0,0,332,11,343,511,67.1232
0157,CARDENAS,5,15,62,5,3,0,317,5,0,0,0,0,0,2,0,0,415,28,443,610,72.6229
0157,CARDENAS,3,13,104,8,4,2,306,8,1,0,0,0,2,1,0,0,454,20,474,610,77.7049
0157,CARDENAS,7,11,107,7,6,0,306,4,0,0,0,0,1,1,0,0,450,16,466,609,76.5188
0158,CARDENAS,4,18,34,3,0,2,268,2,0,0,0,0,3,1,0,2,339,9,348,450,77.3333
0158,CARDENAS,5,17,17,8,5,8,219,0,0,0,0,0,8,0,0,9,296,21,317,449,70.6013
0159,CARDENAS,3,7,54,5,4,0,352,1,0,0,0,1,3,1,0,0,431,7,438,632,69.3037
0159,CARDENAS,2,13,45,4,2,2,287,3,0,0,0,2,2,3,0,0,368,9,377,631,59.7464
0163,CARDENAS,7,26,79,8,8,0,322,3,1,0,0,1,5,0,0,1,461,21,482,696,69.2528
0163,CARDENAS,4,26,100,9,5,0,307,1,0,0,0,0,4,2,0,7,466,26,492,696,70.6896
0163,CARDENAS,2,30,97,4,5,0,311,0,0,0,0,1,4,2,0,1,457,20,477,695,68.6330
0167,CARDENAS,7,15,55,4,5,2,87,2,0,1,0,1,2,1,2,0,186,13,199,376,52.9255
0167,CARDENAS,6,18,65,3,4,1,110,1,0,1,0,1,2,2,0,0,215,10,225,375,60.0000
0699,HUIMANGUILLO,5,50,59,3,0,1,205,2,0,0,0,0,6,2,0,0,333,14,347,547,63.4369
0699,HUIMANGUILLO,5,46,79,5,15,1,177,3,2,1,0,2,0,1,0,1,340,18,358,547,65.4478
0699,HUIMANGUILLO,4,65,47,3,11,3,222,1,0,0,1,1,3,2,0,1,365,28,393,546,71.9780
0699,HUIMANGUILLO,5,91,45,2,10,3,124,1,9,0,0,1,6,0,0,3,303,22,325,435,74.7126
0700,HUIMANGUILLO,4,59,69,5,7,0,244,6,2,0,0,0,6,2,0,2,408,16,424,630,67.3015
0700,HUIMANGUILLO,6,97,70,2,3,1,241,1,0,0,1,0,7,1,0,0,432,12,444,629,70.5882
0701,HUIMANGUILLO,3,36,47,0,5,1,183,2,0,1,0,0,6,1,0,0,285,10,295,404,73.0198
0701,HUIMANGUILLO,5,20,63,2,4,6,160,3,2,0,0,0,5,2,0,0,272,6,278,404,68.8118
0702,HUIMANGUILLO,6,91,80,1,2,2,308,4,2,2,3,0,1,0,0,2,504,12,516,724,71.2707
0702,HUIMANGUILLO,0,26,0,0,0,0,0,0,46,0,0,0,332,0,0,0,404,9,416,,
0703,HUIMANGUILLO,2,64,82,2,6,2,217,6,0,0,0,1,6,1,0,0,391,13,404,554,72.9241
0703,HUIMANGUILLO,0,34,96,0,0,1,249,0,0,0,0,0,0,0,0,0,381,10,391,554,70.5776
0703,HUIMANGUILLO,5,43,75,5,6,0,217,0,0,0,0,0,0,0,0,0,351,14,365,553,66.0036
0703,HUIMANGUILLO,0,15,26,0,0,0,65,0,0,0,0,0,0,0,0,0,106,9,115,137,83.9416
0704,HUIMANGUILLO,1,38,72,4,3,1,203,7,1,0,0,0,4,1,0,0,335,21,356,545,65.3211
0704,HUIMANGUILLO,6,43,77,3,4,1,210,1,0,0,0,0,0,0,0,0,345,4,349,545,64.0366
0704,HUIMANGUILLO,2,37,80,9,5,2,132,4,0,1,0,0,4,3,0,1,281,22,303,393,77.0992
0705,HUIMANGUILLO,2,27,102,13,11,4,217,2,3,1,0,0,7,1,1,0,391,26,417,578,72.1453
0705,HUIMANGUILLO,5,37,118,10,4,3,200,11,0,0,0,0,3,1,0,3,395,36,431,577,74.6967
0706,HUIMANGUILLO,8,66,146,8,10,3,145,17,3,1,0,4,0,1,0,0,413,34,449,697,64.4189
0706,HUIMANGUILLO,8,40,146,4,7,2,208,13,1,0,0,1,4,2,0,3,440,36,476,696,68.3908
0706,HUIMANGUILLO,3,45,125,9,16,4,145,19,0,0,0,1,2,0,0,5,374,15,389,696,55.8908
0706,HUIMANGUILLO,0,15,34,1,1,1,30,0,1,0,0,1,0,0,0,1,85,4,89,135,65.9259
0707,HUIMANGUILLO,8,83,162,8,17,1,223,3,2,2,2,2,8,3,0,2,529,21,550,719,76.4951
0707,HUIMANGUILLO,4,58,135,3,9,0,277,3,1,0,0,0,4,1,0,1,499,19,518,719,72.0445
0707,HUIMANGUILLO,5,40,159,7,6,1,268,13,0,1,0,0,6,2,0,3,511,21,532,718,74.0947
0708,HUIMANGUILLO,5,90,117,3,7,1,162,5,1,1,0,1,5,2,0,0,402,13,415,530,78.3018
0708,HUIMANGUILLO,5,61,94,6,6,0,202,6,5,0,0,0,10,0,0,0,397,16,413,530,77.9245
0708,HUIMANGUILLO,5,75,97,5,2,2,166,3,5,1,0,0,17,0,0,0,378,18,396,530,74.7169
0708,HUIMANGUILLO,2,40,78,0,3,0,122,1,0,0,0,0,4,0,0,0,250,7,257,307,83.7133
0709,HUIMANGUILLO,5,46,75,8,1,3,121,7,1,0,0,0,3,1,0,3,275,17,292,458,63.7554
