SECCION ELECTORAL,MUNICIPIO,PAN,PRI,PRD,PVEM,PT,MC,NVA_ALIANZA,MORENA,ES,PAN_PRD_MC,PAN_PRD,PAN_MC,PRD_MC,PT_MORENA,NUMERO DE VOTOS VALIDOS,NUMERO DE VOTOS NULOS,TOTAL DE VOTOS,LISTA NOMINAL,% PARTICIPACION CIUDADANA,CASILLA
112,CARDENAS,4,49,104,1,0,4,0,157,0,0,0,0,0,0,319,1,320,490,65.3061,CONTIGUA 01
113,CARDENAS,0,16,81,3,0,6,0,212,0,0,0,0,0,0,318,10,328,463,70.8423,BASICA
113,CARDENAS,0,13,76,0,2,4,0,202,0,0,0,0,0,0,297,17,314,463,67.8185,CONTIGUA 01
114,CARDENAS,0,42,93,0,2,5,2,182,2,0,0,0,0,1,329,8,337,514,65.5642,BASICA
114,CARDENAS,2,30,114,1,3,6,5,161,1,5,0,0,2,0,330,18,348,513,67.8362,CONTIGUA 01
115,CARDENAS,2,18,80,0,3,8,1,150,1,2,1,0,0,1,267,23,290,432,67.1296,BASICA
115,CARDENAS,3,21,99,1,6,6,2,128,1,3,1,0,0,2,273,8,281,432,65.0462,CONTIGUA 01
116,CARDENAS,1,16,76,2,2,4,0,153,0,2,0,0,0,2,258,11,269,401,67.0822,BASICA
116,CARDENAS,0,31,67,3,6,4,0,140,1,0,0,0,0,0,252,9,261,400,65.25,CONTIGUA 01
117,CARDENAS,49,94,3,5,2,0,0,153,3,0,0,0,0,1,310,11,321,423,75.8865,BASICA
118,CARDENAS,1,31,71,5,3,10,2,187,3,0,1,0,2,1,317,14,331,475,69.6842,BASICA
118,CARDENAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,474,0,CONTIGUA 01
119,CARDENAS,4,24,122,2,4,11,2,294,4,0,1,0,3,3,474,23,497,696,71.408,BASICA
119,CARDENAS,0,65,185,1,2,6,3,68,0,1,1,0,1,0,333,0,333,447,74.4966,EXTRAORDINARIA 01
120,CARDENAS,2,35,98,5,6,11,2,277,2,0,0,0,1,1,440,16,456,637,71.5855,BASICA
120,CARDENAS,1,26,88,3,4,7,3,247,0,1,0,0,0,0,380,17,397,637,62.3233,CONTIGUA 01
121,CARDENAS,2,11,67,4,7,5,2,218,2,1,0,0,1,1,321,12,333,510,65.2941,BASICA
121,CARDENAS,0,7,62,7,5,2,2,224,3,2,0,1,0,2,317,15,332,509,65.2259,CONTIGUA 01
121,CARDENAS,3,16,81,3,5,7,3,178,2,2,0,0,1,1,302,20,322,509,63.2612,CONTIGUA 02
122,CARDENAS,0,28,102,0,7,4,2,221,1,3,0,1,0,3,372,26,398,610,65.2459,BASICA
122,CARDENAS,1,37,108,0,14,5,4,238,2,2,0,0,0,1,412,15,427,610,70,CONTIGUA 01
122,CARDENAS,3,27,111,0,11,3,1,247,0,2,1,0,1,1,408,10,418,609,68.6371,CONTIGUA 02
123,CARDENAS,1,17,100,3,2,2,0,252,2,2,1,0,0,0,382,12,394,569,69.2442,BASICA
123,CARDENAS,0,27,132,1,0,0,3,228,0,0,0,0,0,0,391,10,401,569,70.4745,CONTIGUA 01
124,CARDENAS,1,26,67,7,1,1,2,182,2,1,0,0,1,1,292,8,300,424,70.7547,BASICA
124,CARDENAS,2,30,155,5,4,2,1,184,1,1,0,1,1,1,388,15,403,546,73.8095,EXTRAORDINARIA 01
125,CARDENAS,0,41,108,8,5,3,3,266,3,1,0,0,2,0,440,21,461,706,65.2974,BASICA
125,CARDENAS,3,38,122,6,5,5,2,261,3,1,0,0,1,1,448,15,463,705,65.6737,CONTIGUA 01
126,CARDENAS,2,26,64,5,4,3,5,160,1,0,0,0,1,10,281,9,290,449,64.5879,BASICA
126,CARDENAS,4,24,78,5,4,9,3,173,4,0,9,0,3,2,318,12,330,449,73.4966,CONTIGUA 01
127,CARDENAS,4,24,118,1,6,6,0,193,1,1,0,0,0,0,354,13,367,572,64.1608,BASICA
127,CARDENAS,2,23,116,3,1,0,2,232,1,0,0,3,1,9,393,16,409,572,71.5034,CONTIGUA 01
128,CARDENAS,1,26,94,4,5,3,2,195,0,0,0,0,0,1,331,21,352,518,67.9536,BASICA
128,CARDENAS,1,22,76,1,3,4,2,206,1,0,0,0,1,3,320,17,337,517,65.1837,CONTIGUA 01
128,CARDENAS,1,26,54,0,3,0,3,108,1,0,0,0,0,0,196,0,196,277,70.7581,EXTRAORDINARIA 01
129,CARDENAS,1,30,143,3,3,11,2,168,0,1,2,0,0,0,364,13,377,512,73.6328,BASICA
129,CARDENAS,4,19,108,1,1,1,1,179,2,1,0,0,2,1,320,21,341,512,66.6015,CONTIGUA 01
129,CARDENAS,4,28,121,2,6,4,3,165,2,0,1,0,1,1,338,17,355,512,69.3359,CONTIGUA 02
130,CARDENAS,3,46,132,4,7,3,2,191,1,0,1,0,3,0,393,10,403,613,65.7422,BASICA
130,CARDENAS,3,36,113,2,3,4,2,223,2,2,0,0,0,2,392,1,393,613,64.1109,CONTIGUA 01
130,CARDENAS,0,48,116,0,6,3,2,222,5,0,0,0,0,1,403,19,422,613,68.8417,CONTIGUA 02
131,CARDENAS,0,16,108,1,10,1,1,206,0,0,0,0,2,0,345,18,363,532,68.233,BASICA
131,CARDENAS,2,16,97,1,3,4,0,196,2,1,0,0,0,4,326,13,339,532,63.7218,CONTIGUA 01
131,CARDENAS,1,19,118,3,3,4,2,162,1,1,0,0,1,2,317,2,319,531,60.0753,CONTIGUA 02
132,CARDENAS,4,23,93,0,9,7,3,265,1,2,1,0,4,2,414,10,424,599,70.7846,BASICA
132,CARDENAS,5,18,124,2,6,6,4,256,2,1,2,0,1,0,427,13,440,598,73.5785,CONTIGUA 01
132,CARDENAS,2,21,79,1,8,18,1,289,3,1,2,0,0,1,426,20,446,598,74.5819,CONTIGUA 02
133,CARDENAS,3,45,97,3,5,17,3,237,5,2,0,0,2,0,419,20,439,592,74.1554,BASICA
133,CARDENAS,0,31,98,1,4,16,1,255,3,1,0,0,0,0,410,16,426,591,72.0812,CONTIGUA 01
134,CARDENAS,3,14,117,4,6,7,1,199,3,0,0,1,1,0,356,21,377,607,62.1087,BASICA
134,CARDENAS,5,21,133,4,10,4,7,171,3,0,1,0,1,1,361,24,386,606,63.6963,CONTIGUA 01
134,CARDENAS,5,21,130,1,2,4,2,188,0,1,0,0,4,2,360,20,380,606,62.7062,CONTIGUA 02
135,CARDENAS,2,35,115,4,5,1,0,174,1,0,0,0,0,1,338,14,352,492,71.5447,BASICA
136,CARDENAS,0,31,94,8,9,3,2,174,7,1,1,0,2,1,333,22,355,562,63.1672,BASICA
136,CARDENAS,4,35,87,8,6,3,2,153,5,1,1,0,2,1,308,22,330,562,58.7188,CONTIGUA 01
137,CARDENAS,2,16,89,6,3,4,1,276,0,0,0,0,0,5,402,16,424,609,69.6223,BASICA
137,CARDENAS,6,24,80,4,3,0,2,278,1,0,0,0,0,3,401,11,412,608,67.7631,CONTIGUA 01
138,CARDENAS,2,18,76,3,6,2,1,201,1,1,0,0,0,1,312,15,327,513,63.7426,BASICA
138,CARDENAS,3,7,94,2,3,5,1,220,2,1,1,0,0,2,341,16,357,513,69.5906,CONTIGUA 01
138,CARDENAS,1,26,64,2,0,2,2,189,2,0,0,0,0,1,289,13,302,512,58.9843,CONTIGUA 02
139,CARDENAS,1,12,110,1,3,1,2,248,3,1,0,0,0,1,383,9,392,569,68.8927,BASICA
139,CARDENAS,1,12,88,3,0,2,4,257,0,0,2,0,0,0,369,10,379,569,66.608,CONTIGUA 01
139,CARDENAS,1,13,96,1,3,0,3,234,2,1,1,0,1,3,359,14,373,569,65.5536,CONTIGUA 02
140,CARDENAS,1,4,45,1,7,2,1,265,1,0,0,0,0,1,328,9,337,502,67.1314,BASICA
140,CARDENAS,2,12,86,0,10,4,2,207,2,1,1,0,0,1,328,13,341,469,72.7078,EXTRAORDINARIA 01
141,CARDENAS,2,11,106,6,3,4,0,258,1,1,1,0,0,0,393,15,408,615,66.3414,BASICA
141,CARDENAS,8,19,82,4,4,4,0,271,1,1,1,0,1,3,399,11,410,615,66.6666,CONTIGUA 01
142,CARDENAS,1,3,109,2,7,1,1,219,0,1,0,0,2,2,348,10,358,496,72.1774,BASICA
142,CARDENAS,1,10,78,2,9,1,4,210,3,1,0,0,0,0,319,25,344,495,69.4949,CONTIGUA 01
143,CARDENAS,0,12,112,5,4,4,1,223,0,3,0,0,0,0,364,9,373,502,74.3027,BASICA
143,CARDENAS,3,11,111,4,2,2,2,228,3,1,0,0,2,2,371,15,386,501,77.0459,CONTIGUA 01
143,CARDENAS,3,5,118,4,7,8,4,203,3,0,0,0,0,0,355,13,368,501,73.453,CONTIGUA 02
144,CARDENAS,3,16,20,2,5,5,3,336,3,2,0,0,1,4,400,19,419,686,61.0787,BASICA
144,CARDENAS,4,28,115,4,7,5,2,325,5,0,0,0,0,1,496,17,513,686,74.7813,CONTIGUA 01
144,CARDENAS,2,18,116,1,7,5,1,330,0,2,1,0,0,1,484,11,495,685,72.2627,CONTIGUA 02
145,CARDENAS,1,25,65,0,3,1,0,228,1,0,0,0,0,0,324,9,333,435,76.5517,BASICA
145,CARDENAS,4,27,106,8,10,3,1,155,0,1,0,0,2,1,318,18,336,519,64.7398,EXTRAORDINARIA 01
145,CARDENAS,4,33,96,5,4,4,1,207,1,1,0,0,0,0,356,20,376,518,72.5868,EXTRAORDINARIA 01 CONTIGUA 01
146,CARDENAS,3,32,119,2,5,5,1,216,2,2,1,0,0,2,390,19,409,627,65.2312,BASICA
146,CARDENAS,0,28,98,3,2,3,1,240,2,1,1,2,2,1,384,15,399,627,63.6363,CONTIGUA 01
146,CARDENAS,0,22,103,1,5,4,0,260,2,0,0,0,0,8,405,23,428,627,68.2615,CONTIGUA 02
147,CARDENAS,0,21,114,8,3,1,6,211,0,2,2,0,0,3,371,19,390,633,61.6113,BASICA
147,CARDENAS,1,11,113,6,5,1,2,234,0,0,1,0,1,1,376,15,391,633,61.7693,CONTIGUA 01
147,CARDENAS,1,10,115,7,4,3,2,239,1,4,1,3,4,5,399,19,418,633,66.0347,CONTIGUA 02
148,CARDENAS,0,24,57,3,3,4,0,330,5,0,0,0,1,1,428,13,441,738,59.756,BASICA
148,CARDENAS,1,19,140,7,11,4,1,282,3,0,1,0,2,1,472,28,500,737,67.8426,CONTIGUA 01
148,CARDENAS,0,14,163,1,11,7,1,305,1,0,0,0,0,0,503,20,523,737,70.9633,CONTIGUA 02
149,CARDENAS,0,19,80,4,8,2,2,322,2,3,2,0,2,0,446,13,459,676,67.8994,BASICA
149,CARDENAS,2,17,93,0,9,2,6,255,0,0,0,0,0,1,385,24,409,675,60.5925,CONTIGUA 01
150,CARDENAS,1,28,35,3,6,3,1,209,3,0,0,0,0,1,290,18,308,535,57.57,BASICA
150,CARDENAS,5,15,38,3,4,8,0,215,1,0,0,0,0,3,292,16,308,535,57.57,CONTIGUA 01
151,CARDENAS,0,7,36,4,1,0,2,204,3,0,1,0,0,1,259,15,274,451,60.7538,BASICA
151,CARDENAS,1,12,42,6,16,2,7,162,5,1,0,0,0,3,257,14,271,451,60.0886,CONTIGUA 01
151,CARDENAS,0,3,113,1,6,3,2,189,1,0,1,0,0,0,319,0,323,493,65.5172,EXTRAORDINARIA 01
151,CARDENAS,0,12,35,0,1,4,2,78,1,0,0,0,0,1,134,10,145,257,56.4202,EXTRAORDINARIA 02
152,CARDENAS,0,10,83,6,4,0,2,261,4,0,0,0,0,4,374,17,391,608,64.3092,BASICA
152,CARDENAS,1,13,84,3,3,5,1,226,3,1,0,0,0,0,340,20,360,608,59.2105,CONTIGUA 01
152,CARDENAS,1,5,101,4,5,3,3,246,1,0,0,0,0,1,370,14,384,607,63.2619,CONTIGUA 02
152,CARDENAS,2,8,89,11,4,7,3,219,4,0,0,0,0,3,350,0,350,607,57.6606,CONTIGUA 03
153,CARDENAS,0,12,81,0,1,2,2,195,3,0,0,0,0,2,298,10,308,573,53.7521,BASICA
154,CARDENAS,0,31,64,3,4,1,0,238,4,0,0,0,0,10,355,12,367,566,64.8409,BASICA
154,CARDENAS,4,53,73,0,3,4,0,229,4,0,0,0,1,3,374,17,391,566,69.0812,CONTIGUA 01
154,CARDENAS,3,28,56,2,7,4,3,228,3,0,0,0,2,9,345,11,358,565,63.3628,CONTIGUA 02
154,CARDENAS,0,32,72,3,3,2,2,203,1,1,0,0,0,0,319,22,341,565,60.3539,CONTIGUA 03
155,CARDENAS,2,49,78,6,2,4,6,249,0,5,0,0,0,0,401,13,414,646,64.0866,BASICA
155,CARDENAS,4,39,91,2,2,6,3,247,4,2,0,0,0,4,404,12,417,646,64.551,CONTIGUA 01
155,CARDENAS,2,42,94,6,5,7,0,251,2,2,1,0,0,0,412,18,430,645,66.6666,CONTIGUA 02
155,CARDENAS,3,45,128,4,6,4,4,231,3,1,0,0,0,3,432,16,451,645,69.9224,CONTIGUA 03
156,CARDENAS,1,42,50,4,4,3,5,220,3,1,0,0,1,1,335,28,363,511,71.0371,BASICA
156,CARDENAS,4,46,67,1,4,6,1,223,3,2,0,0,1,1,359,12,371,511,72.6027,CONTIGUA 01
156,CARDENAS,2,36,75,5,6,4,3,185,3,1,0,0,1,1,322,26,348,511,68.1017,CONTIGUA 02
157,CARDENAS,0,11,85,4,3,5,0,303,5,0,0,0,1,2,419,23,443,610,72.6229,BASICA
157,CARDENAS,2,5,123,14,7,4,0,294,5,1,0,0,0,2,457,16,475,610,77.8688,CONTIGUA 01
157,CARDENAS,1,14,111,9,2,5,0,310,5,0,1,0,0,2,460,6,466,609,76.5188,CONTIGUA 02
158,CARDENAS,4,10,57,2,3,1,2,261,0,0,0,0,0,4,344,6,350,450,77.7777,BASICA
158,CARDENAS,2,8,26,2,2,4,1,225,3,0,0,0,0,1,274,5,279,449,62.138,CONTIGUA 01
159,CARDENAS,3,7,68,0,4,4,0,333,2,0,0,0,0,0,421,12,433,632,68.5126,BASICA
159,CARDENAS,2,6,65,7,6,1,0,316,1,0,0,0,0,1,405,13,418,631,66.244,CONTIGUA 01
160,CARDENAS,0,20,42,8,5,7,2,213,3,1,0,0,0,3,304,8,312,468,66.6666,BASICA
160,CARDENAS,0,15,47,4,1,1,1,230,3,0,0,0,0,0,302,10,312,468,66.6666,CONTIGUA 01
160,CARDENAS,1,6,125,10,17,7,0,217,2,0,0,0,1,2,388,14,402,679,59.2047,EXTRAORDINARIA 01
161,CARDENAS,1,4,93,7,6,2,0,284,3,0,0,0,1,2,403,18,421,585,71.9658,BASICA
161,CARDENAS,3,11,100,7,8,3,1,265,6,1,0,0,0,1,406,0,406,584,69.5205,CONTIGUA 01
162,CARDENAS,2,15,115,6,5,5,0,262,10,0,1,0,0,1,422,22,444,680,65.2941,BASICA
162,CARDENAS,6,9,115,11,7,7,2,252,5,0,1,0,2,2,419,18,437,680,64.2647,CONTIGUA 01
162,CARDENAS,0,12,122,16,9,2,2,268,3,5,0,0,1,2,442,17,459,680,67.5,CONTIGUA 02
162,CARDENAS,3,8,16,7,8,9,1,261,8,0,0,0,0,1,322,14,336,680,49.4117,CONTIGUA 03
162,CARDENAS,3,12,94,6,4,5,1,278,4,1,0,0,1,2,411,18,429,679,63.1811,CONTIGUA 04
163,CARDENAS,2,25,117,4,6,4,0,301,1,0,0,0,0,0,460,23,483,696,69.3965,BASICA
163,CARDENAS,1,17,125,5,7,3,0,306,0,0,0,0,0,0,464,25,489,696,70.2586,CONTIGUA 01
163,CARDENAS,1,16,127,3,2,5,1,298,0,0,0,0,0,0,453,22,475,695,68.3453,CONTIGUA 02
164,CARDENAS,5,7,192,2,4,5,2,227,2,8,3,0,1,3,461,20,481,654,73.5474,BASICA
164,CARDENAS,5,27,176,2,4,4,4,214,2,8,0,0,0,0,446,18,464,654,70.948,CONTIGUA 01
165,CARDENAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,661,0,BASICA
165,CARDENAS,0,29,97,7,7,3,3,251,5,0,1,0,1,3,407,22,429,660,65,CONTIGUA 01
165,CARDENAS,0,21,15,4,4,1,3,236,1,0,1,0,2,4,292,30,322,660,48.7878,CONTIGUA 02
166,CARDENAS,3,6,127,8,4,7,1,188,2,0,0,0,1,1,348,20,368,576,63.8888,BASICA
166,CARDENAS,1,8,131,2,8,8,2,184,3,1,1,1,1,1,352,14,366,575,63.6521,CONTIGUA 01
166,CARDENAS,6,4,84,7,7,1,1,240,2,0,0,0,0,2,354,10,364,575,63.3043,CONTIGUA 02
167,CARDENAS,4,10,59,7,1,0,1,98,3,0,1,0,1,2,187,13,200,376,53.1914,BASICA
167,CARDENAS,5,8,77,4,3,1,2,108,1,0,0,0,1,2,212,12,224,375,59.7333,CONTIGUA 01
168,CENTLA,11,65,64,4,0,2,4,90,70,1,0,0,1,,322,14,336,466,72.103,BASICA
168,CENTLA,9,52,90,8,1,2,6,79,58,2,0,0,0,,315,14,329,465,70.7526,CONTIGUA 01
169,CENTLA,12,52,104,4,1,7,9,125,88,2,1,0,0,,405,21,430,637,67.5039,BASICA
169,CENTLA,11,63,104,8,3,11,7,132,53,1,0,0,0,,399,22,421,637,66.091,CONTIGUA 01
169,CENTLA,7,31,105,9,1,6,11,127,68,2,3,1,2,,383,13,396,637,62.1664,CONTIGUA 02
169,CENTLA,18,51,111,8,2,11,10,137,61,1,0,0,0,,410,0,410,637,64.3642,CONTIGUA 03
170,CENTLA,18,54,83,10,4,8,5,110,89,1,1,1,1,,392,20,412,583,70.6689,BASICA
170,CENTLA,16,79,102,12,3,9,1,110,66,1,0,0,0,,407,15,422,582,72.5085,CONTIGUA 01
171,CENTLA,7,52,125,3,3,7,4,106,78,3,0,0,1,,393,15,408,530,76.9811,BASICA
171,CENTLA,10,49,92,6,3,9,8,118,74,0,0,0,0,,372,12,384,529,72.5897,CONTIGUA 01
172,CENTLA,7,66,94,11,1,10,12,105,63,0,0,0,0,,377,13,390,514,75.8754,BASICA
173,CENTLA,9,48,120,8,2,4,3,72,117,0,0,0,0,,395,9,404,540,74.8148,BASICA
173,CENTLA,5,12,37,1,2,3,0,56,35,0,0,0,0,,151,2,153,,,ESPECIAL MR 01
174,CENTLA,38,43,129,12,4,6,8,102,98,2,0,0,2,,449,11,460,594,77.441,BASICA
175,CENTLA,16,37,85,6,7,4,5,96,73,1,1,0,1,,335,13,348,473,73.5729,BASICA
175,CENTLA,9,42,112,5,3,8,5,81,82,1,0,0,0,,349,10,359,473,75.8985,CONTIGUA 01
176,CENTLA,9,49,72,4,1,8,9,128,55,4,0,0,1,,341,12,353,518,68.1467,BASICA
176,CENTLA,10,48,86,13,4,7,9,104,4,4,0,0,0,,293,15,308,518,59.4594,CONTIGUA 01
176,CENTLA,8,68,56,11,3,6,3,112,58,1,1,0,1,,334,17,351,518,67.7606,CONTIGUA 02
177,CENTLA,19,62,97,9,5,6,11,133,50,3,1,0,0,,399,12,411,614,66.9381,BASICA
177,CENTLA,19,58,96,10,6,11,13,140,84,2,0,0,0,,447,11,458,614,74.5928,CONTIGUA 01
177,CENTLA,15,56,82,2,7,10,6,137,64,0,0,0,0,,387,17,404,614,65.798,CONTIGUA 02
178,CENTLA,5,54,66,1,1,5,4,89,47,3,0,0,0,,277,12,289,408,70.8333,BASICA
178,CENTLA,10,47,64,4,2,2,1,74,57,1,0,0,0,,271,11,282,408,69.1176,CONTIGUA 01
179,CENTLA,15,30,62,9,3,2,5,112,58,7,1,1,2,,310,25,338,519,65.1252,BASICA
179,CENTLA,15,30,72,9,3,2,5,112,58,7,1,1,1,,319,25,344,519,66.2813,CONTIGUA 01
179,CENTLA,13,34,82,16,4,8,2,91,71,4,1,1,1,,333,16,349,518,67.3745,CONTIGUA 02
180,CENTLA,13,52,116,4,4,12,11,149,100,7,0,0,0,,472,13,485,635,76.3779,BASICA
180,CENTLA,18,58,96,10,6,11,13,141,84,2,0,0,0,,447,11,458,634,72.2397,CONTIGUA 01
181,CENTLA,13,55,91,20,4,5,5,124,39,2,4,0,1,,371,18,389,575,67.6521,BASICA
181,CENTLA,17,68,96,8,6,6,9,116,48,4,0,0,0,,382,21,403,575,70.0869,CONTIGUA 01
181,CENTLA,12,52,95,10,2,12,7,121,60,5,1,0,0,,382,14,396,574,68.9895,CONTIGUA 02
182,CENTLA,4,42,113,5,8,7,19,190,27,0,0,0,0,,418,19,437,588,74.3197,BASICA
183,CENTLA,4,69,76,5,1,5,3,59,55,3,0,0,3,,285,22,307,417,73.6211,BASICA
183,CENTLA,7,66,69,4,2,4,8,58,68,3,1,0,0,,290,24,314,416,75.4807,CONTIGUA 01
184,CENTLA,3,58,132,11,4,1,3,99,57,1,1,0,0,,370,19,389,507,76.7258,BASICA
184,CENTLA,8,64,139,13,1,3,2,92,54,0,0,0,1,,381,16,397,506,78.4584,CONTIGUA 01
185,CENTLA,3,47,76,7,2,4,6,76,24,1,0,0,0,,249,21,270,349,77.3638,BASICA
186,CENTLA,6,33,77,10,9,6,11,60,23,12,0,0,0,,254,24,278,388,71.6494,BASICA
186,CENTLA,9,32,76,13,6,3,6,84,25,0,0,0,0,,257,28,285,387,73.6434,CONTIGUA 01
187,CENTLA,3,53,59,0,6,2,1,38,9,1,0,0,0,,174,14,188,267,70.4119,BASICA
188,CENTLA,2,27,30,10,1,0,0,38,14,0,0,0,0,,125,8,133,153,86.9281,BASICA
188,CENTLA,3,28,34,4,7,1,1,30,7,3,0,0,0,,118,3,121,144,84.0277,EXTRAORDINARIA 01
189,CENTLA,9,78,96,5,3,6,4,167,59,2,0,0,1,,432,20,453,659,68.7405,BASICA
189,CENTLA,7,99,102,2,9,3,2,158,60,2,0,0,0,,446,26,472,658,71.7325,CONTIGUA 01
190,CENTLA,4,70,72,1,1,2,5,102,23,0,1,0,2,,283,19,302,385,78.4415,BASICA
190,CENTLA,9,65,67,2,1,5,3,93,20,1,1,0,0,,267,7,274,384,71.3541,CONTIGUA 01
191,CENTLA,13,72,132,2,4,4,4,110,19,0,0,0,1,,364,16,380,508,74.8031,BASICA
192,CENTLA,11,62,138,7,6,6,2,160,34,2,1,1,0,,430,20,450,605,74.3801,BASICA
192,CENTLA,10,70,138,2,7,8,4,158,24,1,0,0,0,,424,21,445,605,73.5537,CONTIGUA 01
192,CENTLA,8,73,142,7,6,4,1,167,19,2,1,0,1,,431,12,443,604,73.3443,CONTIGUA 02
193,CENTLA,9,92,103,4,8,4,1,77,33,1,3,1,0,,336,20,356,515,69.1262,BASICA
194,CENTLA,14,38,137,6,8,17,2,162,62,2,1,0,0,,461,19,480,628,76.4331,BASICA
195,CENTLA,20,45,179,3,6,17,3,79,59,4,0,0,1,,419,15,434,554,78.3393,BASICA
196,CENTLA,10,27,92,0,5,4,5,182,42,1,0,0,0,,377,18,395,576,68.5763,BASICA
196,CENTLA,12,35,89,3,5,3,3,157,35,1,0,0,0,,348,29,383,576,66.493,CONTIGUA 01
196,CENTLA,9,44,81,7,7,7,1,159,37,7,1,0,0,,362,22,384,575,66.7826,CONTIGUA 02
196,CENTLA,7,29,106,7,9,10,2,182,35,1,0,0,0,,392,12,404,575,70.2608,CONTIGUA 03
197,CENTLA,7,35,86,3,10,9,8,142,53,0,0,0,0,,359,32,391,537,72.8119,BASICA
197,CENTLA,0,39,85,2,4,10,2,157,47,2,2,0,0,,351,22,373,537,69.4599,CONTIGUA 01
197,CENTLA,11,26,89,6,9,5,4,162,29,4,11,0,0,,356,5,361,536,67.3507,CONTIGUA 02
198,CENTLA,4,70,131,7,6,11,2,168,97,0,0,0,0,,496,53,549,729,75.3086,BASICA
198,CENTLA,10,84,131,8,9,9,5,154,67,2,0,0,1,,480,35,515,728,70.7417,CONTIGUA 01
199,CENTLA,8,31,93,9,2,7,3,98,44,0,0,0,0,,296,7,303,409,74.0831,BASICA
199,CENTLA,12,44,72,11,5,11,3,124,27,0,0,0,0,,312,5,317,408,77.696,CONTIGUA 01
200,CENTLA,11,44,96,3,3,11,0,162,66,0,1,0,0,,397,16,413,558,74.0143,BASICA
200,CENTLA,6,46,84,2,3,12,1,158,77,0,0,0,1,,390,14,405,558,72.5806,CONTIGUA 01
200,CENTLA,7,43,88,4,4,9,4,158,67,1,0,1,1,,387,16,403,557,72.3518,CONTIGUA 02
201,CENTLA,5,25,82,5,11,12,6,159,59,1,4,0,3,,376,23,399,551,72.4137,BASICA
201,CENTLA,5,23,82,7,8,9,1,142,70,5,0,0,0,,355,30,385,550,70,CONTIGUA 01
201,CENTLA,6,46,76,7,9,9,2,154,0,0,1,0,1,,314,12,326,550,59.2727,CONTIGUA 02
202,CENTLA,5,37,69,5,10,5,0,206,53,1,0,0,2,,395,29,424,587,72.2316,BASICA
202,CENTLA,2,31,66,2,8,6,1,221,43,0,0,0,0,,381,29,410,587,69.8466,CONTIGUA 01
202,CENTLA,0,53,91,1,9,4,2,205,47,4,1,0,0,,417,35,452,587,77.0017,CONTIGUA 02
203,CENTLA,4,41,92,2,9,18,5,193,104,4,1,0,0,,475,23,498,699,71.2446,BASICA
203,CENTLA,10,46,72,4,7,22,2,258,66,0,0,0,0,,487,29,516,699,73.8197,CONTIGUA 01
203,CENTLA,8,73,96,4,4,30,8,190,66,1,0,0,0,,483,19,502,699,71.8168,CONTIGUA 02
204,CENTLA,7,35,91,12,4,9,7,165,112,0,0,0,0,,444,24,468,608,76.9736,BASICA
204,CENTLA,10,1,98,12,0,12,0,131,119,1,1,0,1,,386,0,386,608,63.4868,CONTIGUA 01
204,CENTLA,6,42,101,13,4,9,7,155,109,1,1,0,0,,448,16,464,608,76.3157,CONTIGUA 02
204,CENTLA,9,42,87,14,7,7,7,132,113,1,0,0,0,,421,0,421,608,69.2434,CONTIGUA 03
205,CENTLA,22,63,105,6,3,10,13,185,55,2,0,0,0,,464,22,486,626,77.6357,BASICA
205,CENTLA,9,62,105,12,1,18,2,202,45,1,0,0,1,,458,19,477,626,76.198,CONTIGUA 01
206,CENTLA,6,41,121,8,2,13,3,135,75,1,0,0,1,,407,18,425,535,79.4392,BASICA
206,CENTLA,3,46,106,11,4,10,6,137,81,2,0,0,0,,410,16,426,534,79.7752,CONTIGUA 01
206,CENTLA,12,44,130,6,4,16,7,140,46,3,0,0,1,,409,15,424,534,79.4007,CONTIGUA 02
207,CENTLA,11,53,139,5,2,9,4,244,116,1,0,0,0,,585,16,601,731,82.2161,BASICA
207,CENTLA,11,54,148,6,6,18,11,221,71,1,1,0,0,,553,15,568,731,77.7017,CONTIGUA 01
208,CENTLA,16,28,129,6,5,14,4,156,91,4,0,0,1,,457,13,470,588,79.9319,BASICA
208,CENTLA,16,26,142,6,2,12,3,156,90,0,0,0,0,,456,14,470,587,80.0681,CONTIGUA 01
209,CENTLA,7,35,102,6,3,11,1,281,49,0,0,0,1,,496,21,517,681,75.9177,BASICA
209,CENTLA,5,35,112,7,4,15,2,270,49,0,0,0,0,,499,10,509,680,74.8529,CONTIGUA 01
209,CENTLA,6,55,106,7,2,12,6,284,41,0,0,0,0,,519,16,535,680,78.6764,CONTIGUA 02
210,CENTLA,12,89,114,8,6,11,5,219,49,1,0,0,1,,518,19,537,716,75,BASICA
210,CENTLA,8,51,131,6,4,13,0,263,39,0,4,0,0,,521,21,542,716,75.6983,CONTIGUA 01
210,CENTLA,15,68,142,10,5,6,2,233,24,3,0,0,0,,511,23,534,716,74.581,CONTIGUA 02
211,CENTLA,11,47,108,10,3,7,6,200,43,1,0,0,0,,441,13,454,588,77.2108,BASICA
211,CENTLA,15,52,97,12,6,15,4,197,48,1,0,0,0,,448,18,466,588,79.2517,CONTIGUA 01
211,CENTLA,10,45,94,12,8,17,3,227,35,0,2,0,0,,456,23,479,588,81.4625,CONTIGUA 02
212,CENTLA,9,53,121,5,7,9,7,192,45,0,0,0,0,,450,24,474,627,75.598,BASICA
