SECCION ELECTORAL,MUNICIPIO,EXTRA DATA,TOTAL DE VOTOS,LISTA NOMINAL,CASILLA,DISTRITO F,DISTRITO L
1172,PUEBLA,2,,,,,
1173,PUEBLA,2,,,,,
1174,PUEBLA,2,,,,,
1175,PUEBLA,2,,,,,
1176,PUEBLA,2,,,,,
1177,PUEBLA,2,,,,,
1178,PUEBLA,2,,,,,
1179,PUEBLA,2,,,,,
1180,PUEBLA,2,,,,,
1181,PUEBLA,2,,,,,
1182,PUEBLA,2,,,,,
1183,PUEBLA,2,,,,,
1184,PUEBLA,2,,,,,
1185,PUEBLA,2,,,,,
1186,PUEBLA,2,,,,,
1187,PUEBLA,2,,,,,
1188,PUEBLA,2,,,,,
1189,PUEBLA,2,,,,,
1190,PUEBLA,2,,,,,
1191,PUEBLA,2,,,,,
1192,PUEBLA,2,,,,,
1193,PUEBLA,2,,,,,
1194,PUEBLA,2,,,,,
1195,PUEBLA,2,,,,,
1196,PUEBLA,2,,,,,
1197,PUEBLA,2,,,,,
1198,PUEBLA,2,,,,,
1199,PUEBLA,2,,,,,
1200,PUEBLA,2,,,,,
1201,PUEBLA,2,,,,,
1202,PUEBLA,2,,,,,
1203,PUEBLA,2,,,,,
1204,PUEBLA,2,,,,,
1205,PUEBLA,2,,,,,
1206,PUEBLA,2,,,,,
1207,PUEBLA,2,,,,,
1208,PUEBLA,2,,,,,
1209,PUEBLA,2,,,,,
1210,PUEBLA,2,,,,,
1211,PUEBLA,2,,,,,
1212,PUEBLA,2,,,,,
1213,PUEBLA,2,,,,,
1214,PUEBLA,2,,,,,
1215,PUEBLA,2,,,,,
1216,PUEBLA,2,,,,,
1217,PUEBLA,2,,,,,
1218,PUEBLA,2,,,,,
1219,PUEBLA,2,,,,,
1220,PUEBLA,2,,,,,
1221,PUEBLA,2,,,,,
1222,PUEBLA,2,,,,,
1223,PUEBLA,2,,,,,
1224,PUEBLA,2,,,,,
1225,PUEBLA,2,,,,,
1226,PUEBLA,2,,,,,
1227,PUEBLA,2,,,,,
1228,PUEBLA,2,,,,,
1229,PUEBLA,2,,,,,
1230,PUEBLA,2,,,,,
1231,PUEBLA,2,,,,,
1232,PUEBLA,2,,,,,
1233,PUEBLA,2,,,,,
1234,PUEBLA ( ELIMINADA ),2,,,,,
1235,PUEBLA,2,,,,,
1236,PUEBLA,2,,,,,
1237,PUEBLA,2,,,,,
1238,PUEBLA,2,,,,,
1239,PUEBLA,2,,,,,
1240,PUEBLA,2,,,,,
1241,PUEBLA,2,,,,,
1242,PUEBLA,2,,,,,
1243,PUEBLA,2,,,,,
1244,PUEBLA,2,,,,,
1245,PUEBLA,2,,,,,
1246,PUEBLA,2,,,,,
1247,PUEBLA ( ELIMINADA ),2,,,,,
1248,PUEBLA,2,,,,,
1249,PUEBLA,2,,,,,
1250,PUEBLA  ( ELIMINADA ),2,,,,,
1251,PUEBLA,2,,,,,
1252,PUEBLA,2,,,,,
1253,PUEBLA,2,,,,,
1254,PUEBLA,2,,,,,
1255,PUEBLA,2,,,,,
1256,PUEBLA,2,,,,,
1257,PUEBLA,2,,,,,
1258,PUEBLA,2,,,,,
1259,PUEBLA,2,,,,,
1260,PUEBLA,2,,,,,
1261,PUEBLA,2,,,,,
1262,PUEBLA,2,,,,,
1263,PUEBLA,2,,,,,
1264,PUEBLA,2,,,,,
1265,PUEBLA,2,,,,,
1266,PUEBLA,2,,,,,
1267,PUEBLA,2,,,,,
1268,PUEBLA,2,,,,,
1269,PUEBLA,2,,,,,
1270,PUEBLA,2,,,,,
1271,PUEBLA,2,,,,,
1272,PUEBLA,2,,,,,
1273,PUEBLA,2,,,,,
1274,PUEBLA,2,,,,,
1275,PUEBLA,2,,,,,
1276,PUEBLA,2,,,,,
1277,PUEBLA,2,,,,,
1278,PUEBLA,2,,,,,
1279,PUEBLA,2,,,,,
1280,PUEBLA,2,,,,,
1281,PUEBLA,2,,,,,
1282,PUEBLA,2,,,,,
1283,PUEBLA,2,,,,,
1284,PUEBLA,2,,,,,
1285,PUEBLA,2,,,,,
1286,PUEBLA,2,,,,,
1287,PUEBLA,2,,,,,
1288,PUEBLA,2,,,,,
1289,PUEBLA,2,,,,,
1290,PUEBLA,2,,,,,
1291,PUEBLA,2,,,,,
1292,PUEBLA,2,,,,,
1293,PUEBLA,2,,,,,
1294,PUEBLA,2,,,,,
1295,PUEBLA,2,,,,,
1296,PUEBLA,2,,,,,
1297,PUEBLA,2,,,,,
1298,PUEBLA,2,,,,,
1299,PUEBLA,2,,,,,
1300,PUEBLA,2,,,,,
1301,PUEBLA,2,,,,,
1302,PUEBLA,2,,,,,
1303,PUEBLA,2,,,,,
1304,PUEBLA,2,,,,,
1305,PUEBLA,2,,,,,
1306,PUEBLA,2,,,,,
1307,PUEBLA,2,,,,,
1308,PUEBLA,2,,,,,
1309,PUEBLA,2,,,,,
1310,PUEBLA,2,,,,,
1311,PUEBLA,2,,,,,
1312,PUEBLA,2,,,,,
1313,PUEBLA,2,,,,,
1314,PUEBLA,2,,,,,
1315,PUEBLA,2,,,,,
1316,PUEBLA,2,,,,,
1317,PUEBLA,2,,,,,
1318,PUEBLA,2,,,,,
1319,PUEBLA,2,,,,,
1320,PUEBLA,2,,,,,
1321,PUEBLA,2,,,,,
1322,PUEBLA,2,,,,,
1323,PUEBLA,2,,,,,
1324,PUEBLA,2,,,,,
1325,PUEBLA,2,,,,,
1326,PUEBLA,2,,,,,
1327,PUEBLA,2,,,,,
1328,PUEBLA,2,,,,,
1329,PUEBLA,2,,,,,
1330,PUEBLA,2,,,,,
1331,PUEBLA,2,,,,,
1332,PUEBLA,2,,,,,
1333,PUEBLA,2,,,,,
1334,PUEBLA,2,,,,,
1335,PUEBLA,2,,,,,
1336,PUEBLA,2,,,,,
1337,PUEBLA,2,,,,,
1338,PUEBLA,2,,,,,
1339,PUEBLA,2,,,,,
1340,PUEBLA,2,,,,,
1341,PUEBLA,2,,,,,
1342,PUEBLA,2,,,,,
1343,PUEBLA,2,,,,,
1344,PUEBLA,2,,,,,
1345,PUEBLA,2,,,,,
1346,PUEBLA,2,,,,,
1347,PUEBLA,2,,,,,
1348,PUEBLA,2,,,,,
1349,PUEBLA,2,,,,,
1350,PUEBLA,2,,,,,
1351,PUEBLA,2,,,,,
1352,PUEBLA,2,,,,,
1353,PUEBLA,2,,,,,
1354,PUEBLA,2,,,,,
1355,PUEBLA,2,,,,,
1356,PUEBLA,2,,,,,
1357,PUEBLA,2,,,,,
1358,PUEBLA,2,,,,,
1359,PUEBLA,2,,,,,
1360,PUEBLA,2,,,,,
1361,PUEBLA,2,,,,,
1362,PUEBLA,2,,,,,
1363,PUEBLA,2,,,,,
1364,PUEBLA,2,,,,,
1365,PUEBLA,2,,,,,
1366,PUEBLA,2,,,,,
1367,PUEBLA,2,,,,,
1368,PUEBLA,2,,,,,
1369,PUEBLA,2,,,,,
1370,PUEBLA,2,,,,,
1371,PUEBLA,2,,,,,
1372,PUEBLA,2,,,,,
1373,PUEBLA,2,,,,,
1374,PUEBLA,2,,,,,
1375,PUEBLA,2,,,,,
1376,PUEBLA,2,,,,,
1377,PUEBLA,2,,,,,
1378,PUEBLA,2,,,,,
1379,PUEBLA,2,,,,,
1380,PUEBLA,2,,,,,
1381,PUEBLA,2,,,,,
1382,PUEBLA,2,,,,,
1383,PUEBLA,2,,,,,
1384,PUEBLA,2,,,,,
1385,PUEBLA,2,,,,,
1386,PUEBLA,2,,,,,
1387,PUEBLA,2,,,,,
1388,PUEBLA,2,,,,,
1389,PUEBLA,2,,,,,
1390,PUEBLA,2,,,,,
1391,PUEBLA,2,,,,,
1392,PUEBLA,2,,,,,
1393,PUEBLA,2,,,,,
1394,PUEBLA,2,,,,,
1395,PUEBLA,2,,,,,
1396,PUEBLA,2,,,,,
1397,PUEBLA,2,,,,,
1398,PUEBLA,2,,,,,
1399,PUEBLA,2,,,,,
1400,PUEBLA,2,,,,,
1401,PUEBLA,2,,,,,
1402,PUEBLA,2,,,,,
1403,PUEBLA,2,,,,,
1404,PUEBLA,2,,,,,
1405,PUEBLA,2,,,,,
1406,PUEBLA,2,,,,,
1407,PUEBLA  ( ELIMINADA ),2,,,,,
1408,PUEBLA,2,,,,,
1409,PUEBLA,2,,,,,
1410,PUEBLA,2,,,,,
1411,PUEBLA,2,,,,,
1412,PUEBLA,2,,,,,
1413,PUEBLA,2,,,,,
1414,PUEBLA,2,,,,,
1415,PUEBLA,2,,,,,
1416,PUEBLA,2,,,,,
1417,PUEBLA,2,,,,,
1418,PUEBLA,2,,,,,
1419,PUEBLA,2,,,,,
1420,PUEBLA,2,,,,,
1421,PUEBLA,2,,,,,
1422,PUEBLA,2,,,,,
1423,PUEBLA,2,,,,,
1424,PUEBLA,2,,,,,
1425,PUEBLA,2,,,,,
1426,PUEBLA,2,,,,,
1427,PUEBLA,2,,,,,
1428,PUEBLA,2,,,,,
1429,PUEBLA,2,,,,,
1430,PUEBLA,2,,,,,
1431,PUEBLA,2,,,,,
1432,PUEBLA,2,,,,,
1433,PUEBLA,2,,,,,
1434,PUEBLA,2,,,,,
1435,PUEBLA,2,,,,,
1436,PUEBLA,2,,,,,
1437,PUEBLA,2,,,,,
1438,PUEBLA,2,,,,,
1439,PUEBLA,2,,,,,
1440,PUEBLA,2,,,,,
1441,PUEBLA,2,,,,,
1442,PUEBLA,2,,,,,
1443,PUEBLA,2,,,,,
1444,PUEBLA,2,,,,,
1445,PUEBLA,2,,,,,
1446,PUEBLA,2,,,,,
1447,PUEBLA,2,,,,,
1448,PUEBLA,2,,,,,
1449,PUEBLA,2,,,,,
1450,PUEBLA,2,,,,,
1451,PUEBLA,2,,,,,
1452,PUEBLA,2,,,,,
1453,PUEBLA,2,,,,,
1454,PUEBLA,2,,,,,
1455,PUEBLA,2,,,,,
1456,PUEBLA,2,,,,,
1457,PUEBLA,2,,,,,
1458,PUEBLA,2,,,,,
1459,PUEBLA,2,,,,,
1460,PUEBLA,2,,,,,
1461,PUEBLA,2,,,,,
1462,PUEBLA,2,,,,,
1463,PUEBLA,2,,,,,
1464,PUEBLA,2,,,,,
1465,PUEBLA,2,,,,,
1466,PUEBLA,2,,,,,
1467,PUEBLA,2,,,,,
1468,PUEBLA,2,,,,,
1469,PUEBLA,2,,,,,
1470,PUEBLA,2,,,,,
1471,PUEBLA,2,,,,,
1472,PUEBLA,2,,,,,
1473,PUEBLA,2,,,,,
1474,PUEBLA,2,,,,,
1475,PUEBLA,2,,,,,
1476,PUEBLA,2,,,,,
1477,PUEBLA,2,,,,,
1478,PUEBLA,2,,,,,
1479,PUEBLA,2,,,,,
1480,PUEBLA,2,,,,,
1481,PUEBLA,2,,,,,
1482,PUEBLA,2,,,,,
1483,PUEBLA,2,,,,,
1484,PUEBLA,2,,,,,
1485,PUEBLA,2,,,,,
1486,PUEBLA,2,,,,,
1487,PUEBLA,2,,,,,
1488,PUEBLA,2,,,,,
1489,PUEBLA,2,,,,,
1490,PUEBLA,2,,,,,
1491,PUEBLA,2,,,,,
1492,PUEBLA,2,,,,,
1493,PUEBLA,2,,,,,
1494,PUEBLA,2,,,,,
1495,PUEBLA,2,,,,,
1496,PUEBLA,2,,,,,
1497,PUEBLA,2,,,,,
1498,PUEBLA,2,,,,,
1499,PUEBLA,2,,,,,
1500,PUEBLA,2,,,,,
1501,PUEBLA,2,,,,,
1502,PUEBLA,2,,,,,
1503,PUEBLA,2,,,,,
1504,PUEBLA,2,,,,,
1505,PUEBLA,2,,,,,
2371,XICOTEPEC,3,,,,,
2372,XICOTEPEC,3,,,,,
2373,XICOTEPEC,3,,,,,
2374,XICOTEPEC,3,,,,,
2375,XICOTEPEC,3,,,,,
2376,XICOTEPEC,3,,,,,
2377,XICOTEPEC,3,,,,,
2378,XICOTEPEC,3,,,,,
2379,XICOTEPEC,3,,,,,
2380,XICOTEPEC,3,,,,,
2381,XICOTEPEC,3,,,,,
2382,XICOTEPEC,3,,,,,
2383,XICOTEPEC,3,,,,,
2384,XICOTEPEC,3,,,,,
2385,XICOTEPEC,3,,,,,
2386,XICOTEPEC,3,,,,,
2387,XICOTEPEC,3,,,,,
2388,XICOTEPEC,3,,,,,
2389,XICOTEPEC,3,,,,,
2390,XICOTEPEC,3,,,,,
2391,XICOTLAN,3,,,,,
2392,XICOTLAN,3,,,,,
2393,XIUTETELCO,3,,,,,
2394,XIUTETELCO,3,,,,,
2395,XIUTETELCO,3,,,,,
2396,XIUTETELCO,3,,,,,
2397,XIUTETELCO,3,,,,,
2398,XIUTETELCO,3,,,,,
2399,XIUTETELCO,3,,,,,
2400,XIUTETELCO,3,,,,,
2401,XIUTETELCO,3,,,,,
2402,XIUTETELCO,3,,,,,
2403,XIUTETELCO,3,,,,,
2404,XIUTETELCO,3,,,,,
2405,XOCHIAPULCO,3,,,,,
2406,XOCHIAPULCO,3,,,,,
2407,XOCHILTEPEC,3,,,,,
2408,XOCHILTEPEC,3,,,,,
2409,XOCHITLAN DE VICENTE SUAREZ,3,,,,,
2410,XOCHITLAN DE VICENTE SUAREZ,3,,,,,
2411,XOCHITLAN DE VICENTE SUAREZ,3,,,,,
2412,XOCHITLAN DE VICENTE SUAREZ,3,,,,,
2413,XOCHITLAN TODOS SANTOS,3,,,,,
2414,XOCHITLAN TODOS SANTOS,3,,,,,
2415,XOCHITLAN TODOS SANTOS,3,,,,,
2416,YAONAHUAC,3,,,,,
2417,YAONAHUAC,3,,,,,
2418,YAONAHUAC,3,,,,,
2419,YAONAHUAC,3,,,,,
2420,YEHUALTEPEC,3,,,,,
2421,YEHUALTEPEC,3,,,,,
2422,YEHUALTEPEC,3,,,,,
2423,YEHUALTEPEC,3,,,,,
2424,YEHUALTEPEC,3,,,,,
2425,YEHUALTEPEC,3,,,,,
2426,YEHUALTEPEC,3,,,,,
2427,YEHUALTEPEC,3,,,,,
2428,YEHUALTEPEC,3,,,,,
2429,ZACAPALA,3,,,,,
2430,ZACAPALA,3,,,,,
2431,ZACAPALA,3,,,,,
2432,ZACAPALA,3,,,,,
2433,ZACAPOAXTLA,3,,,,,
2434,ZACAPOAXTLA,3,,,,,
2435,ZACAPOAXTLA,3,,,,,
2436,ZACAPOAXTLA,3,,,,,
2437,ZACAPOAXTLA,3,,,,,
2438,ZACAPOAXTLA,3,,,,,
2439,ZACAPOAXTLA,3,,,,,
2440,ZACAPOAXTLA,3,,,,,
2441,ZACAPOAXTLA,3,,,,,
2442,ZACAPOAXTLA,3,,,,,
2443,ZACAPOAXTLA,3,,,,,
2444,ZACAPOAXTLA,3,,,,,
2445,ZACAPOAXTLA,3,,,,,
2446,ZACAPOAXTLA,3,,,,,
2447,ZACAPOAXTLA,3,,,,,
2448,ZACAPOAXTLA,3,,,,,
2449,ZACAPOAXTLA,3,,,,,
2450,ZACAPOAXTLA,3,,,,,
2451,ZACAPOAXTLA,3,,,,,
2452,ZACAPOAXTLA,3,,,,,
2453,ZACAPOAXTLA,3,,,,,
2454,ZACAPOAXTLA,3,,,,,
2455,ZACAPOAXTLA,3,,,,,
2456,ZACAPOAXTLA,3,,,,,
2457,ZACAPOAXTLA,3,,,,,
2458,ZACAPOAXTLA,3,,,,,
2459,ZACAPOAXTLA,3,,,,,
2460,ZACATLAN,3,,,,,
2461,ZACATLAN,3,,,,,
2462,ZACATLAN,3,,,,,
2463,ZACATLAN,3,,,,,
2464,ZACATLAN,3,,,,,
2465,ZACATLAN,3,,,,,
2466,ZACATLAN,3,,,,,
2467,ZACATLAN,3,,,,,
2468,ZACATLAN,3,,,,,
2469,ZACATLAN,3,,,,,
2470,ZACATLAN,3,,,,,
