SECCION ELECTORAL,MUNICIPIO,PAN,PRI,PRD,PVEM,PT,MC,MORENA,ES,PCPP,PSI,NAP,PES,RSP,FXM,CAND_IND_1,CAND_IND_2,TOTAL DE VOTOS,LISTA NOMINAL,CASILLA,DISTRITO F,DISTRITO L
535,FRANCISCO Z. MENA,116,51,3,40,3,48,87,0,1,0,0,14,0,28,0,0,409,586,B,1,1
535,FRANCISCO Z. MENA,115,30,3,48,3,29,102,0,0,0,2,23,0,22,0,0,384,586,C,1,1
535,FRANCISCO Z. MENA,115,45,6,40,1,45,107,0,0,0,3,16,0,31,0,0,415,586,C,1,1
535,FRANCISCO Z. MENA,142,40,7,55,3,44,87,0,0,0,0,19,0,22,0,0,431,585,C,1,1
536,FRANCISCO Z. MENA,141,54,3,36,2,33,91,0,0,0,1,28,0,33,0,0,431,595,B,1,1
536,FRANCISCO Z. MENA,143,29,2,47,0,34,83,0,0,0,0,20,0,23,0,0,395,595,C,1,1
536,FRANCISCO Z. MENA,159,53,2,26,0,30,90,0,0,0,2,27,0,19,0,0,413,594,C,1,1
537,FRANCISCO Z. MENA,84,14,6,17,1,13,93,0,0,0,0,11,0,33,0,0,283,398,B,1,1
537,FRANCISCO Z. MENA,79,25,3,18,2,5,70,0,1,0,1,13,0,45,0,0,265,397,C,1,1
537,FRANCISCO Z. MENA,164,20,5,30,4,25,103,0,0,0,2,66,0,42,0,0,472,694,E,1,1
538,FRANCISCO Z. MENA,178,52,3,20,5,20,136,0,0,0,0,42,0,29,0,0,504,693,B,1,1
538,FRANCISCO Z. MENA,133,27,3,37,1,20,144,0,0,0,0,21,0,5,0,0,401,584,E,1,1
538,FRANCISCO Z. MENA,114,35,2,44,1,14,126,0,1,0,1,34,0,7,0,0,384,583,E,1,1
539,FRANCISCO Z. MENA,100,12,4,34,2,20,81,0,0,0,1,23,0,34,0,0,319,421,B,1,1
539,FRANCISCO Z. MENA,90,19,3,38,3,17,62,0,2,0,1,30,0,40,0,0,315,420,C,1,1
540,FRANCISCO Z. MENA,88,16,2,5,1,75,12,0,2,0,1,15,0,8,0,0,236,276,B,1,1
540,FRANCISCO Z. MENA,117,58,4,11,3,54,91,0,0,0,2,22,0,48,0,0,414,578,E,1,1
541,FRANCISCO Z. MENA,146,34,5,76,3,3,31,0,0,0,4,24,0,34,0,0,373,516,B,1,1
541,FRANCISCO Z. MENA,134,34,4,50,2,5,38,0,0,0,3,29,0,37,0,0,349,516,C,1,1
541,FRANCISCO Z. MENA,114,38,4,62,1,7,27,0,0,0,2,33,0,37,0,0,334,516,C,1,1
542,FRANCISCO Z. MENA,123,31,6,37,9,32,79,0,2,0,1,47,0,63,0,0,441,698,B,1,1
542,FRANCISCO Z. MENA,130,52,6,23,5,38,67,0,0,0,1,71,0,60,0,0,468,698,C,1,1
543,FRANCISCO Z. MENA,152,53,3,51,1,6,13,0,1,0,2,3,0,4,0,0,293,384,B,1,1
543,FRANCISCO Z. MENA,162,59,0,72,0,5,23,0,0,0,1,3,0,4,0,0,331,384,C,1,1
502,HONEY,225,64,0,86,0,1,18,0,0,0,0,0,0,0,0,0,406,597,B,1,1
502,HONEY,207,90,1,75,0,1,17,0,1,1,1,0,0,0,0,0,411,597,C,1,1
502,HONEY,192,79,0,107,0,1,9,0,0,1,2,0,0,0,0,0,404,597,C,1,1
503,HONEY,77,175,1,197,1,0,16,0,0,2,5,0,0,0,0,0,500,665,B,1,1
503,HONEY,53,198,3,205,2,1,5,0,0,0,4,0,0,0,0,0,496,665,C,1,1
504,HONEY,25,228,2,233,2,0,2,0,0,0,1,0,0,0,0,0,501,608,B,1,1
504,HONEY,32,190,0,251,0,0,1,0,0,0,0,0,0,0,0,0,480,607,C,1,1
504,HONEY,80,169,0,130,1,0,2,0,1,0,0,0,0,0,0,0,394,512,E,1,1
504,HONEY,87,136,0,153,0,1,0,0,1,1,4,0,0,0,0,0,391,512,E,1,1
764,JALPAN,0,80,0,3,97,1,0,0,0,4,1,48,25,0,0,0,269,360,B,1,1
764,JALPAN,5,112,0,10,63,4,0,0,1,55,0,140,66,0,0,0,481,724,E,1,1
764,JALPAN,2,108,0,3,64,4,0,0,2,63,1,135,59,0,0,0,462,723,E,1,1
765,JALPAN,2,77,2,2,27,1,0,0,0,39,1,103,57,0,0,0,322,469,B,1,1
765,JALPAN,0,81,0,3,37,2,0,0,0,33,1,94,72,0,0,0,344,469,C,1,1
765,JALPAN,4,131,1,11,15,2,0,0,4,67,3,81,70,0,0,0,413,661,E,1,1
765,JALPAN,0,140,0,4,11,5,0,0,4,63,1,100,59,0,0,0,408,661,E,1,1
766,JALPAN,0,63,2,7,66,3,0,0,0,22,2,57,36,0,0,0,274,390,B,1,1
766,JALPAN,0,96,0,6,12,0,0,0,0,2,2,112,31,0,0,0,273,333,E,1,1
767,JALPAN,2,210,0,3,19,4,0,0,0,98,0,55,34,0,0,0,436,617,B,1,1
767,JALPAN,7,187,1,2,16,3,0,0,1,98,1,58,43,0,0,0,425,617,C,1,1
767,JALPAN,4,171,0,4,19,2,0,0,1,84,0,92,34,0,0,0,429,616,C,1,1
768,JALPAN,0,55,0,11,16,1,0,0,0,79,0,188,53,0,0,0,414,577,B,1,1
768,JALPAN,2,37,0,6,27,1,0,0,1,102,2,194,43,0,0,0,429,577,C,1,1
768,JALPAN,1,39,0,6,14,4,0,0,1,95,1,175,61,0,0,0,411,576,C,1,1
768,JALPAN,6,64,3,7,6,1,0,0,0,120,0,144,61,0,0,0,423,576,C,1,1
769,JALPAN,6,108,1,16,19,3,0,0,0,77,1,113,49,0,0,0,407,602,B,1,1
830,NAUPAN,125,152,8,0,10,5,204,0,0,0,1,6,0,0,0,0,527,651,B,1,1
830,NAUPAN,95,205,24,2,5,7,191,0,0,0,5,6,0,0,0,0,547,650,C,1,1
831,NAUPAN,111,283,10,1,17,4,134,0,0,0,3,9,0,0,0,0,589,716,B,1,1
831,NAUPAN,89,285,9,0,16,2,139,0,0,0,1,8,0,0,0,0,577,716,C,1,1
831,NAUPAN,18,116,4,1,0,1,83,0,0,0,1,5,0,0,0,0,243,293,E,1,1
832,NAUPAN,40,83,115,2,12,23,125,0,0,0,11,1,0,0,0,0,434,549,B,1,1
832,NAUPAN,51,89,135,3,22,8,119,0,0,0,21,6,0,0,0,0,464,549,C,1,1
832,NAUPAN,19,247,7,2,3,4,125,0,0,0,2,2,0,0,0,0,435,580,E,1,1
833,NAUPAN,142,55,12,0,22,3,135,0,0,0,3,10,0,0,0,0,403,488,B,1,1
833,NAUPAN,134,59,17,2,27,4,137,0,0,0,6,6,0,0,0,0,409,487,C,1,1
834,NAUPAN,145,73,4,0,14,4,48,0,0,0,1,1,0,0,0,0,298,382,B,1,1
834,NAUPAN,160,59,2,2,14,1,33,0,0,0,5,4,0,0,0,0,293,382,C,1,1
834,NAUPAN,181,80,4,0,17,3,157,0,0,0,2,9,0,0,0,0,472,565,E,1,1
883,PAHUATLAN,37,29,38,11,1,7,13,0,0,0,1,10,0,5,270,0,434,630,B,1,1
883,PAHUATLAN,31,27,48,18,4,8,30,0,0,0,7,12,0,9,234,0,445,629,C,1,1
884,PAHUATLAN,62,19,54,45,0,4,19,0,0,0,1,20,0,1,237,0,476,623,B,1,1
884,PAHUATLAN,29,19,41,62,2,6,34,0,0,0,3,23,0,11,232,0,481,622,C,1,1
885,PAHUATLAN,40,11,32,19,0,8,7,0,0,0,0,18,0,2,160,0,309,421,B,1,1
885,PAHUATLAN,29,10,34,23,3,7,20,0,0,0,0,21,0,2,163,0,323,420,C,1,1
886,PAHUATLAN,17,5,10,4,0,4,5,0,0,0,4,13,0,13,35,0,111,164,B,1,1
886,PAHUATLAN,20,5,6,9,3,23,7,0,0,0,5,41,0,3,18,0,142,201,E,1,1
887,PAHUATLAN,114,7,41,16,3,11,12,0,0,0,8,34,0,4,146,0,419,541,B,1,1
887,PAHUATLAN,55,6,49,13,9,65,4,0,0,0,5,51,0,4,134,0,418,581,E,1,1
888,PAHUATLAN,59,8,44,15,4,133,4,0,0,0,4,31,0,14,133,0,479,660,B,1,1
889,PAHUATLAN,51,10,26,7,2,24,7,0,0,0,0,98,0,7,88,0,332,469,B,1,1
889,PAHUATLAN,46,9,27,8,1,12,7,0,0,0,1,112,0,8,73,0,320,469,C,1,1
889,PAHUATLAN,20,2,14,40,0,40,5,0,0,0,2,33,0,8,97,0,272,360,E,1,1
890,PAHUATLAN,32,15,31,34,4,139,2,0,0,0,8,27,0,1,120,0,426,637,B,1,1
890,PAHUATLAN,18,5,35,54,5,131,6,0,0,0,4,20,0,0,103,0,394,637,C,1,1
890,PAHUATLAN,25,9,30,33,2,128,9,0,0,0,3,34,0,4,113,0,413,637,C,1,1
890,PAHUATLAN,18,15,26,39,5,152,6,0,0,0,3,33,0,1,112,0,425,637,C,1,1
891,PAHUATLAN,10,23,40,83,0,64,9,0,0,0,7,36,0,4,144,0,433,615,B,1,1
892,PAHUATLAN,21,8,10,7,0,20,7,0,0,0,5,7,0,0,113,0,205,275,B,1,1
893,PAHUATLAN,27,4,65,15,3,127,24,0,0,0,3,127,0,7,89,0,520,748,B,1,1
893,PAHUATLAN,37,7,43,12,2,117,15,0,0,0,1,138,0,3,108,0,511,747,C,1,1
894,PAHUATLAN,23,8,55,9,4,35,1,0,0,0,6,112,0,4,29,0,306,417,B,1,1
894,PAHUATLAN,34,7,60,10,4,46,3,0,0,0,2,83,0,3,25,0,296,417,C,1,1
895,PAHUATLAN,39,11,9,20,3,7,8,0,0,0,1,10,0,3,73,0,204,304,B,1,1
896,PAHUATLAN,13,5,33,6,5,117,3,0,0,0,6,164,0,4,51,0,425,635,B,1,1
896,PAHUATLAN,22,2,33,14,3,109,7,0,0,0,1,149,0,6,51,0,416,634,C,1,1
896,PAHUATLAN,9,4,25,9,1,124,6,0,0,0,0,163,0,2,60,0,427,634,C,1,1
912,PANTEPEC,5,6,2,2,5,170,297,0,0,11,4,5,0,0,0,0,528,604,B,1,1
912,PANTEPEC,5,15,4,1,7,180,274,0,0,8,3,10,0,0,0,0,518,604,C,1,1
913,PANTEPEC,11,7,2,2,5,174,289,0,0,8,5,7,0,0,0,0,520,600,B,1,1
913,PANTEPEC,10,6,2,3,4,187,284,0,0,7,1,7,0,0,0,0,524,599,C,1,1
913,PANTEPEC,15,17,1,0,6,100,171,0,0,10,3,10,0,0,0,0,339,409,E,1,1
913,PANTEPEC,12,10,2,0,5,85,197,0,0,10,2,4,0,0,0,0,338,408,E,1,1
914,PANTEPEC,2,58,1,3,3,140,137,0,0,2,3,1,0,0,0,0,360,418,B,1,1
914,PANTEPEC,2,50,3,8,2,140,131,0,0,2,9,3,0,0,0,0,362,417,C,1,1
915,PANTEPEC,9,31,1,1,2,145,159,0,0,6,5,1,0,0,0,0,373,448,B,1,1
915,PANTEPEC,13,26,0,2,1,169,144,0,0,7,7,2,0,0,0,0,382,447,C,1,1
915,PANTEPEC,12,3,2,7,14,187,250,0,0,9,2,5,0,0,0,0,515,603,E,1,1
916,PANTEPEC,12,39,0,0,1,174,231,0,0,8,8,6,0,0,0,0,490,565,B,1,1
916,PANTEPEC,5,7,0,3,3,157,84,0,0,1,1,4,0,0,0,0,274,308,E,1,1
917,PANTEPEC,6,49,1,3,12,236,218,0,0,7,11,2,0,0,0,0,568,699,B,1,1
917,PANTEPEC,10,55,0,1,10,246,214,0,0,8,11,2,0,0,0,0,576,699,C,1,1
917,PANTEPEC,10,65,2,5,8,254,177,0,0,7,11,3,0,0,0,0,560,698,C,1,1
918,PANTEPEC,6,119,0,2,4,109,148,0,0,4,4,1,0,0,0,0,402,519,B,1,1
918,PANTEPEC,4,138,1,0,1,110,139,0,0,4,6,0,0,0,0,0,411,519,C,1,1
918,PANTEPEC,1,110,0,2,1,112,140,0,0,6,4,0,0,0,0,0,391,518,C,1,1
919,PANTEPEC,9,100,1,3,1,177,172,0,0,7,4,0,0,0,0,0,486,582,B,1,1
919,PANTEPEC,3,115,1,3,3,161,141,0,0,15,3,3,0,0,0,0,464,582,C,1,1
919,PANTEPEC,2,105,0,3,8,197,156,0,0,2,7,1,0,0,0,0,494,582,C,1,1
920,PANTEPEC,4,25,1,4,4,115,179,0,0,10,89,2,0,0,0,0,449,584,B,1,1
920,PANTEPEC,17,8,3,0,14,150,97,0,0,11,4,5,0,0,0,0,326,423,E,1,1
920,PANTEPEC,15,8,3,1,8,167,90,0,0,5,20,3,0,0,0,0,333,422,E,1,1
921,PANTEPEC,22,22,1,0,10,106,240,0,0,8,8,6,0,0,0,0,432,543,B,1,1
921,PANTEPEC,17,17,0,4,9,100,240,0,0,13,6,8,0,0,0,0,429,543,C,1,1
921,PANTEPEC,2,40,0,3,11,84,104,0,0,0,18,2,0,0,0,0,268,327,E,1,1
2209,TLACUILOTEPEC,2,283,5,1,110,1,72,0,1,2,0,1,0,0,0,0,487,634,B,1,1
2209,TLACUILOTEPEC,0,266,11,0,94,1,75,0,0,4,0,2,0,0,0,0,470,634,C,1,1
2209,TLACUILOTEPEC,2,253,1,2,116,1,85,0,0,3,0,4,0,0,0,0,489,633,C,1,1
2210,TLACUILOTEPEC,2,137,17,0,64,1,47,0,0,2,0,5,0,0,0,0,281,440,B,1,1
2210,TLACUILOTEPEC,0,147,13,3,78,0,33,0,1,4,0,0,0,0,0,0,286,440,C,1,1
2210,TLACUILOTEPEC,0,103,2,1,22,1,12,0,0,1,0,1,0,0,0,0,147,225,E,1,1
2211,TLACUILOTEPEC,0,217,4,0,220,2,2,0,0,2,0,3,0,0,0,0,464,640,B,1,1
2211,TLACUILOTEPEC,0,191,1,1,265,0,5,0,0,0,0,0,0,0,0,0,471,639,C,1,1
2212,TLACUILOTEPEC,1,157,1,1,81,1,7,0,0,0,0,2,0,0,0,0,253,341,B,1,1
2212,TLACUILOTEPEC,1,199,0,1,125,1,24,0,0,1,0,2,0,0,0,0,366,476,E,1,1
2212,TLACUILOTEPEC,1,176,1,3,123,0,30,0,0,2,0,1,0,0,0,0,350,475,E,1,1
2212,TLACUILOTEPEC,3,184,0,0,24,0,3,0,0,3,0,1,0,0,0,0,221,264,E,1,1
2213,TLACUILOTEPEC,3,141,19,0,153,2,44,0,0,3,0,6,0,0,0,0,386,574,B,1,1
2213,TLACUILOTEPEC,2,131,20,1,188,1,34,0,0,2,0,1,0,0,0,0,391,573,C,1,1
2214,TLACUILOTEPEC,1,345,3,2,120,0,10,0,0,0,0,2,0,0,0,0,501,686,B,1,1
2215,TLACUILOTEPEC,2,266,1,1,224,0,8,0,0,3,0,1,0,0,0,0,523,672,B,1,1
2215,TLACUILOTEPEC,4,250,3,1,224,0,10,0,0,0,0,0,0,0,0,0,505,672,C,1,1
2216,TLACUILOTEPEC,1,222,1,0,20,0,11,0,1,1,0,1,0,0,0,0,266,335,B,1,1
2216,TLACUILOTEPEC,1,217,0,3,20,0,19,0,1,1,0,2,0,0,0,0,276,396,E,1,1
2217,TLACUILOTEPEC,0,250,1,0,94,0,26,0,0,2,0,2,0,0,0,0,387,536,B,1,1
2217,TLACUILOTEPEC,1,260,2,2,106,2,27,0,0,1,0,2,0,0,0,0,420,536,C,1,1
2218,TLACUILOTEPEC,1,194,1,1,34,0,101,0,1,6,0,6,0,0,0,0,369,505,B,1,1
2218,TLACUILOTEPEC,1,220,1,2,54,3,93,0,0,0,0,0,0,0,0,0,376,504,C,1,1
2218,TLACUILOTEPEC,2,112,0,0,29,3,30,0,0,0,0,2,0,0,0,0,182,262,E,1,1
2295,TLAXCO,117,3,2,225,0,0,117,0,0,3,0,2,0,0,0,0,476,559,B,1,1
2295,TLAXCO,119,5,4,226,0,1,115,0,0,1,0,1,0,0,0,0,474,558,C,1,1
2296,TLAXCO,22,3,0,239,0,0,277,0,0,3,0,1,0,0,0,0,553,643,B,1,1
2296,TLAXCO,3,0,0,264,0,1,96,0,0,1,0,3,0,0,0,0,373,403,E,1,1
2297,TLAXCO,74,2,3,348,0,2,185,0,0,2,0,1,0,0,0,0,625,691,B,1,1
2297,TLAXCO,19,0,0,79,0,0,31,0,0,1,0,1,0,0,0,0,134,160,E,1,1
2297,TLAXCO,34,0,2,36,0,1,86,0,0,2,0,5,0,0,0,0,173,201,E,1,1
2298,TLAXCO,10,2,0,132,0,0,187,0,0,2,0,0,0,0,0,0,334,385,B,1,1
2298,TLAXCO,3,1,0,139,0,0,183,0,0,4,0,0,0,0,0,0,334,385,C,1,1
2333,VENUSTIANO CARRANZA,24,100,4,1,19,1,139,0,0,2,0,22,0,0,0,0,322,545,B,1,1
2333,VENUSTIANO CARRANZA,20,112,4,1,20,2,150,0,0,1,0,17,0,0,0,0,345,544,C,1,1
2333,VENUSTIANO CARRANZA,26,112,5,0,26,3,132,0,0,4,2,14,0,0,0,0,339,544,C,1,1
2334,VENUSTIANO CARRANZA,22,80,4,1,28,0,192,0,0,11,1,21,0,0,0,0,364,532,B,1,1
2334,VENUSTIANO CARRANZA,16,99,9,1,26,3,148,0,0,3,0,29,0,0,0,0,347,532,C,1,1
2335,VENUSTIANO CARRANZA,25,108,5,0,22,0,135,0,0,1,0,30,0,0,0,0,333,556,B,1,1
2335,VENUSTIANO CARRANZA,14,84,6,0,34,1,151,0,0,5,1,23,0,0,0,0,325,556,C,1,1
2336,VENUSTIANO CARRANZA,17,100,4,2,30,1,133,0,0,9,1,38,0,0,0,0,344,534,B,1,1
2336,VENUSTIANO CARRANZA,8,97,3,0,28,2,161,0,0,3,1,30,0,0,0,0,343,533,C,1,1
2337,VENUSTIANO CARRANZA,15,59,1,0,8,0,31,0,0,2,1,7,0,0,0,0,127,188,B,1,1
2338,VENUSTIANO CARRANZA,19,106,6,1,33,0,123,0,0,15,0,14,0,0,0,0,332,550,B,1,1
2338,VENUSTIANO CARRANZA,24,117,2,2,33,2,86,0,0,16,0,15,0,0,0,0,313,549,C,1,1
2339,VENUSTIANO CARRANZA,9,44,5,1,13,3,61,0,0,5,0,11,0,0,0,0,158,243,B,1,1
2339,VENUSTIANO CARRANZA,39,44,2,0,9,3,78,0,0,0,0,3,0,0,0,0,180,274,E,1,1
2340,VENUSTIANO CARRANZA,21,47,1,1,24,6,100,0,0,5,0,8,0,0,0,0,221,392,B,1,1
2340,VENUSTIANO CARRANZA,32,47,1,1,4,1,51,0,0,3,0,9,0,0,0,0,156,222,E,1,1
2341,VENUSTIANO CARRANZA,31,37,1,0,0,3,77,0,0,6,0,8,0,0,0,0,165,260,B,1,1
2342,VENUSTIANO CARRANZA,37,100,4,1,22,1,162,0,0,3,0,18,0,0,0,0,365,570,B,1,1
2342,VENUSTIANO CARRANZA,23,99,4,0,23,5,163,0,0,5,1,15,0,0,0,0,349,569,C,1,1
2342,VENUSTIANO CARRANZA,41,73,1,0,9,14,111,0,0,3,0,10,0,0,0,0,266,410,E,1,1
2342,VENUSTIANO CARRANZA,52,45,1,1,10,8,132,0,0,2,0,8,0,0,0,0,265,410,E,1,1
2342,VENUSTIANO CARRANZA,34,98,1,0,34,1,150,0,0,2,1,16,0,0,0,0,348,569,C,1,1
2343,VENUSTIANO CARRANZA,90,86,0,1,17,7,194,0,0,5,0,21,0,0,0,0,429,704,B,1,1
2343,VENUSTIANO CARRANZA,85,90,5,0,18,5,188,0,0,4,0,23,0,0,0,0,430,704,C,1,1
2343,VENUSTIANO CARRANZA,89,87,0,2,10,1,203,0,0,2,3,24,0,0,0,0,432,703,C,1,1
2344,VENUSTIANO CARRANZA,68,91,3,2,16,5,134,0,0,4,0,18,0,0,0,0,357,623,B,1,1
2344,VENUSTIANO CARRANZA,22,71,5,0,16,6,156,0,0,5,0,17,0,0,0,0,308,622,C,1,1
2344,VENUSTIANO CARRANZA,6,3,0,0,2,0,15,0,0,0,0,5,0,0,0,0,32,1000,S,1,1
2344,VENUSTIANO CARRANZA,89,68,3,2,19,4,133,0,0,3,0,20,0,0,0,0,354,622,C,1,1
2345,VENUSTIANO CARRANZA,100,82,2,0,15,6,196,0,0,3,0,11,0,0,0,0,430,732,B,1,1
2345,VENUSTIANO CARRANZA,90,92,1,0,13,4,169,0,0,5,0,8,0,0,0,0,401,732,C,1,1
2345,VENUSTIANO CARRANZA,36,64,0,5,27,5,84,0,0,10,0,43,0,0,0,0,291,520,E,1,1
2345,VENUSTIANO CARRANZA,28,83,0,1,34,3,127,0,0,7,1,31,0,0,0,0,324,519,E,1,1
2345,VENUSTIANO CARRANZA,103,78,1,0,20,1,174,0,0,4,2,22,0,0,0,0,423,731,C,1,1
2346,VENUSTIANO CARRANZA,59,94,5,1,18,2,152,0,0,2,1,26,0,0,0,0,369,576,B,1,1
2346,VENUSTIANO CARRANZA,61,87,2,1,16,13,149,0,0,5,0,19,0,0,0,0,365,576,C,1,1
2346,VENUSTIANO CARRANZA,50,89,3,0,12,2,148,0,0,10,1,26,0,0,0,0,352,575,C,1,1
2347,VENUSTIANO CARRANZA,49,42,0,2,12,5,85,0,0,2,0,30,0,0,0,0,237,437,B,1,1
2347,VENUSTIANO CARRANZA,34,51,3,1,16,6,73,0,0,7,0,46,0,0,0,0,252,437,C,1,1
2348,VENUSTIANO CARRANZA,33,40,3,3,8,4,98,0,0,3,0,39,0,0,0,0,241,415,B,1,1
2348,VENUSTIANO CARRANZA,43,53,2,2,13,3,78,0,0,1,1,41,0,0,0,0,245,415,C,1,1
2362,XICOTEPEC,30,71,4,7,5,1,76,0,0,6,4,0,0,0,126,0,344,582,B,1,1
2362,XICOTEPEC,20,68,0,3,8,1,78,0,0,3,3,0,0,0,115,0,315,581,C,1,1
2362,XICOTEPEC,23,74,1,4,5,6,51,0,0,6,9,0,0,0,109,0,314,581,C,1,1
2362,XICOTEPEC,18,94,1,7,4,3,72,0,0,7,4,0,0,0,117,0,343,581,C,1,1
2363,XICOTEPEC,22,90,7,9,9,7,55,0,0,7,5,0,0,0,173,0,404,695,B,1,1
2363,XICOTEPEC,14,81,2,9,6,4,60,0,0,5,6,0,0,0,174,0,380,695,C,1,1
2363,XICOTEPEC,11,97,3,5,8,2,74,0,0,10,4,0,0,0,157,0,386,694,C,1,1
2363,XICOTEPEC,26,86,2,3,4,6,52,0,0,5,1,0,0,0,126,0,324,694,C,1,1
2364,XICOTEPEC,19,88,4,4,4,5,62,0,0,9,4,0,0,0,127,0,346,607,B,1,1
2364,XICOTEPEC,21,89,1,7,5,2,58,0,0,3,2,0,0,0,150,0,357,607,C,1,1
2364,XICOTEPEC,25,109,4,5,3,2,45,0,0,5,1,0,0,0,120,0,337,606,C,1,1
2364,XICOTEPEC,10,115,0,8,6,0,61,0,0,6,3,0,0,0,140,0,356,606,C,1,1
2365,XICOTEPEC,17,120,3,3,5,3,56,0,0,7,1,0,0,0,125,0,348,542,B,1,1
2365,XICOTEPEC,29,106,1,2,4,3,49,0,0,1,3,0,0,0,114,0,323,542,C,1,1
2365,XICOTEPEC,16,128,6,2,5,0,63,0,0,3,2,0,0,0,123,0,357,542,C,1,1
2366,XICOTEPEC,23,108,4,6,5,3,42,0,0,1,2,0,0,0,151,0,360,602,B,1,1
2366,XICOTEPEC,26,103,2,10,6,2,43,0,0,9,1,0,0,0,156,0,371,601,C,1,1
2366,XICOTEPEC,23,96,5,9,9,3,60,0,0,6,2,0,0,0,152,0,384,601,C,1,1
2366,XICOTEPEC,26,86,2,3,4,6,52,0,0,6,1,0,0,0,127,0,324,601,C,1,1
2366,XICOTEPEC,20,101,0,0,3,3,60,0,0,11,0,0,0,0,115,0,326,601,C,1,1
2367,XICOTEPEC,19,115,4,5,7,4,69,0,0,7,2,0,0,0,158,0,409,693,B,1,1
2367,XICOTEPEC,22,112,4,4,7,0,75,0,0,5,1,0,0,0,157,0,404,693,C,1,1
2367,XICOTEPEC,26,117,0,7,0,5,72,0,0,5,3,0,0,0,156,0,404,693,C,1,1
2367,XICOTEPEC,21,131,1,4,6,3,81,0,0,12,4,0,0,0,164,0,438,692,C,1,1
2368,XICOTEPEC,17,103,3,3,2,1,49,0,0,6,1,0,0,0,99,0,296,447,B,1,1
2368,XICOTEPEC,23,121,1,3,5,2,45,0,0,8,2,0,0,0,77,0,290,447,C,1,1
2369,XICOTEPEC,22,91,6,4,3,4,54,0,0,5,3,0,0,0,145,0,346,527,B,1,1
2369,XICOTEPEC,16,92,0,16,4,6,61,0,0,6,2,0,0,0,118,0,331,527,C,1,1
2369,XICOTEPEC,14,110,2,6,6,2,59,0,0,3,2,0,0,0,110,0,326,527,C,1,1
2370,XICOTEPEC,11,113,6,1,4,7,41,0,0,3,4,0,0,0,145,0,343,584,B,1,1
2370,XICOTEPEC,19,99,0,1,7,2,61,0,0,7,0,0,0,0,152,0,360,584,C,1,1
2370,XICOTEPEC,13,118,0,6,6,1,52,0,0,3,2,0,0,0,166,0,382,583,C,1,1
2371,XICOTEPEC,19,118,3,2,5,0,66,0,0,3,1,0,0,0,114,0,338,521,B,1,1
2371,XICOTEPEC,14,112,4,1,2,3,56,0,0,3,2,0,0,0,125,0,328,521,C,1,1
2371,XICOTEPEC,19,126,2,6,1,4,56,0,0,4,0,0,0,0,120,0,345,521,C,1,1
2372,XICOTEPEC,34,136,4,3,9,3,63,0,0,4,2,0,0,0,152,0,429,645,B,1,1
2372,XICOTEPEC,27,122,4,6,5,4,51,0,0,7,0,0,0,0,164,0,402,645,C,1,1
2372,XICOTEPEC,2,42,0,0,1,0,17,0,0,0,0,0,0,0,29,0,94,1000,S,1,1
2372,XICOTEPEC,35,134,2,4,4,1,47,0,0,11,1,0,0,0,149,0,400,645,C,1,1
2372,XICOTEPEC,24,136,3,6,2,3,61,0,0,3,7,0,0,0,149,0,405,644,C,1,1
2372,XICOTEPEC,29,100,2,8,7,0,86,0,0,4,3,0,0,0,142,0,389,644,C,1,1
2373,XICOTEPEC,14,133,4,2,9,3,62,0,0,13,4,0,0,0,139,0,398,668,B,1,1
2373,XICOTEPEC,24,133,5,3,9,2,58,0,0,11,4,0,0,0,148,0,413,668,C,1,1
2373,XICOTEPEC,7,118,2,9,5,2,69,0,0,7,6,0,0,0,143,0,386,668,C,1,1
2373,XICOTEPEC,13,154,9,0,10,5,64,0,0,1,1,0,0,0,116,0,393,668,C,1,1
2373,XICOTEPEC,23,129,5,3,10,3,67,0,0,4,0,0,0,0,148,0,405,668,C,1,1
2374,XICOTEPEC,26,174,2,2,5,2,33,0,0,3,4,0,0,0,121,0,387,591,B,1,1
2374,XICOTEPEC,24,150,0,4,3,5,44,0,0,4,3,0,0,0,126,0,378,591,C,1,1
2375,XICOTEPEC,18,108,4,5,4,1,62,0,0,8,4,0,0,0,146,0,371,634,B,1,1
2375,XICOTEPEC,21,120,1,3,4,4,43,0,0,7,2,0,0,0,147,0,372,633,C,1,1
2375,XICOTEPEC,16,114,0,1,10,3,66,0,0,11,2,0,0,0,187,0,420,633,C,1,1
2376,XICOTEPEC,23,144,6,7,2,1,62,0,0,7,1,0,0,0,174,0,435,732,B,1,1
2376,XICOTEPEC,22,150,4,2,6,5,47,0,0,3,1,0,0,0,165,0,424,731,C,1,1
2376,XICOTEPEC,34,138,1,9,5,3,45,0,0,6,1,0,0,0,185,0,441,731,C,1,1
2376,XICOTEPEC,22,143,3,7,4,8,49,0,0,4,3,0,0,0,166,0,417,731,C,1,1
2376,XICOTEPEC,27,139,5,3,9,8,48,0,0,8,1,0,0,0,182,0,440,731,C,1,1
2377,XICOTEPEC,23,102,5,4,8,1,65,0,0,3,1,0,0,0,84,0,310,524,B,1,1
2377,XICOTEPEC,27,81,1,5,11,1,90,0,0,4,0,0,0,0,67,0,302,523,C,1,1
2377,XICOTEPEC,15,82,3,6,5,2,43,0,0,6,1,0,0,0,153,0,333,450,E,1,1
2377,XICOTEPEC,26,75,3,3,8,3,78,0,0,2,1,0,0,0,85,0,296,523,C,1,1
