SECCION ELECTORAL,MUNICIPIO,PAN,PRI,PRD,PVEM,PT,MC,MORENA,ES,PCPP,PSI,NAP,PES,RSP,FXM,CAND_IND_1,CAND_IND_2,TOTAL DE VOTOS,LISTA NOMINAL,CASILLA,DISTRITO F,DISTRITO L
2137,TEZIUTLAN,54,11,1,13,18,32,57,0,25,5,8,6,5,47,30,0,326,688,C,3,6
2137,TEZIUTLAN,81,12,3,8,15,42,55,0,18,6,16,4,6,45,18,0,342,688,C,3,6
2137,TEZIUTLAN,94,9,8,8,14,41,66,0,20,6,8,2,8,57,20,0,377,687,C,3,6
2138,TEZIUTLAN,73,7,1,8,18,27,72,0,27,4,7,14,5,43,34,0,345,660,B,3,6
2138,TEZIUTLAN,43,9,3,12,14,50,81,0,22,2,11,7,7,34,34,0,339,660,C,3,6
2139,TEZIUTLAN,83,4,3,5,8,53,64,0,55,8,13,1,6,45,20,0,374,659,B,3,6
2139,TEZIUTLAN,70,12,7,2,12,43,78,0,47,8,12,6,3,39,29,0,378,659,C,3,6
2139,TEZIUTLAN,69,11,1,7,16,60,57,0,37,7,7,5,3,59,14,0,361,658,C,3,6
2140,TEZIUTLAN,71,11,4,8,19,43,73,0,30,2,8,1,4,39,30,0,349,603,B,3,6
2140,TEZIUTLAN,42,15,2,13,18,51,74,0,18,2,5,1,10,63,21,0,343,602,C,3,6
2140,TEZIUTLAN,57,6,1,5,11,45,61,0,22,3,12,1,7,41,23,0,304,602,C,3,6
2141,TEZIUTLAN,32,10,1,5,7,39,49,0,20,6,16,19,6,23,22,0,261,461,B,3,6
2141,TEZIUTLAN,31,7,2,5,11,38,49,0,22,4,9,13,1,27,24,0,257,460,C,3,6
2142,TEZIUTLAN,58,12,2,7,14,68,70,0,31,2,13,1,6,48,30,0,366,645,B,3,6
2142,TEZIUTLAN,44,13,4,4,18,85,76,0,37,0,8,4,9,40,26,0,375,645,C,3,6
2142,TEZIUTLAN,17,2,0,3,7,16,37,0,19,1,2,1,3,7,13,0,132,1000,S,3,6
2142,TEZIUTLAN,41,12,2,5,15,71,61,0,44,2,7,3,2,42,27,0,368,644,C,3,6
2143,TEZIUTLAN,52,12,9,6,8,45,60,0,50,2,6,3,6,41,19,0,327,561,B,3,6
2144,TEZIUTLAN,37,5,1,9,8,42,45,0,24,1,5,2,5,22,20,0,230,390,B,3,6
2144,TEZIUTLAN,41,5,1,8,11,27,59,0,31,1,7,2,2,35,12,0,248,389,C,3,6
2145,TEZIUTLAN,23,10,0,6,3,29,35,0,26,0,14,5,1,24,22,0,202,324,B,3,6
2146,TEZIUTLAN,59,14,1,10,14,60,69,0,33,1,13,8,9,51,37,0,400,715,B,3,6
2146,TEZIUTLAN,72,8,2,9,12,49,78,0,40,5,11,2,13,53,26,0,393,714,C,3,6
2147,TEZIUTLAN,53,11,1,5,15,21,51,0,31,2,9,5,2,35,22,0,273,518,B,3,6
2147,TEZIUTLAN,40,5,2,13,10,35,49,0,24,5,10,8,2,44,21,0,277,518,C,3,6
2147,TEZIUTLAN,49,10,0,11,20,45,51,0,13,2,5,6,1,31,22,0,275,518,C,3,6
2148,TEZIUTLAN,45,8,2,6,7,27,52,0,24,3,14,2,3,37,26,0,264,493,B,3,6
2148,TEZIUTLAN,50,10,2,11,4,43,47,0,25,1,5,0,9,41,21,0,283,493,C,3,6
2149,TEZIUTLAN,52,11,1,16,19,60,74,0,34,0,15,4,7,37,36,0,372,715,B,3,6
2149,TEZIUTLAN,53,8,3,12,20,62,73,0,43,2,22,4,4,29,30,0,378,714,C,3,6
2150,TEZIUTLAN,49,6,3,7,17,32,62,0,22,7,17,1,5,35,25,0,293,529,B,3,6
2150,TEZIUTLAN,43,14,2,9,20,30,56,0,30,0,6,3,4,31,26,0,282,529,C,3,6
2150,TEZIUTLAN,37,7,2,9,21,46,61,0,24,5,6,2,6,39,27,0,301,528,C,3,6
2151,TEZIUTLAN,56,7,4,14,12,60,69,0,31,5,12,0,6,55,16,0,360,672,B,3,6
2151,TEZIUTLAN,67,10,8,20,27,43,50,0,42,2,9,6,17,69,16,0,400,671,C,3,6
2152,TEZIUTLAN,32,11,2,15,8,40,38,0,32,0,10,2,2,61,20,0,278,449,B,3,6
2153,TEZIUTLAN,49,8,3,13,7,44,58,0,23,5,9,4,8,50,22,0,311,570,B,3,6
2153,TEZIUTLAN,49,7,3,6,11,65,43,0,34,3,9,1,9,46,25,0,317,570,C,3,6
2154,TEZIUTLAN,81,16,2,4,12,48,80,0,28,3,5,1,3,27,30,0,349,621,B,3,6
2154,TEZIUTLAN,80,16,2,6,15,58,79,0,36,4,6,6,4,23,21,0,366,621,C,3,6
2154,TEZIUTLAN,59,13,6,11,17,47,67,0,20,1,10,4,2,40,28,0,336,621,C,3,6
2155,TEZIUTLAN,51,8,2,6,20,35,58,0,19,6,3,8,5,43,21,0,293,474,B,3,6
2155,TEZIUTLAN,52,5,2,3,8,41,50,0,16,1,1,2,3,51,29,0,274,474,C,3,6
2156,TEZIUTLAN,62,17,2,7,13,56,70,0,45,5,19,1,6,65,18,0,398,702,B,3,6
2156,TEZIUTLAN,44,12,2,18,17,66,82,0,64,3,18,1,2,52,23,0,415,702,C,3,6
2157,TEZIUTLAN,42,12,1,11,10,68,64,0,24,4,15,3,7,69,22,0,367,628,B,3,6
2157,TEZIUTLAN,55,14,0,7,11,63,65,0,24,5,16,3,8,58,31,0,369,627,C,3,6
2158,TEZIUTLAN,56,8,1,8,11,51,64,0,17,3,7,6,8,63,33,0,351,655,B,3,6
2158,TEZIUTLAN,45,7,1,9,13,62,67,0,22,0,3,13,11,53,26,0,343,655,C,3,6
2158,TEZIUTLAN,61,14,2,15,14,55,63,0,28,3,7,4,11,38,27,0,351,655,C,3,6
2158,TEZIUTLAN,52,14,2,12,9,54,67,0,22,9,4,5,8,48,30,0,348,654,C,3,6
2158,TEZIUTLAN,55,9,6,15,15,42,74,0,21,2,8,1,13,58,35,0,362,654,C,3,6
2159,TEZIUTLAN,41,6,3,9,18,41,83,0,27,2,8,6,5,96,29,0,385,684,B,3,6
2159,TEZIUTLAN,62,7,4,12,18,35,75,0,30,2,10,1,4,84,26,0,374,683,C,3,6
2160,TEZIUTLAN,41,13,3,14,17,30,84,0,22,6,7,6,14,23,0,0,289,535,B,3,6
2160,TEZIUTLAN,32,7,1,8,9,39,56,0,41,1,9,3,9,35,26,0,286,534,C,3,6
2161,TEZIUTLAN,41,4,3,5,11,43,63,0,44,2,9,5,4,43,36,0,324,575,B,3,6
2161,TEZIUTLAN,49,9,2,10,5,32,67,0,47,5,9,7,3,55,27,0,330,575,C,3,6
2161,TEZIUTLAN,41,6,4,9,8,50,68,0,40,4,12,1,4,50,25,0,328,574,C,3,6
2162,TEZIUTLAN,72,6,2,14,18,38,72,0,24,5,9,3,12,39,31,0,362,681,B,3,6
2162,TEZIUTLAN,69,6,4,7,14,44,88,0,30,4,9,4,11,46,33,0,376,681,C,3,6
2162,TEZIUTLAN,60,9,3,10,18,45,56,0,37,2,18,4,2,32,41,0,349,680,C,3,6
2163,TEZIUTLAN,99,12,3,9,11,41,91,0,33,7,16,10,3,35,32,0,422,715,B,3,6
2163,TEZIUTLAN,114,11,0,11,17,49,103,0,34,5,4,3,3,36,43,0,442,714,C,3,6
2163,TEZIUTLAN,132,11,4,8,21,62,77,0,37,2,12,6,6,24,51,0,466,714,C,3,6
2163,TEZIUTLAN,80,8,4,9,23,39,105,0,28,2,7,7,1,20,32,0,381,714,C,3,6
2164,TEZIUTLAN,128,18,5,9,14,50,48,0,14,2,12,5,2,15,29,0,365,721,B,3,6
2164,TEZIUTLAN,117,22,3,5,14,58,77,0,13,0,17,8,1,14,23,0,393,720,C,3,6
2164,TEZIUTLAN,94,20,2,2,11,13,28,0,6,2,12,5,7,1,2,0,219,375,E,3,6
2164,TEZIUTLAN,107,17,5,3,13,53,64,0,23,5,14,8,3,15,42,0,400,720,C,3,6
2164,TEZIUTLAN,135,16,4,3,15,57,73,0,30,2,9,2,2,13,29,0,401,720,C,3,6
2164,TEZIUTLAN,151,19,4,0,15,59,58,0,17,1,10,10,5,22,35,0,417,720,C,3,6
2165,TEZIUTLAN,50,8,1,8,13,35,73,0,17,6,14,13,1,46,16,0,312,457,B,3,6
2166,TEZIUTLAN,109,24,7,4,19,42,129,0,40,2,9,9,3,28,43,0,480,723,B,3,6
2166,TEZIUTLAN,95,14,4,6,28,58,101,0,32,2,16,9,5,13,69,0,464,723,C,3,6
2167,TEZIUTLAN,160,18,5,1,33,24,69,0,17,3,5,18,7,10,18,0,400,675,B,3,6
2167,TEZIUTLAN,127,32,3,7,32,44,92,0,14,3,5,6,9,11,22,0,429,675,C,3,6
2167,TEZIUTLAN,123,26,8,8,33,42,87,0,20,4,7,4,2,17,24,0,423,674,C,3,6
2167,TEZIUTLAN,108,29,4,7,36,57,63,0,15,2,3,9,6,18,31,0,416,674,C,3,6
2167,TEZIUTLAN,112,21,8,7,33,37,76,0,15,4,8,12,2,23,42,0,419,674,C,3,6
2167,TEZIUTLAN,125,28,8,1,23,46,91,0,20,3,6,10,3,18,18,0,420,674,C,3,6
2168,TEZIUTLAN,51,7,3,3,9,46,95,0,24,1,12,7,1,41,32,0,352,518,B,3,6
2168,TEZIUTLAN,63,8,2,3,9,41,63,0,17,4,7,8,3,46,25,0,310,517,C,3,6
2168,TEZIUTLAN,79,7,3,4,7,39,37,0,20,1,3,17,0,3,73,0,297,455,E,3,6
2168,TEZIUTLAN,63,9,2,6,6,38,45,0,24,1,2,8,0,4,76,0,291,455,E,3,6
2168,TEZIUTLAN,41,11,7,5,16,36,75,0,14,1,13,9,2,35,34,0,309,517,C,3,6
2169,TEZIUTLAN,91,16,3,6,10,43,56,0,23,2,7,13,3,16,72,0,372,670,B,3,6
2169,TEZIUTLAN,102,10,2,6,16,45,74,0,22,2,3,6,4,23,63,0,403,670,C,3,6
2169,TEZIUTLAN,104,17,4,7,10,34,56,0,15,0,12,10,3,17,65,0,373,670,C,3,6
2169,TEZIUTLAN,83,14,2,5,15,47,82,0,29,1,8,11,2,15,79,0,401,670,C,3,6
2169,TEZIUTLAN,107,9,3,10,11,57,5,0,30,5,8,4,5,13,52,0,328,669,C,3,6
2169,TEZIUTLAN,89,16,4,10,11,39,57,0,31,0,3,3,7,22,60,0,367,669,C,3,6
2170,TEZIUTLAN,123,15,5,17,33,52,60,0,12,0,14,11,0,6,32,0,395,653,B,3,6
2170,TEZIUTLAN,152,26,4,6,21,45,51,0,10,4,8,10,5,20,34,0,403,652,C,3,6
2171,TEZIUTLAN,302,25,8,4,19,27,49,0,29,0,2,4,2,5,7,0,493,692,B,3,6
2172,TEZIUTLAN,56,7,1,4,8,24,48,0,22,0,4,1,1,7,154,0,343,566,B,3,6
2172,TEZIUTLAN,59,7,1,5,12,25,45,0,15,1,2,3,3,12,120,0,313,566,C,3,6
2172,TEZIUTLAN,44,9,0,6,7,29,51,0,15,1,3,7,0,17,144,0,344,566,C,3,6
2172,TEZIUTLAN,37,10,1,9,12,26,50,0,21,2,4,4,1,12,144,0,340,566,C,3,6
2173,TEZIUTLAN,129,19,6,12,21,33,48,0,14,1,9,4,5,22,47,0,379,639,B,3,6
2173,TEZIUTLAN,114,23,3,6,14,24,50,0,16,3,2,3,12,22,35,0,340,639,C,3,6
2173,TEZIUTLAN,161,7,3,7,11,22,56,0,24,3,4,1,3,9,23,0,341,485,E,3,6
2173,TEZIUTLAN,144,10,4,4,13,35,44,0,30,1,2,3,2,13,20,0,335,485,E,3,6
2173,TEZIUTLAN,113,21,3,8,15,26,55,0,21,3,11,5,6,21,39,0,362,638,C,3,6
2173,TEZIUTLAN,99,15,2,10,13,30,82,0,27,3,7,3,5,28,42,0,378,638,C,3,6
2173,TEZIUTLAN,125,8,5,11,12,37,49,0,11,3,6,3,7,35,39,0,372,638,C,3,6
2174,TEZIUTLAN,148,14,5,2,6,37,49,0,35,2,5,3,7,17,22,0,363,569,B,3,6
2174,TEZIUTLAN,123,14,2,6,9,35,62,0,33,1,6,8,9,13,16,0,354,568,C,3,6
2174,TEZIUTLAN,120,14,10,3,8,46,49,0,20,5,11,3,4,27,14,0,346,568,C,3,6
2174,TEZIUTLAN,130,8,2,5,11,36,42,0,28,5,6,1,4,15,17,0,324,568,C,3,6
2393,XIUTETELCO,110,120,2,16,33,5,131,0,8,0,0,0,0,0,0,0,435,636,B,0,6
2393,XIUTETELCO,110,86,2,12,37,11,138,0,11,0,2,2,0,0,0,0,419,636,C,0,6
2393,XIUTETELCO,121,111,0,12,30,8,110,0,4,0,1,2,0,0,0,0,409,636,C,0,6
2393,XIUTETELCO,136,122,1,23,29,5,105,0,9,0,0,2,0,0,0,0,439,636,C,0,6
2393,XIUTETELCO,157,94,2,18,21,11,85,0,6,0,2,1,0,0,0,0,408,635,C,0,6
2394,XIUTETELCO,136,127,0,16,30,17,151,0,2,0,1,1,0,0,0,0,498,749,B,4,6
2394,XIUTETELCO,168,125,2,19,44,9,109,0,5,0,1,1,0,0,0,0,502,749,C,4,6
2394,XIUTETELCO,165,134,0,28,45,12,113,0,8,0,1,0,0,0,0,0,521,748,C,4,6
2394,XIUTETELCO,163,148,1,22,27,15,105,0,5,0,0,3,0,0,0,0,508,748,C,4,6
2395,XIUTETELCO,107,99,1,11,47,10,107,0,5,0,0,1,0,0,0,0,397,609,B,4,6
2395,XIUTETELCO,77,89,1,18,32,14,124,0,8,0,2,2,0,0,0,0,374,609,C,4,6
2395,XIUTETELCO,96,123,0,10,32,13,101,0,6,0,1,7,0,0,0,0,406,637,E,4,6
2395,XIUTETELCO,151,112,0,14,26,12,59,0,11,0,3,6,0,0,0,0,411,636,E,4,6
2396,XIUTETELCO,96,57,2,21,28,11,117,0,9,0,1,3,0,0,0,0,359,570,B,4,6
2396,XIUTETELCO,137,65,1,16,24,10,87,0,6,0,1,3,0,0,0,0,363,569,C,4,6
2396,XIUTETELCO,110,55,0,16,39,15,116,0,10,0,2,2,0,0,0,0,372,569,C,4,6
2397,XIUTETELCO,41,66,1,6,60,13,187,0,8,0,1,5,0,0,0,0,396,619,B,4,6
2397,XIUTETELCO,45,82,1,2,57,14,195,0,15,0,1,2,0,0,0,0,425,619,C,4,6
2397,XIUTETELCO,81,119,1,2,42,6,161,0,7,0,0,2,0,0,0,0,428,618,C,4,6
2397,XIUTETELCO,41,98,2,6,51,14,154,0,8,0,1,3,0,0,0,0,389,618,C,4,6
2398,XIUTETELCO,131,108,0,10,40,12,87,0,9,0,0,0,0,0,0,0,410,707,B,4,6
2398,XIUTETELCO,108,129,0,18,52,6,75,0,8,0,0,1,0,0,0,0,409,707,C,4,6
2398,XIUTETELCO,101,110,2,9,36,12,106,0,9,0,0,4,0,0,0,0,398,706,C,4,6
2399,XIUTETELCO,112,90,3,15,61,5,135,0,8,0,3,3,0,0,0,0,451,670,B,4,6
2399,XIUTETELCO,107,112,2,7,66,10,122,0,6,0,0,7,0,0,0,0,455,670,C,4,6
2399,XIUTETELCO,120,139,1,9,47,10,108,0,4,0,1,3,0,0,0,0,448,670,C,4,6
2399,XIUTETELCO,110,85,0,14,56,10,122,0,12,0,1,1,0,0,0,0,417,669,C,4,6
2400,XIUTETELCO,111,111,2,7,36,10,121,0,8,0,0,6,0,0,0,0,426,620,B,4,6
2400,XIUTETELCO,91,141,2,6,44,6,103,0,5,0,1,5,0,0,0,0,418,620,C,4,6
2400,XIUTETELCO,80,28,2,4,41,2,93,0,1,0,0,8,0,0,0,0,275,456,E,4,6
2400,XIUTETELCO,102,37,3,0,59,4,75,0,6,0,1,2,0,0,0,0,294,455,E,4,6
2401,XIUTETELCO,128,147,1,10,40,9,91,0,0,0,1,4,0,0,0,0,454,671,B,4,6
2401,XIUTETELCO,103,165,2,10,38,11,100,0,6,0,0,1,0,0,0,0,453,671,C,4,6
2401,XIUTETELCO,100,201,4,8,31,5,70,0,0,0,2,4,0,0,0,0,449,671,C,4,6
2401,XIUTETELCO,109,170,0,4,26,7,76,0,1,0,1,8,0,0,0,0,428,670,C,4,6
2402,XIUTETELCO,112,149,2,3,49,7,88,0,4,0,1,6,0,0,0,0,444,710,B,4,6
2402,XIUTETELCO,131,173,2,6,40,2,74,0,3,0,2,5,0,0,0,0,463,709,C,4,6
2402,XIUTETELCO,88,177,3,4,44,9,71,0,6,0,0,5,0,0,0,0,433,709,C,4,6
2403,XIUTETELCO,62,45,2,4,93,9,169,0,8,0,1,6,0,0,0,0,416,564,B,4,6
2403,XIUTETELCO,67,80,4,6,77,6,147,0,8,0,0,9,0,0,0,0,432,563,C,4,6
2403,XIUTETELCO,77,106,1,7,60,9,73,0,15,0,0,8,0,0,0,0,372,511,E,4,6
2403,XIUTETELCO,109,94,2,2,41,5,70,0,9,0,0,11,0,0,0,0,358,511,E,4,6
2404,XIUTETELCO,170,40,3,4,25,7,57,0,2,0,0,3,0,0,0,0,319,516,B,4,6
2404,XIUTETELCO,189,47,0,4,26,3,47,0,0,0,0,5,0,0,0,0,347,515,C,4,6
2404,XIUTETELCO,172,33,3,8,31,4,83,0,1,0,1,9,0,0,0,0,357,515,C,4,6
1720,SAN MARTIN TEXMELUCAN,54,24,0,7,8,57,60,0,3,1,5,5,2,8,63,0,309,681,B,5,7
1720,SAN MARTIN TEXMELUCAN,58,29,2,10,10,72,56,0,1,0,2,7,1,15,46,0,318,681,C,5,7
1720,SAN MARTIN TEXMELUCAN,30,34,4,8,1,84,62,0,3,3,1,7,3,13,63,0,331,681,C,5,7
1720,SAN MARTIN TEXMELUCAN,47,30,3,15,11,73,40,0,0,2,6,15,0,8,46,0,306,681,C,5,7
1720,SAN MARTIN TEXMELUCAN,36,10,2,15,15,77,74,0,1,0,3,13,1,13,47,0,317,681,C,5,7
1720,SAN MARTIN TEXMELUCAN,55,22,1,16,6,76,55,0,1,4,6,8,6,18,65,0,350,681,C,5,7
1720,SAN MARTIN TEXMELUCAN,51,28,3,12,6,69,54,0,2,2,3,9,5,13,56,0,331,680,C,5,7
1721,SAN MARTIN TEXMELUCAN,45,30,4,11,14,50,59,0,0,2,13,6,2,12,44,0,301,646,B,5,7
1721,SAN MARTIN TEXMELUCAN,51,16,4,11,11,52,61,0,1,2,5,11,2,13,60,0,312,646,C,5,7
1721,SAN MARTIN TEXMELUCAN,51,23,8,2,14,36,61,0,1,4,8,7,0,7,45,0,275,646,C,5,7
1721,SAN MARTIN TEXMELUCAN,54,23,5,15,12,36,42,0,0,2,5,12,0,16,57,0,297,646,C,5,7
1721,SAN MARTIN TEXMELUCAN,45,22,4,13,7,53,48,0,2,1,8,11,2,10,41,0,276,646,C,5,7
1722,SAN MARTIN TEXMELUCAN,48,26,3,16,16,61,56,0,1,0,4,15,1,8,41,0,302,610,B,5,7
1722,SAN MARTIN TEXMELUCAN,53,20,5,19,6,59,37,0,1,1,3,9,2,11,46,0,283,609,C,5,7
1722,SAN MARTIN TEXMELUCAN,40,17,4,16,12,60,45,0,2,2,5,7,4,7,51,0,280,609,C,5,7
1723,SAN MARTIN TEXMELUCAN,64,50,5,21,14,42,53,0,1,1,6,21,5,10,57,0,365,658,B,5,7
1723,SAN MARTIN TEXMELUCAN,60,32,2,8,7,61,57,0,7,1,12,18,2,3,57,0,345,657,C,5,7
1724,SAN MARTIN TEXMELUCAN,47,35,3,29,10,91,76,0,10,0,6,20,0,9,66,0,410,725,B,5,7
1724,SAN MARTIN TEXMELUCAN,50,39,4,23,12,62,74,0,5,1,5,18,0,8,91,0,412,724,C,5,7
1725,SAN MARTIN TEXMELUCAN,57,31,4,15,3,53,70,0,2,1,4,12,3,3,56,0,321,625,B,5,7
1725,SAN MARTIN TEXMELUCAN,52,37,3,26,10,64,57,0,3,2,19,19,3,6,46,0,359,624,C,5,7
1726,SAN MARTIN TEXMELUCAN,48,12,3,19,3,56,44,0,0,1,15,6,2,6,36,0,255,428,B,5,7
1726,SAN MARTIN TEXMELUCAN,53,25,3,11,8,57,55,0,4,0,12,8,0,8,41,0,291,427,C,5,7
1727,SAN MARTIN TEXMELUCAN,34,28,3,10,6,62,40,0,4,1,9,16,2,17,46,0,292,564,B,5,7
1727,SAN MARTIN TEXMELUCAN,43,33,2,10,9,63,52,0,6,0,2,12,1,12,28,0,289,564,C,5,7
1727,SAN MARTIN TEXMELUCAN,44,17,2,31,7,68,34,0,2,1,3,12,2,8,49,0,300,563,C,5,7
1728,SAN MARTIN TEXMELUCAN,42,38,1,25,7,53,55,0,3,1,5,9,2,9,46,0,305,558,B,5,7
1728,SAN MARTIN TEXMELUCAN,43,39,3,32,11,62,49,0,3,1,5,2,1,9,30,0,293,558,C,5,7
1729,SAN MARTIN TEXMELUCAN,83,36,4,36,10,65,60,0,3,2,3,6,3,11,49,0,378,614,B,5,7
1729,SAN MARTIN TEXMELUCAN,68,52,1,40,7,54,76,0,0,2,2,7,1,16,45,0,381,613,C,5,7
1730,SAN MARTIN TEXMELUCAN,66,56,3,37,13,73,79,0,2,2,4,4,0,5,52,0,409,699,B,5,7
1730,SAN MARTIN TEXMELUCAN,51,37,3,39,19,72,78,0,6,3,9,10,0,4,62,0,403,698,C,5,7
1731,SAN MARTIN TEXMELUCAN,61,42,5,33,5,65,66,0,2,3,2,7,1,18,44,0,366,621,B,5,7
1732,SAN MARTIN TEXMELUCAN,50,34,3,22,12,76,58,0,4,2,4,12,2,12,39,0,340,600,B,5,7
1732,SAN MARTIN TEXMELUCAN,53,33,3,17,8,69,45,0,7,5,9,10,2,8,66,0,344,599,C,5,7
1733,SAN MARTIN TEXMELUCAN,39,20,1,16,7,70,41,0,5,0,15,0,1,2,46,0,272,529,B,5,7
1733,SAN MARTIN TEXMELUCAN,41,28,4,19,9,73,57,0,0,2,4,7,0,6,20,0,277,529,C,5,7
1733,SAN MARTIN TEXMELUCAN,40,13,2,15,9,77,45,0,2,0,4,6,1,7,34,0,266,529,C,5,7
1734,SAN MARTIN TEXMELUCAN,61,21,5,24,8,93,62,0,2,1,7,13,0,13,53,0,370,681,B,5,7
1734,SAN MARTIN TEXMELUCAN,38,33,2,24,7,114,72,0,1,0,4,9,1,13,47,0,378,680,C,5,7
1735,SAN MARTIN TEXMELUCAN,48,25,1,10,13,75,56,0,4,1,5,8,0,12,47,0,312,561,B,5,7
1735,SAN MARTIN TEXMELUCAN,39,31,4,22,13,66,40,0,2,0,4,12,1,11,36,0,284,561,C,5,7
1735,SAN MARTIN TEXMELUCAN,14,9,2,4,5,24,26,0,2,0,3,2,1,4,19,0,118,1000,S,5,7
1736,SAN MARTIN TEXMELUCAN,49,39,4,21,3,60,58,0,2,5,0,6,3,3,48,0,307,497,B,5,7
1737,SAN MARTIN TEXMELUCAN,52,52,5,37,10,72,60,0,2,1,6,11,0,12,84,0,417,686,B,5,7
1737,SAN MARTIN TEXMELUCAN,10,4,2,8,0,15,13,0,0,1,1,2,1,3,13,0,77,1000,S,5,7
1738,SAN MARTIN TEXMELUCAN,47,17,0,11,4,24,46,0,2,1,2,11,1,13,56,0,243,394,B,5,7
1738,SAN MARTIN TEXMELUCAN,32,15,1,23,4,49,37,0,2,5,1,7,0,6,30,0,218,394,C,5,7
1739,SAN MARTIN TEXMELUCAN,60,21,2,10,11,49,58,0,2,1,6,18,1,3,52,0,304,634,B,5,7
1739,SAN MARTIN TEXMELUCAN,56,22,3,9,19,57,56,0,1,1,2,9,1,2,57,0,307,634,C,5,7
1740,SAN MARTIN TEXMELUCAN,67,25,2,10,14,40,40,0,5,2,5,10,2,5,66,0,307,641,B,5,7
1740,SAN MARTIN TEXMELUCAN,61,19,6,14,17,40,57,0,4,0,4,14,0,6,62,0,312,640,C,5,7
1741,SAN MARTIN TEXMELUCAN,32,15,0,11,13,35,37,0,3,2,2,11,0,6,59,0,233,465,B,5,7
1741,SAN MARTIN TEXMELUCAN,31,9,1,13,5,40,73,0,2,1,2,7,1,4,57,0,255,465,C,5,7
1742,SAN MARTIN TEXMELUCAN,47,34,4,13,15,46,62,0,2,5,4,24,5,5,69,0,344,722,B,5,7
1742,SAN MARTIN TEXMELUCAN,43,32,1,10,11,44,58,0,2,2,7,19,0,3,77,0,322,722,C,5,7
1742,SAN MARTIN TEXMELUCAN,33,34,1,12,19,78,72,0,3,0,3,9,2,8,58,0,346,721,C,5,7
1743,SAN MARTIN TEXMELUCAN,46,28,3,18,9,80,64,0,2,2,9,19,2,9,84,0,392,745,B,5,7
1743,SAN MARTIN TEXMELUCAN,53,25,4,26,12,100,70,0,0,3,12,16,0,4,62,0,398,744,C,5,7
1744,SAN MARTIN TEXMELUCAN,38,28,0,16,10,98,66,0,0,2,1,9,2,10,59,0,344,601,B,5,7
1744,SAN MARTIN TEXMELUCAN,22,29,1,22,7,68,77,0,2,2,4,9,2,10,45,0,312,600,C,5,7
1745,SAN MARTIN TEXMELUCAN,31,21,1,17,11,62,69,0,3,0,7,12,1,6,51,0,305,619,B,5,7
1745,SAN MARTIN TEXMELUCAN,21,40,1,14,13,72,59,0,0,3,4,9,0,7,48,0,303,618,C,5,7
1746,SAN MARTIN TEXMELUCAN,35,40,1,34,8,65,34,0,5,0,7,14,3,11,42,0,313,661,B,5,7
1746,SAN MARTIN TEXMELUCAN,45,29,3,30,13,49,33,0,1,1,5,13,0,0,20,0,259,661,C,5,7
1746,SAN MARTIN TEXMELUCAN,33,22,3,33,4,40,50,0,1,3,12,16,2,5,23,0,256,661,C,5,7
1746,SAN MARTIN TEXMELUCAN,47,21,2,35,10,48,44,0,4,4,1,10,1,9,51,0,299,661,C,5,7
1747,SAN MARTIN TEXMELUCAN,40,24,3,22,11,35,46,0,1,1,1,14,1,1,52,0,260,584,B,5,7
1747,SAN MARTIN TEXMELUCAN,48,24,3,21,9,40,41,0,3,1,3,19,0,2,38,0,262,584,C,5,7
1747,SAN MARTIN TEXMELUCAN,37,29,3,17,10,36,45,0,3,3,1,17,2,1,30,0,250,584,C,5,7
1747,SAN MARTIN TEXMELUCAN,34,32,2,19,6,36,37,0,2,2,1,15,1,5,35,0,241,584,C,5,7
1748,SAN MARTIN TEXMELUCAN,64,37,0,26,4,51,50,0,1,1,2,21,0,12,50,0,327,673,B,5,7
1748,SAN MARTIN TEXMELUCAN,50,27,3,29,6,48,40,0,1,1,0,11,1,12,37,0,281,673,C,5,7
1748,SAN MARTIN TEXMELUCAN,39,31,2,35,3,51,38,0,0,4,6,27,1,9,42,0,299,673,C,5,7
1748,SAN MARTIN TEXMELUCAN,53,25,1,32,12,42,41,0,4,0,1,12,1,15,59,0,307,673,C,5,7
1748,SAN MARTIN TEXMELUCAN,43,23,4,34,5,47,42,0,4,3,1,25,0,5,54,0,312,673,C,5,7
1749,SAN MARTIN TEXMELUCAN,46,30,2,26,16,57,75,0,1,1,4,8,1,12,23,0,313,614,B,5,7
1749,SAN MARTIN TEXMELUCAN,45,30,2,41,9,55,57,0,4,1,10,12,4,7,51,0,342,613,C,5,7
1749,SAN MARTIN TEXMELUCAN,51,29,4,29,8,50,75,0,0,5,4,11,0,4,42,0,327,613,C,5,7
1750,SAN MARTIN TEXMELUCAN,55,27,1,32,12,64,39,0,3,4,4,9,1,3,48,0,309,693,B,5,7
1750,SAN MARTIN TEXMELUCAN,45,18,1,96,8,66,33,0,1,3,5,6,6,6,47,0,352,693,C,5,7
1750,SAN MARTIN TEXMELUCAN,56,10,2,26,10,48,29,0,0,1,5,6,0,8,44,0,254,693,C,5,7
1750,SAN MARTIN TEXMELUCAN,42,20,1,22,9,45,29,0,4,2,8,6,1,5,49,0,252,692,C,5,7
1750,SAN MARTIN TEXMELUCAN,34,21,0,38,16,57,27,0,1,0,6,3,0,2,35,0,253,692,C,5,7
1750,SAN MARTIN TEXMELUCAN,50,6,4,32,8,61,33,0,5,0,5,8,0,7,54,0,285,692,C,5,7
