SECCION ELECTORAL,MUNICIPIO,PAN_CONVERGENCIA_NA_PRD,PRI_VERDE,PT,CANDIDATOS NO REGISTRADOS,TOTAL DE VOTOS,LISTA NOMINAL,CASILLA,DISTRITO F,DISTRITO L
1204,PUEBLA,135,136,22,0,305,625,CONTIGUA 2,12,19
1204,PUEBLA,142,120,24,0,305,625,CONTIGUA 1,12,19
1204,PUEBLA,149,122,28,0,313,625,BÁSICA,12,19
1204,PUEBLA,157,107,30,0,316,625,CONTIGUA 3,12,19
1205,PUEBLA,178,129,28,0,342,746,CONTIGUA 2,12,19
1205,PUEBLA,183,121,27,0,346,747,CONTIGUA 6,12,19
1205,PUEBLA,173,135,27,0,350,746,CONTIGUA 1,12,19
1205,PUEBLA,195,116,33,0,350,747,CONTIGUA 7,12,19
1205,PUEBLA,188,126,30,0,357,746,CONTIGUA 3,12,19
1205,PUEBLA,197,123,28,0,357,747,CONTIGUA 5,12,19
1205,PUEBLA,193,136,18,0,363,746,BÁSICA,12,19
1205,PUEBLA,213,119,28,0,372,747,CONTIGUA 8,12,19
1205,PUEBLA,207,112,36,0,0,746,CONTIGUA 4,12,19
1206,PUEBLA,161,133,18,0,324,675,CONTIGUA 3,12,19
1206,PUEBLA,176,110,29,0,330,674,BÁSICA,12,19
1206,PUEBLA,171,117,25,0,336,674,CONTIGUA 1,12,19
1206,PUEBLA,172,129,21,0,337,675,CONTIGUA 5,12,19
1206,PUEBLA,197,108,21,1,337,675,CONTIGUA 4,12,19
1206,PUEBLA,200,100,25,0,339,675,CONTIGUA 2,12,19
1207,PUEBLA,111,114,9,0,248,598,CONTIGUA 1,12,19
1207,PUEBLA,112,118,21,0,268,597,BÁSICA,12,19
1208,PUEBLA,102,113,20,0,250,539,BÁSICA,12,19
1208,PUEBLA,113,111,17,0,252,539,CONTIGUA 1,12,19
1209,PUEBLA,131,106,12,1,259,598,CONTIGUA 2,12,19
1209,PUEBLA,138,97,16,0,267,597,BÁSICA,12,19
1209,PUEBLA,126,117,17,0,275,597,CONTIGUA 1,12,19
1210,PUEBLA,124,93,22,0,246,600,BÁSICA,12,19
1210,PUEBLA,126,105,13,0,257,601,CONTIGUA 1,12,19
1211,PUEBLA,183,111,26,0,342,741,CONTIGUA 1,12,19
1211,PUEBLA,177,129,21,0,350,742,CONTIGUA 2,12,19
1211,PUEBLA,184,136,22,0,368,741,BÁSICA,12,19
1212,PUEBLA,130,129,20,0,291,623,CONTIGUA 1,11,19
1212,PUEBLA,161,114,12,0,300,623,BÁSICA,11,19
1212,PUEBLA,164,107,23,0,307,624,CONTIGUA 3,11,19
1212,PUEBLA,154,125,19,0,311,623,CONTIGUA 2,11,19
1213,PUEBLA,170,120,35,0,334,740,BÁSICA,11,19
1213,PUEBLA,156,136,29,0,341,741,CONTIGUA 2,11,19
1213,PUEBLA,193,129,16,0,353,740,CONTIGUA 1,11,19
1213,PUEBLA,155,153,43,0,371,741,CONTIGUA 3,11,19
1214,PUEBLA,162,110,22,0,314,712,CONTIGUA 3,11,19
1214,PUEBLA,167,148,17,0,340,713,CONTIGUA 7,11,19
1214,PUEBLA,169,145,25,0,355,712,CONTIGUA 2,11,19
1214,PUEBLA,184,131,26,0,356,713,CONTIGUA 4,11,19
1214,PUEBLA,186,130,26,0,356,713,CONTIGUA 5,11,19
1214,PUEBLA,167,146,31,0,358,713,CONTIGUA 8,11,19
1214,PUEBLA,176,141,30,0,362,713,CONTIGUA 6,11,19
1214,PUEBLA,190,143,13,0,364,712,CONTIGUA 1,11,19
1214,PUEBLA,197,142,17,0,367,712,BÁSICA,11,19
1215,PUEBLA,167,105,16,2,302,600,CONTIGUA 2,11,19
1215,PUEBLA,173,111,20,0,319,599,BÁSICA,11,19
1215,PUEBLA,168,111,26,0,322,600,CONTIGUA 1,11,19
1216,PUEBLA,202,151,21,0,386,720,CONTIGUA 1,12,19
1216,PUEBLA,225,145,16,1,400,719,BÁSICA,12,19
1217,PUEBLA,182,113,28,0,337,620,BÁSICA,12,19
1217,PUEBLA,185,109,26,0,337,620,CONTIGUA 2,12,19
1217,PUEBLA,213,106,25,0,360,620,CONTIGUA 1,12,19
1218,PUEBLA,175,126,22,0,340,710,CONTIGUA 1,12,19
1218,PUEBLA,202,142,34,0,388,709,BÁSICA,12,19
1219,PUEBLA,186,128,34,0,367,746,BÁSICA,12,19
1219,PUEBLA,201,136,19,0,368,747,CONTIGUA 2,12,19
1219,PUEBLA,199,156,26,0,399,747,CONTIGUA 1,12,19
1220,PUEBLA,159,105,28,0,309,576,BÁSICA,12,19
1220,PUEBLA,180,93,20,0,310,576,CONTIGUA 1,12,19
1220,PUEBLA,178,102,22,1,313,577,CONTIGUA 2,12,19
1221,PUEBLA,118,118,17,0,268,669,CONTIGUA 1,11,19
1221,PUEBLA,128,123,17,0,278,670,CONTIGUA 3,11,19
1221,PUEBLA,147,112,21,0,297,670,CONTIGUA 4,11,19
1221,PUEBLA,140,122,24,0,309,670,CONTIGUA 2,11,19
1221,PUEBLA,162,119,21,0,314,669,BÁSICA,11,19
1222,PUEBLA,157,106,19,0,290,643,CONTIGUA 1,12,19
1222,PUEBLA,167,123,17,1,324,643,BÁSICA,12,19
1223,PUEBLA,158,140,16,1,0,644,BÁSICA,12,19
1224,PUEBLA,190,119,24,1,345,746,CONTIGUA 1,12,19
1224,PUEBLA,179,140,23,0,365,746,BÁSICA,12,19
1225,PUEBLA,167,100,16,0,302,686,BÁSICA,12,19
1225,PUEBLA,175,113,15,0,317,687,CONTIGUA 1,12,19
1226,PUEBLA,123,85,13,0,228,465,BÁSICA,12,19
1226,PUEBLA,123,87,13,0,234,465,CONTIGUA 1,12,19
1227,PUEBLA,147,89,20,0,267,624,CONTIGUA 1,12,19
1227,PUEBLA,169,101,17,0,299,624,BÁSICA,12,19
1228,PUEBLA,156,97,19,0,283,607,CONTIGUA 1,12,19
1228,PUEBLA,168,126,13,0,316,606,BÁSICA,12,19
1229,PUEBLA,166,123,26,0,326,653,CONTIGUA 1,11,19
1229,PUEBLA,170,123,21,18,332,652,BÁSICA,11,19
1230,PUEBLA,126,101,11,0,244,487,BÁSICA,11,19
1230,PUEBLA,97,121,12,0,247,487,CONTIGUA 1,11,19
1231,PUEBLA,108,86,16,0,216,376,BÁSICA,11,19
1231,PUEBLA,110,79,16,0,217,376,CONTIGUA 1,11,19
1232,PUEBLA,147,107,21,0,284,597,CONTIGUA 1,11,19
1232,PUEBLA,142,130,24,0,311,597,CONTIGUA 2,11,19
1232,PUEBLA,142,147,19,0,327,597,BÁSICA,11,19
1233,PUEBLA,146,115,20,0,293,580,BÁSICA,11,19
1233,PUEBLA,178,92,15,0,302,581,CONTIGUA 2,11,19
1233,PUEBLA,169,114,14,0,310,581,CONTIGUA 1,11,19
1235,PUEBLA,165,132,29,0,339,637,BÁSICA,11,19
1235,PUEBLA,183,127,21,0,351,637,CONTIGUA 1,11,19
1236,PUEBLA,160,118,18,0,308,644,CONTIGUA 1,11,19
1236,PUEBLA,157,125,22,0,318,644,BÁSICA,11,19
1237,PUEBLA,159,124,18,0,0,671,BÁSICA,11,20
1238,PUEBLA,193,86,20,0,308,681,CONTIGUA 3,11,20
1238,PUEBLA,194,104,15,0,329,680,CONTIGUA 1,11,20
1238,PUEBLA,198,103,18,0,331,680,CONTIGUA 2,11,20
1238,PUEBLA,187,116,25,0,338,680,BÁSICA,11,20
1238,PUEBLA,175,127,24,1,347,681,CONTIGUA 4,11,20
1239,PUEBLA,89,84,19,1,198,399,CONTIGUA 1,11,19
1239,PUEBLA,102,93,14,0,222,399,BÁSICA,11,19
1240,PUEBLA,155,145,16,0,328,702,BÁSICA,11,19
1241,PUEBLA,169,174,15,0,376,697,BÁSICA,11,19
1242,PUEBLA,142,125,14,0,296,709,CONTIGUA 3,11,19
1242,PUEBLA,146,145,8,0,318,709,CONTIGUA 5,11,19
1242,PUEBLA,160,125,27,0,326,708,BÁSICA,11,19
1242,PUEBLA,174,124,20,0,335,709,CONTIGUA 4,11,19
1242,PUEBLA,178,125,23,0,339,708,CONTIGUA 1,11,19
1242,PUEBLA,158,161,13,0,345,709,CONTIGUA 2,11,19
1243,PUEBLA,144,120,9,0,286,655,CONTIGUA 3,11,20
1243,PUEBLA,148,133,12,0,293,654,CONTIGUA 2,11,20
1243,PUEBLA,163,120,9,0,302,654,CONTIGUA 1,11,20
1243,PUEBLA,178,138,17,0,343,654,BÁSICA,11,20
1244,PUEBLA,122,106,18,0,256,625,BÁSICA,11,20
1244,PUEBLA,132,113,7,0,263,626,CONTIGUA 1,11,20
1244,PUEBLA,117,123,10,0,267,626,CONTIGUA 2,11,20
1244,PUEBLA,123,136,19,0,295,626,CONTIGUA 3,11,20
1244,PUEBLA,144,111,27,0,299,626,CONTIGUA 4,11,20
1245,PUEBLA,155,84,14,0,267,695,CONTIGUA 1,11,20
1245,PUEBLA,159,101,23,0,303,695,CONTIGUA 2,11,20
1245,PUEBLA,161,115,24,1,0,695,CONTIGUA 3,11,20
1245,PUEBLA,162,119,17,0,0,694,BÁSICA,11,20
1246,PUEBLA,176,126,19,0,329,743,CONTIGUA 5,11,20
1246,PUEBLA,181,112,21,0,331,743,CONTIGUA 4,11,20
1246,PUEBLA,177,120,18,0,333,742,BÁSICA,11,20
1246,PUEBLA,159,139,28,0,346,743,CONTIGUA 3,11,20
1246,PUEBLA,171,138,23,1,348,742,CONTIGUA 1,11,20
1246,PUEBLA,187,131,22,0,352,743,CONTIGUA 6,11,20
1246,PUEBLA,166,131,25,1,355,743,CONTIGUA 7,11,20
1246,PUEBLA,188,139,17,0,360,743,CONTIGUA 2,11,20
1248,PUEBLA,162,98,26,0,303,634,BÁSICA,11,20
1248,PUEBLA,181,96,16,0,304,635,CONTIGUA 2,11,20
1248,PUEBLA,172,99,22,0,307,635,CONTIGUA 1,11,20
1248,PUEBLA,178,96,31,0,327,635,CONTIGUA 3,11,20
1249,PUEBLA,148,126,14,0,13,681,CONTIGUA 5,11,20
1249,PUEBLA,135,134,15,0,284,681,CONTIGUA 1,11,20
1249,PUEBLA,156,118,0,0,288,681,CONTIGUA 4,11,20
1249,PUEBLA,147,117,11,0,296,681,CONTIGUA 2,11,20
1249,PUEBLA,144,134,12,0,303,681,CONTIGUA 3,11,20
1249,PUEBLA,149,112,12,0,303,681,BÁSICA,11,20
1249,PUEBLA,136,126,25,0,304,681,CONTIGUA 6,11,20
1249,PUEBLA,153,124,8,21,306,682,CONTIGUA 8,11,20
1249,PUEBLA,166,116,13,0,315,682,CONTIGUA 9,11,20
1249,PUEBLA,180,110,19,0,324,681,CONTIGUA 7,11,20
1251,PUEBLA,162,108,26,0,311,704,CONTIGUA 1,11,19
1251,PUEBLA,167,128,29,0,329,705,CONTIGUA 3,11,19
1251,PUEBLA,183,107,26,0,330,705,CONTIGUA 2,11,19
1251,PUEBLA,173,122,24,0,336,704,BÁSICA,11,19
1252,PUEBLA,154,136,20,0,324,733,CONTIGUA 1,11,19
1252,PUEBLA,157,131,27,0,336,733,BÁSICA,11,19
1252,PUEBLA,167,130,33,0,343,734,CONTIGUA 2,11,19
1252,PUEBLA,164,144,27,0,349,734,CONTIGUA 3,11,19
1254,PUEBLA,75,144,9,0,242,604,CONTIGUA 2,11,20
1254,PUEBLA,102,117,16,0,253,604,CONTIGUA 3,11,20
1254,PUEBLA,100,145,15,0,281,604,BÁSICA,11,20
1254,PUEBLA,120,131,8,0,0,604,CONTIGUA 1,11,20
1255,PUEBLA,93,150,16,0,272,646,CONTIGUA 1,11,20
1255,PUEBLA,99,156,10,0,278,646,CONTIGUA 2,11,20
1255,PUEBLA,92,163,8,0,283,646,BÁSICA,11,20
1256,PUEBLA,46,203,6,0,273,528,EXTRAORDINARIA 1,11,20
1256,PUEBLA,44,216,5,0,298,536,BÁSICA,11,20
1257,PUEBLA,88,103,14,0,245,468,CONTIGUA 1,11,20
1257,PUEBLA,130,107,6,0,279,467,BÁSICA,11,20
1258,PUEBLA,140,102,8,0,271,529,CONTIGUA 1,11,20
1258,PUEBLA,153,84,11,1,277,529,BÁSICA,11,20
1259,PUEBLA,178,117,20,0,363,723,CONTIGUA 2,11,20
1259,PUEBLA,204,120,11,0,374,723,BÁSICA,11,20
1259,PUEBLA,205,113,22,0,386,724,CONTIGUA 4,11,20
1259,PUEBLA,217,101,11,0,389,723,CONTIGUA 1,11,20
1259,PUEBLA,205,125,17,0,390,724,CONTIGUA 3,11,20
1261,PUEBLA,56,40,7,0,107,288,BÁSICA,12,17
1262,PUEBLA,102,53,8,0,166,363,BÁSICA,12,17
1263,PUEBLA,142,59,10,0,216,469,BÁSICA,12,17
1264,PUEBLA,140,65,15,0,232,508,BÁSICA,12,17
1265,PUEBLA,123,63,16,0,220,480,BÁSICA,12,17
1267,PUEBLA,203,133,29,0,0,747,BÁSICA,12,17
1268,PUEBLA,126,86,16,0,237,460,CONTIGUA 1,12,17
1268,PUEBLA,143,74,22,0,250,459,BÁSICA,12,17
1269,PUEBLA,188,118,15,0,334,594,BÁSICA,12,17
1270,PUEBLA,109,100,13,0,239,511,BÁSICA,12,17
1271,PUEBLA,103,50,13,0,168,393,BÁSICA,12,17
1271,PUEBLA,93,54,13,2,169,393,CONTIGUA 1,12,17
1272,PUEBLA,93,54,7,0,172,398,BÁSICA,12,17
1273,PUEBLA,93,80,16,0,198,486,BÁSICA,12,17
1274,PUEBLA,190,77,19,0,301,545,BÁSICA,12,17
1275,PUEBLA,47,38,5,0,99,176,BÁSICA,12,10
1276,PUEBLA,71,95,7,0,184,484,CONTIGUA 1,12,10
1276,PUEBLA,78,95,6,0,187,484,BÁSICA,12,10
1277,PUEBLA,95,84,30,1,217,460,BÁSICA,12,10
1278,PUEBLA,185,139,31,0,369,732,BÁSICA,12,10
1279,PUEBLA,224,148,17,0,405,718,BÁSICA,12,10
1280,PUEBLA,214,123,31,1,394,707,BÁSICA,12,10
1281,PUEBLA,138,89,24,0,264,515,CONTIGUA 1,12,10
1281,PUEBLA,136,114,21,0,281,515,BÁSICA,12,10
1282,PUEBLA,139,86,17,0,249,476,CONTIGUA 1,12,10
1282,PUEBLA,154,79,14,1,258,475,BÁSICA,12,10
1283,PUEBLA,170,69,17,0,264,483,BÁSICA,12,10
1284,PUEBLA,60,33,10,0,106,265,BÁSICA,12,17
1285,PUEBLA,73,46,7,0,137,389,BÁSICA,12,17
1286,PUEBLA,175,114,32,0,344,695,BÁSICA,12,17
1287,PUEBLA,146,88,17,0,266,531,CONTIGUA 1,12,10
1287,PUEBLA,175,101,7,0,304,531,BÁSICA,12,10
1288,PUEBLA,139,119,17,0,293,617,BÁSICA,12,10
1288,PUEBLA,141,115,21,0,301,618,CONTIGUA 1,12,10
1289,PUEBLA,163,119,21,0,321,558,CONTIGUA 1,12,10
1289,PUEBLA,141,101,23,1,0,557,BÁSICA,12,10
1290,PUEBLA,174,70,14,0,269,546,BÁSICA,12,10
1290,PUEBLA,160,81,16,0,271,546,CONTIGUA 1,12,10
1291,PUEBLA,216,121,38,0,402,730,CONTIGUA 1,12,10
1291,PUEBLA,217,148,22,0,410,730,BÁSICA,12,10
1292,PUEBLA,130,92,18,0,251,524,CONTIGUA 1,12,10
1292,PUEBLA,136,92,15,0,256,523,BÁSICA,12,10
1292,PUEBLA,164,100,25,0,298,524,CONTIGUA 2,12,10
1293,PUEBLA,136,133,15,0,299,634,BÁSICA,12,10
1293,PUEBLA,162,134,7,2,312,635,CONTIGUA 1,12,10
1294,PUEBLA,127,98,15,0,255,483,BÁSICA,12,10
1294,PUEBLA,134,99,15,0,262,483,CONTIGUA 1,12,10
1295,PUEBLA,170,112,15,0,312,737,BÁSICA,12,10
1295,PUEBLA,206,142,20,0,376,737,CONTIGUA 1,12,10
1296,PUEBLA,153,127,22,0,314,735,BÁSICA,12,10
1296,PUEBLA,174,132,28,0,353,735,CONTIGUA 1,12,10
1297,PUEBLA,129,74,28,0,248,493,CONTIGUA 1,12,10
1297,PUEBLA,140,93,13,0,263,492,BÁSICA,12,10
1298,PUEBLA,153,108,14,0,291,581,BÁSICA,12,10
1299,PUEBLA,144,127,30,0,316,657,CONTIGUA 1,12,10
1299,PUEBLA,176,114,22,0,324,657,BÁSICA,12,10
1300,PUEBLA,139,78,11,0,250,521,BÁSICA,12,17
1300,PUEBLA,129,107,13,0,259,522,CONTIGUA 1,12,17
1301,PUEBLA,115,58,12,0,191,382,BÁSICA,12,10
1301,PUEBLA,93,76,12,0,194,382,CONTIGUA 1,12,10
1302,PUEBLA,104,72,14,0,201,376,BÁSICA,6,16
1302,PUEBLA,116,80,8,0,216,376,CONTIGUA 1,6,16
1303,PUEBLA,134,100,21,0,270,534,CONTIGUA 1,6,16
1303,PUEBLA,152,89,21,0,274,534,BÁSICA,6,16
1303,PUEBLA,153,99,14,0,274,534,CONTIGUA 2,6,16
1304,PUEBLA,168,113,24,0,320,604,BÁSICA,6,10
1304,PUEBLA,167,113,27,0,329,604,CONTIGUA 1,6,10
1304,PUEBLA,195,117,21,0,0,605,CONTIGUA 2,6,10
1305,PUEBLA,158,117,24,0,315,654,CONTIGUA 1,12,10
1305,PUEBLA,182,108,29,0,332,653,BÁSICA,12,10
1306,PUEBLA,164,128,34,0,358,696,BÁSICA,12,10
1306,PUEBLA,203,109,23,0,358,696,CONTIGUA 1,12,10
1307,PUEBLA,156,95,24,0,288,598,CONTIGUA 1,12,10
1307,PUEBLA,171,88,20,0,297,598,CONTIGUA 2,12,10
1307,PUEBLA,144,110,21,0,0,597,BÁSICA,12,10
1308,PUEBLA,260,108,17,1,402,687,BÁSICA,12,10
1308,PUEBLA,264,134,19,0,429,688,CONTIGUA 1,12,10
1309,PUEBLA,108,80,13,0,211,521,CONTIGUA 1,12,10
1309,PUEBLA,107,84,14,0,222,521,BÁSICA,12,10
1310,PUEBLA,153,93,16,0,270,515,BÁSICA,9,10
1310,PUEBLA,154,90,17,0,279,516,CONTIGUA 1,9,10
1311,PUEBLA,141,88,12,0,250,488,BÁSICA,12,10
1311,PUEBLA,173,61,18,0,266,489,CONTIGUA 1,12,10
1312,PUEBLA,116,50,24,0,200,378,BÁSICA,12,10
1312,PUEBLA,124,55,23,0,207,378,CONTIGUA 1,12,10
1313,PUEBLA,200,116,26,0,364,729,CONTIGUA 1,12,10
1313,PUEBLA,206,114,30,0,378,730,CONTIGUA 2,12,10
1313,PUEBLA,220,140,33,0,409,729,BÁSICA,12,10
1314,PUEBLA,220,91,17,0,346,552,CONTIGUA 1,12,10
1314,PUEBLA,226,100,10,0,354,553,CONTIGUA 2,12,10
1314,PUEBLA,219,89,26,0,356,552,BÁSICA,12,10
1315,PUEBLA,149,98,18,0,277,502,BÁSICA,12,10
1315,PUEBLA,148,92,14,14,505,502,CONTIGUA 1,12,10
1316,PUEBLA,182,105,16,0,315,649,CONTIGUA 1,12,10
1316,PUEBLA,184,103,28,0,320,649,BÁSICA,12,10
1317,PUEBLA,167,71,13,0,260,521,CONTIGUA 1,12,10
1317,PUEBLA,160,93,14,0,271,520,BÁSICA,12,10
1319,PUEBLA,146,95,18,0,268,533,CONTIGUA 2,6,16
1319,PUEBLA,143,98,32,0,286,533,CONTIGUA 1,6,16
1319,PUEBLA,163,78,29,0,290,533,BÁSICA,6,16
1320,PUEBLA,219,123,28,0,385,679,CONTIGUA 2,6,10
1320,PUEBLA,238,109,34,0,396,680,CONTIGUA 3,6,10
1320,PUEBLA,216,132,44,0,409,679,BÁSICA,6,10
1320,PUEBLA,222,136,40,0,412,679,CONTIGUA 1,6,10
1321,PUEBLA,210,123,21,0,363,727,BÁSICA,12,10
1321,PUEBLA,217,108,36,0,378,728,CONTIGUA 1,12,10
1322,PUEBLA,186,137,25,0,367,673,CONTIGUA 1,12,10
1322,PUEBLA,176,163,29,0,379,672,BÁSICA,12,10
1323,PUEBLA,162,113,25,0,319,606,BÁSICA,12,10
1323,PUEBLA,153,152,33,0,348,607,CONTIGUA 1,12,10
1324,PUEBLA,203,88,16,0,0,545,BÁSICA,12,10
1324,PUEBLA,196,82,24,0,314,545,CONTIGUA 1,12,10
1324,PUEBLA,190,90,34,0,329,545,CONTIGUA 2,12,10
1325,PUEBLA,234,103,26,0,378,643,CONTIGUA 1,12,10
1325,PUEBLA,249,95,19,0,381,642,BÁSICA,12,10
1326,PUEBLA,108,93,28,0,239,467,CONTIGUA 1,12,10
1326,PUEBLA,141,61,30,0,241,466,BÁSICA,12,10
1327,PUEBLA,138,89,15,0,252,553,CONTIGUA 1,6,10
1327,PUEBLA,164,90,23,0,290,553,CONTIGUA 2,6,10
1327,PUEBLA,185,81,22,0,301,552,BÁSICA,6,10
1328,PUEBLA,157,84,15,0,266,539,CONTIGUA 2,9,10
1328,PUEBLA,144,92,22,0,267,538,BÁSICA,9,10
1328,PUEBLA,152,88,20,0,271,538,CONTIGUA 1,9,10
1329,PUEBLA,169,102,15,0,301,664,CONTIGUA 2,9,10
1329,PUEBLA,194,77,23,0,306,664,CONTIGUA 1,9,10
1329,PUEBLA,191,90,19,0,317,664,BÁSICA,9,10
1330,PUEBLA,119,61,13,0,201,444,CONTIGUA 1,9,10
1330,PUEBLA,129,58,13,0,204,444,BÁSICA,9,10
1331,PUEBLA,135,121,31,0,295,629,CONTIGUA 1,6,10
1331,PUEBLA,149,126,15,0,298,628,BÁSICA,6,10
1332,PUEBLA,118,82,17,0,226,456,CONTIGUA 1,6,10
1332,PUEBLA,141,76,12,0,244,456,BÁSICA,6,10
1333,PUEBLA,116,130,27,0,288,567,BÁSICA,6,10
1333,PUEBLA,127,123,17,0,0,567,CONTIGUA 1,6,10
1334,PUEBLA,173,99,16,0,292,576,CONTIGUA 1,6,10
1334,PUEBLA,162,129,14,0,316,575,BÁSICA,6,10
1335,PUEBLA,131,95,10,0,241,408,CONTIGUA 1,6,10
1335,PUEBLA,125,99,11,0,248,408,BÁSICA,6,10
1336,PUEBLA,125,81,21,0,236,472,BÁSICA,6,10
1337,PUEBLA,153,67,17,0,244,445,BÁSICA,6,10
1337,PUEBLA,155,67,16,1,247,445,CONTIGUA 1,6,10
1338,PUEBLA,104,90,20,0,228,507,CONTIGUA 2,6,16
1338,PUEBLA,147,75,11,0,240,506,BÁSICA,6,16
1338,PUEBLA,127,87,22,0,248,506,CONTIGUA 1,6,16
1339,PUEBLA,175,83,12,0,279,520,CONTIGUA 1,6,16
1339,PUEBLA,153,91,24,0,280,519,BÁSICA,6,16
1339,PUEBLA,181,86,16,0,0,520,CONTIGUA 2,6,16
1340,PUEBLA,179,138,20,1,354,673,BÁSICA,6,16
1340,PUEBLA,203,130,24,0,374,673,CONTIGUA 1,6,16
1341,PUEBLA,149,99,15,0,278,536,CONTIGUA 1,6,16
1341,PUEBLA,151,105,17,1,289,536,BÁSICA,6,16
1342,PUEBLA,140,100,17,0,277,529,BÁSICA,6,16
1342,PUEBLA,146,110,24,0,290,530,CONTIGUA 1,6,16
1343,PUEBLA,113,90,16,0,223,379,BÁSICA,6,10
1344,PUEBLA,169,136,18,0,337,578,BÁSICA,6,10
1345,PUEBLA,165,109,20,0,311,552,BÁSICA,6,10
1345,PUEBLA,167,121,28,0,329,553,CONTIGUA 1,6,10
1346,PUEBLA,145,122,24,0,303,555,BÁSICA,6,10
1346,PUEBLA,150,130,21,0,320,556,CONTIGUA 1,6,10
1347,PUEBLA,181,125,30,0,355,745,BÁSICA,6,10
1347,PUEBLA,218,118,49,0,0,745,CONTIGUA 1,6,10
1348,PUEBLA,220,117,26,0,381,718,CONTIGUA 1,9,10
1348,PUEBLA,229,108,26,0,397,717,BÁSICA,9,10
1349,PUEBLA,166,107,16,0,299,622,BÁSICA,9,10
1349,PUEBLA,170,98,19,0,307,622,CONTIGUA 1,9,10
1350,PUEBLA,151,74,9,0,241,505,BÁSICA,9,10
1350,PUEBLA,164,73,17,0,264,505,CONTIGUA 1,9,10
1350,PUEBLA,132,74,16,0,514,506,CONTIGUA 2,9,10
1351,PUEBLA,197,100,30,0,342,698,BÁSICA,9,10
1351,PUEBLA,185,121,33,0,356,698,CONTIGUA 1,9,10
1352,PUEBLA,178,86,20,0,295,580,CONTIGUA 1,6,10
1352,PUEBLA,171,109,22,0,312,579,BÁSICA,6,10
1352,PUEBLA,166,98,14,0,0,580,CONTIGUA 2,6,10
1353,PUEBLA,212,88,21,0,335,721,BÁSICA,6,10
1353,PUEBLA,183,113,27,0,341,722,CONTIGUA 1,6,10
1354,PUEBLA,182,130,27,0,350,649,BÁSICA,6,16
1354,PUEBLA,164,160,17,0,353,650,CONTIGUA 1,6,16
1355,PUEBLA,147,118,20,0,296,607,BÁSICA,6,11
1355,PUEBLA,150,127,20,0,315,607,CONTIGUA 2,6,11
1355,PUEBLA,152,134,22,0,316,608,CONTIGUA 3,6,11
1355,PUEBLA,164,130,24,0,333,607,CONTIGUA 1,6,11
1356,PUEBLA,178,121,25,0,337,674,BÁSICA,6,11
1356,PUEBLA,171,145,17,0,0,675,CONTIGUA 1,6,11
1357,PUEBLA,152,118,13,0,294,658,BÁSICA,6,11
1357,PUEBLA,163,135,27,0,339,658,CONTIGUA 1,6,11
1358,PUEBLA,192,145,23,0,372,729,BÁSICA,6,11
1358,PUEBLA,198,133,26,0,373,730,CONTIGUA 1,6,11
1359,PUEBLA,167,108,20,0,312,671,CONTIGUA 3,6,11
1359,PUEBLA,162,122,19,0,319,671,CONTIGUA 1,6,11
1359,PUEBLA,182,105,17,0,319,671,BÁSICA,6,11
1359,PUEBLA,171,97,24,1,327,671,CONTIGUA 2,6,11
1360,PUEBLA,166,105,26,0,304,537,CONTIGUA 1,6,10
1360,PUEBLA,160,124,30,0,322,537,BÁSICA,6,10
1361,PUEBLA,174,84,21,0,291,560,CONTIGUA 1,6,10
1361,PUEBLA,207,68,19,0,317,560,BÁSICA,6,10
1361,PUEBLA,182,110,21,0,327,560,CONTIGUA 2,6,10
1362,PUEBLA,156,101,27,0,298,601,CONTIGUA 1,6,10
1362,PUEBLA,149,118,28,0,0,601,BÁSICA,6,10
1363,PUEBLA,150,64,18,0,246,556,CONTIGUA 1,6,10
1363,PUEBLA,156,101,7,0,275,555,BÁSICA,6,10
1364,PUEBLA,166,99,15,0,303,606,CONTIGUA 1,6,10
1364,PUEBLA,174,100,22,0,315,606,BÁSICA,6,10
1365,PUEBLA,167,89,18,0,0,589,BÁSICA,9,10
1365,PUEBLA,141,89,29,1,274,590,CONTIGUA 2,9,10
1365,PUEBLA,164,99,21,0,298,590,CONTIGUA 1,9,10
1366,PUEBLA,140,85,17,1,259,536,BÁSICA,9,10
1366,PUEBLA,175,81,16,0,290,537,CONTIGUA 1,9,10
1366,PUEBLA,143,109,27,0,295,537,CONTIGUA 2,9,10
1367,PUEBLA,188,119,18,0,331,613,BÁSICA,9,10
1367,PUEBLA,210,90,19,0,336,613,CONTIGUA 1,9,10
1368,PUEBLA,158,130,14,0,314,666,BÁSICA,9,10
1369,PUEBLA,159,92,16,0,275,572,CONTIGUA 1,9,10
1369,PUEBLA,161,92,18,0,280,572,CONTIGUA 2,9,10
1369,PUEBLA,149,102,21,0,289,572,CONTIGUA 3,9,10
1369,PUEBLA,170,105,13,0,298,571,BÁSICA,9,10
1370,PUEBLA,153,104,27,0,296,619,CONTIGUA 1,6,10
1370,PUEBLA,147,117,20,0,299,618,BÁSICA,6,10
1370,PUEBLA,148,135,23,0,322,619,CONTIGUA 2,6,10
1371,PUEBLA,108,99,20,0,235,504,BÁSICA,6,11
1371,PUEBLA,105,103,17,0,246,504,CONTIGUA 2,6,11
1371,PUEBLA,122,99,20,0,0,504,CONTIGUA 1,6,11
1372,PUEBLA,159,116,18,0,310,615,CONTIGUA 1,6,11
1372,PUEBLA,179,109,13,0,315,614,BÁSICA,6,11
