MUNICIPIO,SECCION ELECTORAL,PAN,PRI,PRD,PT,PVEM,MC,MORENA,C_PAN_PRD_MC,C_PAN_PRD,C_PAN_MC,C_PRD_MC,C_PT_PVEM_MORENA,C_PT_PVEM,C_PT_MORENA,C_PVEM_MORENA,TOTAL DE VOTOS,LISTA NOMINAL,PRIORIDAD
PUEBLA,1199,377,109,25,43,22,23,304,70,6,8,0,60,9,42,5,1137,2919,BAJA (A)
PUEBLA,1072,289,150,19,117,61,18,256,42,7,5,0,79,9,19,8,1130,5995,BAJA (A)
PUEBLA,1374,336,159,9,60,14,27,265,66,12,8,2,102,7,13,6,1123,3578,BAJA (A)
PUEBLA,1212,409,129,9,55,19,20,237,72,8,8,0,90,5,16,5,1121,3375,BAJA (A)
PUEBLA,1589,287,172,13,60,23,28,260,59,8,10,1,104,5,16,4,1106,3745,BAJA (A)
PUEBLA,1070,402,121,11,61,19,31,244,64,6,5,0,57,9,16,5,1094,4681,BAJA (A)
PUEBLA,1093,670,58,13,30,10,29,82,114,14,13,0,30,1,5,2,1090,2175,BAJA (A)
PUEBLA,1058,431,67,13,64,35,18,249,68,8,11,1,65,3,9,13,1086,3389,BAJA (A)
PUEBLA,950,420,102,28,48,25,24,215,82,9,9,3,63,4,3,10,1085,3569,BAJA (A)
PUEBLA,1194,385,112,12,48,17,28,278,60,0,7,8,36,9,36,6,1083,2678,BAJA (A)
PUEBLA,951,408,147,17,49,25,28,188,86,5,14,0,62,6,3,1,1067,3405,BAJA (A)
PUEBLA,1197,404,88,16,53,16,26,264,61,6,7,4,67,11,12,5,1067,2776,BAJA (A)
PUEBLA,1416,276,136,12,113,61,22,243,42,3,7,1,98,8,10,3,1058,5500,BAJA (A)
PUEBLA,1533,578,79,4,33,5,25,170,97,7,6,4,29,4,2,2,1058,1939,BAJA (A)
