MUNICIPIO,SECCION ELECTORAL,PAN,PRI,PRD,PT,PVEM,MC,MORENA,C_PAN_PRD_MC,C_PAN_PRD,C_PAN_MC,C_PRD_MC,C_PT_PVEM_MORENA,C_PT_PVEM,C_PT_MORENA,C_PVEM_MORENA,TOTAL DE VOTOS,LISTA NOMINAL,PRIORIDAD
ZACATLAN,2475,41,193,5,50,14,10,127,0,0,0,0,22,7,3,0,508,2037,BAJA (A)
TEZIUTLAN,2161,139,64,11,23,54,11,136,17,2,0,0,28,3,4,3,508,1687,BAJA (A)
ORIENTAL,882,32,175,1,19,185,6,34,3,1,2,1,18,8,2,5,508,1162,BAJA (A)
PUEBLA,1015,162,39,8,25,22,8,133,42,3,2,1,36,2,3,3,508,1561,BAJA (A)
PUEBLA,1489,179,41,6,41,11,17,120,23,3,2,1,35,3,7,2,507,1220,BAJA (A)
PUEBLA,1147,290,34,6,21,7,14,58,46,6,2,0,7,2,1,5,507,906,BAJA (A)
PUEBLA,1377,140,88,7,20,14,12,115,29,3,3,0,52,1,4,4,507,2147,BAJA (A)
PUEBLA,949,222,36,8,8,4,6,120,46,7,3,1,19,2,9,2,506,1395,BAJA (A)
PUEBLA,2656,109,97,6,25,13,11,132,15,3,5,2,62,10,4,2,506,2122,BAJA (A)
PUEBLA,1323,162,54,11,35,7,14,105,31,4,3,1,36,1,8,3,506,1152,BAJA (A)
ATZITZINTLA,234,38,113,2,37,140,13,87,7,1,0,0,28,6,4,6,506,1597,BAJA (A)
ATLIXCO,193,187,37,9,21,9,12,147,24,5,1,0,24,4,4,2,506,1456,BAJA (A)
IXTACAMAXTITLAN,720,23,248,2,60,20,2,114,1,0,0,0,4,4,5,0,505,1053,BAJA (A)
PUEBLA,1422,104,113,5,49,18,9,122,22,2,0,0,39,5,3,2,505,2441,BAJA (A)
HUAQUECHULA,583,94,96,2,101,10,7,138,9,0,1,0,16,3,11,0,505,1314,BAJA (A)
TLAXCO,2297,61,37,6,17,281,5,71,0,1,0,0,1,2,0,5,505,996,BAJA (A)
CHIAUTZINGO,418,51,238,3,40,9,7,105,8,1,1,1,22,0,4,1,505,2421,BAJA (A)
CHIGNAHUAPAN,479,28,192,3,103,78,4,54,0,0,0,0,13,1,4,4,505,1660,BAJA (A)
CALPAN,246,151,166,8,24,10,19,73,18,0,1,1,15,0,4,3,504,1390,BAJA (A)
PUEBLA,1538,189,61,5,23,8,15,100,36,2,0,0,34,3,1,4,503,1321,BAJA (A)
AJALPAN,86,90,49,12,33,30,7,200,13,4,1,2,34,6,2,7,503,2032,BAJA (A)
ACATLAN,32,65,80,11,37,67,5,175,8,0,1,0,28,4,2,2,503,1891,BAJA (A)
PUEBLA,1378,176,66,7,26,8,14,97,29,1,3,0,43,2,6,4,503,1662,BAJA (A)
SAN NICOLAS BUENOS AIRES,1789,75,192,13,21,86,8,71,4,0,0,0,14,4,1,4,503,1418,BAJA (A)
TEPATLAXCO DE HIDALGO,2051,170,125,2,42,12,6,87,13,4,0,0,22,4,5,1,502,2019,BAJA (A)
HUEHUETLAN EL CHICO,640,43,95,7,43,139,3,112,1,0,1,0,22,8,9,4,501,1647,BAJA (A)
ZAPOTITLAN,2491,53,17,6,64,159,5,168,0,0,0,0,11,3,6,2,501,1176,BAJA (A)
TEPANCO DE LOPEZ,2046,103,33,2,52,30,6,215,4,0,1,1,30,10,3,5,501,2087,BAJA (A)
CHIAUTLA,403,27,69,2,35,61,11,266,0,0,1,0,11,3,2,4,501,1902,BAJA (A)
SAN SALVADOR HUIXCOLOTLA,1868,98,137,14,34,10,7,142,8,3,2,0,27,3,8,3,501,2769,BAJA (A)
TOCHIMILCO,2306,74,248,8,38,9,11,86,6,0,0,0,4,5,2,1,501,2047,BAJA (A)
HUAQUECHULA,569,64,190,4,90,32,7,71,9,1,1,1,14,2,3,1,500,1618,BAJA (A)
PUEBLA,1289,197,63,9,19,4,12,86,37,1,4,4,28,1,7,3,500,1070,BAJA (A)
XIUTETELCO,2399,86,126,4,35,47,8,130,6,3,0,0,29,4,7,1,500,2588,BAJA (A)
ESPERANZA,526,105,32,5,18,86,9,176,8,2,1,0,24,10,3,3,500,1789,BAJA (A)
SAN FELIPE TEPATLAN,1683,4,134,3,62,156,7,82,0,1,0,0,13,6,2,2,500,825,BAJA (A)
ATLIXCO,170,148,71,8,24,14,5,167,11,0,2,0,28,0,4,2,500,2001,BAJA (A)
CHIAUTZINGO,420,138,154,8,36,22,10,75,7,3,2,0,17,0,3,0,499,2202,BAJA (A)
TEHUITZINGO,2017,44,184,3,33,26,3,149,1,2,0,0,30,2,11,2,499,1870,BAJA (A)
LIBRES,813,97,63,4,70,37,8,150,12,1,1,0,33,4,6,2,499,1682,BAJA (A)
PUEBLA,1490,176,48,2,25,5,12,113,45,2,4,1,41,3,2,3,499,1266,BAJA (A)
PUEBLA,1399,193,50,9,15,7,11,124,29,2,6,2,27,1,6,4,499,1250,BAJA (A)
PUEBLA,1041,212,46,4,17,19,12,85,26,7,1,0,40,2,6,3,499,1386,BAJA (A)
PUEBLA,1258,100,202,2,51,18,5,59,12,1,1,0,8,4,2,1,499,1919,BAJA (A)
SAN MATIAS TLALANCALECA,1777,183,96,10,47,11,9,79,12,3,1,2,19,4,3,5,499,1913,BAJA (A)
XICOTEPEC,2384,66,193,8,77,27,5,81,0,1,0,0,7,8,9,2,498,1188,BAJA (A)
PUEBLA,1088,334,26,11,5,5,11,32,47,4,4,0,12,0,1,2,498,893,BAJA (A)
HUAUCHINANGO,607,105,72,19,30,53,5,142,13,3,0,0,22,1,7,3,498,1645,BAJA (A)
PUEBLA,1479,281,27,8,9,6,18,78,38,5,5,0,14,0,2,0,497,924,BAJA (A)
NOPALUCAN,850,52,88,10,83,67,6,127,9,1,3,1,22,7,5,6,497,2802,BAJA (A)
CUETZALAN DEL PROGRESO,348,37,264,0,22,40,4,75,0,2,0,0,9,4,1,4,497,1346,BAJA (A)
PUEBLA,1507,241,25,6,16,10,7,91,39,5,1,0,28,2,2,8,496,1050,BAJA (A)
CHILCHOTLA,510,93,128,5,100,28,16,79,2,0,0,0,12,7,6,1,496,2621,BAJA (A)
PUEBLA,998,259,33,11,19,8,6,73,40,5,1,1,20,0,3,0,496,1227,BAJA (A)
OCOTEPEC,855,92,127,3,42,20,11,141,4,4,0,0,9,1,5,7,495,1522,BAJA (A)
AMOZOC,128,169,62,7,28,9,9,122,26,8,5,0,29,1,1,2,495,1644,BAJA (A)
PUEBLA,1362,162,60,15,26,14,14,90,33,6,2,2,32,2,4,1,493,1304,BAJA (A)
PALMAR DE BRAVO,909,96,128,28,68,28,10,79,11,1,2,0,14,7,5,1,493,1938,BAJA (A)
TEZIUTLAN,2140,165,62,5,24,24,15,116,17,3,0,0,26,3,3,5,493,1787,BAJA (A)
PALMAR DE BRAVO,897,132,155,10,29,8,6,84,14,2,3,0,23,0,5,2,493,1657,BAJA (A)
TLACHICHUCA,2222,61,199,1,47,50,5,81,4,1,0,1,16,4,4,3,493,1182,BAJA (A)
PUEBLA,1120,236,45,7,10,8,11,82,42,3,7,1,23,0,2,2,493,1131,BAJA (A)
LOS REYES DE JUAREZ,1643,50,143,4,47,12,7,149,16,0,0,3,25,3,13,2,493,2047,BAJA (A)
PUEBLA,1438,247,33,7,11,3,19,55,46,2,11,0,28,1,3,1,492,1000,BAJA (A)
TETELA DE OCAMPO,2119,9,264,6,58,20,2,96,0,0,0,0,10,6,2,1,492,1136,BAJA (A)
TEPEYAHUALCO,2112,124,33,5,29,109,4,140,6,0,2,1,17,4,5,2,492,2065,BAJA (A)
TECOMATLAN,1930,11,386,3,17,7,0,56,0,0,1,0,5,0,4,1,492,1171,BAJA (A)
ATLIXCO,162,128,66,3,34,11,5,166,14,2,0,0,36,4,2,2,491,1429,BAJA (A)
PUEBLA,1100,311,22,8,12,3,11,45,50,5,5,0,10,0,1,2,491,875,BAJA (A)
MOLCAXAC,826,35,140,1,51,72,2,151,0,0,0,0,14,8,4,2,491,1337,BAJA (A)
CHALCHICOMULA DE SESMA,391,39,191,7,46,37,1,117,0,0,0,0,22,3,3,7,491,1354,BAJA (A)
RAFAEL LARA GRAJALES,1638,109,71,3,29,37,3,144,12,2,2,1,40,3,4,1,491,2042,BAJA (A)
SAN SEBASTIAN TLACOTEPEC,2206,28,29,4,145,9,4,242,0,0,0,0,4,2,4,2,490,1108,BAJA (A)
ATZITZIHUACAN,228,75,84,7,49,218,3,25,11,2,0,0,0,1,1,0,490,1099,BAJA (A)
PUEBLA,1354,179,58,4,21,15,13,94,25,11,1,0,41,2,1,7,490,1228,BAJA (A)
OLINTLA,874,89,177,6,38,16,2,104,1,1,0,0,6,2,1,1,490,806,BAJA (A)
PUEBLA,1166,306,22,4,9,2,13,54,56,2,7,0,4,0,1,0,490,864,BAJA (A)
QUECHOLAC,1614,45,239,4,30,14,1,100,11,1,0,0,21,4,4,2,490,1903,BAJA (A)
PUEBLA,2603,225,43,10,13,6,11,97,37,5,2,0,22,1,6,2,490,1368,BAJA (A)
SAN MATIAS TLALANCALECA,1779,139,135,11,33,9,7,91,15,1,0,1,19,1,3,0,489,1985,BAJA (A)
HUEJOTZINGO,662,153,35,5,54,71,7,103,7,2,1,0,16,1,13,8,489,2226,BAJA (A)
CHIAUTLA,404,19,60,5,37,82,5,225,2,0,1,0,23,8,7,4,489,1501,BAJA (A)
HUEHUETLA,638,10,157,5,51,35,4,194,0,0,0,0,10,3,3,4,489,1109,BAJA (A)
ACATENO,21,38,99,2,75,17,6,222,1,0,0,0,11,2,2,2,488,1331,BAJA (A)
PUEBLA,1371,151,70,6,22,18,11,102,27,3,3,0,37,3,7,5,488,1442,BAJA (A)
TEHUACAN,1946,120,44,8,38,35,6,175,14,0,1,3,19,0,5,6,488,2112,BAJA (A)
PUEBLA,2552,161,76,9,24,12,11,87,37,3,3,0,36,3,1,2,488,1298,BAJA (A)
PUEBLA,1481,196,43,5,15,7,16,115,45,2,5,0,19,1,2,2,488,902,BAJA (A)
PUEBLA,1367,187,52,5,17,16,10,100,43,3,3,0,29,1,5,2,488,1127,BAJA (A)
XIUTETELCO,2402,59,150,11,50,28,17,109,2,1,1,1,18,9,5,1,488,2036,BAJA (A)
CHIGNAHUAPAN,474,15,124,2,235,14,2,58,0,0,0,1,9,4,3,0,487,951,BAJA (A)
JUAN C. BONILLA,789,124,67,8,31,22,13,136,28,6,2,2,30,3,3,3,487,1967,BAJA (A)
TEPANCO DE LOPEZ,2047,69,74,5,69,17,6,184,3,2,0,1,28,5,8,4,487,2429,BAJA (A)
SAN SALVADOR HUIXCOLOTLA,1870,109,88,6,38,14,4,174,11,2,0,0,23,3,7,1,487,2593,BAJA (A)
ZACAPOAXTLA,2434,120,86,3,25,30,3,145,16,0,0,0,25,1,3,2,487,1447,BAJA (A)
ACATLAN,35,94,178,23,24,26,2,98,3,3,0,1,19,3,2,0,487,2167,BAJA (A)
PUEBLA,1054,200,44,6,26,10,6,93,34,6,5,0,31,4,7,0,487,1799,BAJA (A)
COXCATLAN,296,104,46,8,61,15,15,171,7,0,2,1,33,4,4,4,487,1501,BAJA (A)
PUEBLA,1225,166,52,9,16,9,12,111,41,4,5,1,26,3,4,5,487,1450,BAJA (A)
TEZIUTLAN,2135,114,86,6,25,32,11,151,11,1,0,0,21,1,5,3,486,1271,BAJA (A)
PUEBLA,1305,149,79,6,16,7,10,113,31,4,4,0,32,3,4,5,485,1350,BAJA (A)
CHIETLA,441,54,35,5,62,101,13,140,7,2,1,1,30,4,4,6,485,1840,BAJA (A)
CUAUTEMPAN,322,20,90,3,47,187,7,94,1,0,0,1,11,5,1,4,485,923,BAJA (A)
AYOTOXCO DE GUERRERO,243,42,187,3,49,45,5,112,0,0,0,0,16,7,1,2,485,1271,BAJA (A)
PUEBLA,1222,154,69,5,35,13,11,91,38,2,5,1,22,3,3,6,484,1295,BAJA (A)
CHALCHICOMULA DE SESMA,390,43,223,3,18,20,8,118,2,3,0,0,15,2,9,6,484,1622,BAJA (A)
LOS REYES DE JUAREZ,1646,132,108,7,36,13,9,102,18,3,6,1,20,2,5,2,483,2261,BAJA (A)
TIANGUISMANALCO,2180,100,120,5,20,51,8,117,7,3,0,0,18,4,7,0,482,1909,BAJA (A)
PUEBLA,1340,150,65,4,12,16,3,128,30,0,1,1,48,9,3,0,482,1228,BAJA (A)
HUITZILTEPEC,701,62,205,2,34,50,2,80,3,2,0,0,17,4,3,4,482,1397,BAJA (A)
PUEBLA,1331,165,68,3,13,10,18,105,26,2,5,1,33,3,7,5,482,1252,BAJA (A)
PUEBLA,1137,217,41,8,18,9,17,85,35,8,5,1,17,0,2,1,481,1164,BAJA (A)
SAN MARTIN TEXMELUCAN,1743,172,77,16,31,29,18,81,9,2,1,1,17,1,2,1,481,1492,BAJA (A)
COXCATLAN,305,36,32,4,43,73,7,217,3,1,1,0,31,5,3,7,481,1663,BAJA (A)
PUEBLA,1146,285,33,13,8,4,9,48,45,5,2,0,12,0,1,1,480,919,BAJA (A)
CUYOACO,368,32,77,2,60,31,8,185,1,0,0,0,35,9,6,4,480,1140,BAJA (A)
PUEBLA,1126,244,32,12,22,4,7,84,36,6,2,0,15,2,2,1,480,1135,BAJA (A)
CHIAUTLA,400,49,42,1,15,76,2,251,0,2,0,1,17,1,9,1,479,1428,BAJA (A)
SAN MARTIN TEXMELUCAN,1727,158,45,10,56,21,8,114,17,0,5,1,17,2,3,2,479,1667,BAJA (A)
PUEBLA,1177,207,92,13,17,13,17,62,32,3,1,0,11,1,6,0,479,1366,BAJA (A)
PUEBLA,1474,172,54,9,27,10,12,116,41,3,1,1,15,3,6,0,479,1299,BAJA (A)
AHUEHUETITLA,79,13,48,4,154,14,0,190,2,0,0,0,21,4,11,7,478,1822,BAJA (A)
OCOTEPEC,854,144,93,5,37,9,5,118,9,4,1,0,24,2,3,4,478,1428,BAJA (A)
GUADALUPE,554,33,24,4,63,44,1,237,2,1,0,0,27,12,6,9,478,1180,BAJA (A)
CALTEPEC,254,118,104,2,33,24,5,142,9,3,1,0,20,3,1,3,478,934,BAJA (A)
ATLIXCO,161,157,55,6,20,14,12,131,9,0,2,2,36,1,6,2,478,1367,BAJA (A)
SAN MARTIN TEXMELUCAN,1730,195,54,12,34,8,15,100,14,1,6,0,19,1,1,1,477,1351,BAJA (A)
PALMAR DE BRAVO,910,95,115,29,55,21,21,69,22,2,3,3,24,2,4,3,477,2037,BAJA (A)
CHALCHICOMULA DE SESMA,381,108,190,4,18,29,4,62,10,1,5,0,18,4,4,2,477,1390,BAJA (A)
ACATLAN,44,40,152,3,54,48,6,134,0,0,0,0,16,5,5,2,477,1176,BAJA (A)
CHIAUTZINGO,416,131,99,6,44,24,15,92,13,1,4,0,18,1,4,6,477,1764,BAJA (A)
PUEBLA,1360,204,46,6,16,9,10,94,40,3,1,0,23,1,6,3,477,996,BAJA (A)
TECALI DE HERRERA,1905,58,170,0,17,4,6,183,3,1,2,1,8,7,5,2,476,1965,BAJA (A)
TEPEYAHUALCO,2113,82,168,4,19,71,4,77,2,0,4,0,16,5,2,1,476,1703,BAJA (A)
PUEBLA,1475,167,43,9,16,16,7,130,17,4,1,2,45,1,3,5,476,1147,BAJA (A)
OLINTLA,870,57,141,5,72,11,9,154,0,1,0,0,2,5,4,1,476,838,BAJA (A)
TENAMPULCO,2025,37,144,2,31,32,3,176,2,0,1,0,25,5,2,2,476,1066,BAJA (A)
PAHUATLAN,884,44,43,8,40,143,4,142,3,1,0,0,22,1,2,3,476,1159,BAJA (A)
TLACOTEPEC DE BENITO JUAREZ,2184,124,86,6,72,5,5,128,9,0,2,0,20,6,4,1,476,1459,BAJA (A)
SAN JOSE MIAHUATLAN,1714,23,172,11,75,11,2,126,1,2,0,0,28,6,4,3,475,1231,BAJA (A)
HUITZILTEPEC,702,82,162,1,38,67,6,78,9,1,1,0,14,2,1,6,475,1503,BAJA (A)
TEPANCO DE LOPEZ,2045,104,36,6,52,19,7,193,6,2,1,0,27,3,7,4,475,1842,BAJA (A)
AYOTOXCO DE GUERRERO,244,39,234,2,33,32,3,94,3,0,1,0,8,4,1,1,475,1202,BAJA (A)
TOCHIMILCO,2305,129,202,3,8,41,3,36,6,2,3,0,12,2,0,1,474,1134,BAJA (A)
TLANEPANTLA,2252,79,201,11,38,13,1,75,12,3,2,0,18,4,5,2,473,1611,BAJA (A)
CUETZALAN DEL PROGRESO,357,43,268,3,17,38,5,71,0,0,1,0,4,1,3,2,472,1112,BAJA (A)
TLAXCO,2296,69,51,8,10,247,3,48,1,1,1,1,2,4,4,4,472,971,BAJA (A)
PUEBLA,2570,108,120,5,28,9,10,75,32,3,3,4,41,5,8,1,472,1624,BAJA (A)
XICOTEPEC,2378,138,38,6,58,21,4,148,7,0,0,1,24,2,7,1,472,2153,BAJA (A)
PUEBLA,1433,209,56,8,20,4,17,88,22,3,5,1,20,3,0,2,471,1045,BAJA (A)
CUAUTLANCINGO,335,174,57,8,41,10,6,101,26,1,0,0,29,1,5,3,471,1656,BAJA (A)
PUEBLA,985,225,30,4,18,6,10,102,37,7,4,1,14,3,0,0,471,906,BAJA (A)
TEPEXI DE RODRIGUEZ,2107,52,122,2,53,24,5,154,2,0,1,0,29,4,3,9,471,1259,BAJA (A)
PUEBLA,1387,212,29,6,19,11,8,106,26,3,5,0,27,2,2,1,471,985,BAJA (A)
CHIETLA,443,12,35,5,71,231,6,77,11,0,0,0,5,2,3,6,471,1244,BAJA (A)
PUEBLA,1012,228,31,7,13,12,8,108,24,4,2,0,25,1,3,1,470,1026,BAJA (A)
SAN ANDRES CHOLULA,2638,177,59,6,15,9,12,103,29,4,6,0,30,4,1,1,470,1164,BAJA (A)
PUEBLA,1296,143,63,7,24,13,11,122,16,3,2,0,33,1,5,4,470,1398,BAJA (A)
HUITZILTEPEC,703,31,67,0,37,79,3,170,6,0,2,0,46,7,11,2,470,1202,BAJA (A)
VICENTE GUERRERO,2352,129,171,1,49,15,1,85,3,0,0,0,9,2,0,1,470,1013,BAJA (A)
PUEBLA,1527,190,47,10,13,9,14,98,29,2,7,1,27,0,2,2,470,893,BAJA (A)
YEHUALTEPEC,2423,63,83,6,58,22,2,164,5,1,1,0,35,5,7,12,469,1839,BAJA (A)
ACAJETE,7,134,128,9,45,6,11,82,12,5,3,0,22,4,4,0,469,2910,BAJA (A)
ACAJETE,18,87,121,11,41,10,11,105,9,1,2,0,32,9,2,8,469,2315,BAJA (A)
PUEBLA,1574,158,36,6,17,12,4,114,30,4,5,1,42,1,9,6,468,1178,BAJA (A)
PUEBLA,1393,165,49,7,22,12,14,99,28,2,3,1,38,3,4,1,468,1309,BAJA (A)
ATLIXCO,167,145,85,4,21,8,7,138,12,1,1,0,20,0,3,3,468,1156,BAJA (A)
CHICHIQUILA,436,101,135,8,39,17,4,111,1,1,2,0,19,7,4,0,467,1361,BAJA (A)
PUEBLA,1351,172,60,8,18,15,15,96,28,5,2,1,25,3,6,1,467,1343,BAJA (A)
SAN MARTIN TEXMELUCAN,1763,99,178,3,35,13,7,78,16,2,2,0,13,5,2,2,467,2480,BAJA (A)
SAN PEDRO CHOLULA,1836,180,49,5,18,11,18,117,23,1,2,2,18,2,4,3,466,1193,BAJA (A)
PUEBLA,1436,304,20,7,8,4,14,46,40,4,5,0,7,0,0,1,466,812,BAJA (A)
AJALPAN,100,83,22,14,55,21,5,185,2,3,0,0,46,11,3,7,466,1340,BAJA (A)
TECALI DE HERRERA,1901,134,80,7,24,11,11,109,10,3,4,2,37,2,2,5,465,1954,BAJA (A)
PUEBLA,1357,154,52,6,28,8,5,88,31,6,4,2,46,5,3,5,465,1277,BAJA (A)
ACAJETE,14,63,216,5,23,4,5,97,10,2,0,0,20,3,3,0,465,1807,BAJA (A)
IXTACAMAXTITLAN,726,16,283,7,55,20,5,54,1,0,1,1,3,1,1,1,465,1164,BAJA (A)
COHETZALA,277,8,31,1,238,132,1,42,0,0,0,0,2,0,2,0,464,962,BAJA (A)
TEOPANTLAN,2034,201,32,2,80,23,1,82,0,1,1,0,10,5,4,4,464,1197,BAJA (A)
ATLIXCO,178,160,51,7,13,8,5,152,18,3,1,2,22,2,1,1,464,1264,BAJA (A)
JUAN GALINDO,792,75,65,5,46,14,10,194,1,0,0,0,25,3,8,2,464,1658,BAJA (A)
HUAQUECHULA,575,52,142,5,105,16,3,103,8,0,0,1,12,2,3,2,464,1073,BAJA (A)
TEHUACAN,1989,156,25,5,18,16,7,165,9,5,2,0,33,0,3,3,463,1373,BAJA (A)
ACATLAN,29,56,77,7,43,28,3,187,3,2,0,1,29,2,6,0,463,2712,BAJA (A)
COATEPEC,273,7,44,3,40,125,1,232,0,0,0,0,0,2,1,1,463,721,BAJA (A)
ZACATLAN,2466,135,66,6,41,45,11,108,17,2,2,0,11,0,4,2,463,1268,BAJA (A)
TEHUITZINGO,2023,30,226,2,29,14,3,122,1,0,0,0,20,4,4,2,463,1256,BAJA (A)
PUEBLA,962,173,51,5,12,6,8,100,43,3,4,1,31,0,1,6,463,1081,BAJA (A)
PALMAR DE BRAVO,905,84,86,11,59,22,14,104,12,6,2,1,30,1,6,3,462,2323,BAJA (A)
PUEBLA,2565,137,72,6,22,16,12,104,25,5,0,0,35,2,5,4,462,1484,BAJA (A)
PUEBLA,1133,218,45,5,25,5,14,66,46,3,5,2,16,2,2,1,462,1123,BAJA (A)
IZUCAR DE MATAMOROS,754,33,45,4,62,152,13,93,7,0,1,0,18,7,6,5,462,1571,BAJA (A)
TOCHTEPEC,2314,82,94,5,27,30,3,144,9,3,4,0,39,2,10,2,462,1732,BAJA (A)
CORONANGO,290,153,106,8,26,8,12,60,36,9,6,0,26,2,2,4,461,1988,BAJA (A)
SAN MARTIN TEXMELUCAN,1749,151,59,8,47,13,14,110,14,1,0,0,16,2,6,0,461,1800,BAJA (A)
PUEBLA,2652,100,75,6,31,10,6,117,28,4,3,1,44,8,12,3,461,1542,BAJA (A)
JOLALPAN,774,6,26,6,122,126,3,119,0,0,0,0,25,9,6,3,461,879,BAJA (A)
TECAMACHALCO,1928,104,75,4,41,9,14,148,5,0,4,1,31,6,6,0,461,1695,BAJA (A)
PUEBLA,1383,177,41,7,17,6,17,85,40,5,3,2,26,1,4,2,461,1059,BAJA (A)
ACATLAN,37,22,157,5,29,36,2,183,0,0,0,0,10,3,5,2,461,2062,BAJA (A)
PUEBLA,1132,238,31,8,10,2,8,75,39,5,8,2,17,0,3,1,460,1049,BAJA (A)
CALPAN,247,136,143,11,32,15,2,59,11,3,2,0,21,4,5,1,459,1252,BAJA (A)
PUEBLA,1302,175,19,29,26,20,38,97,22,3,6,0,16,0,0,1,459,687,BAJA (A)
CHIAUTLA,412,15,79,1,23,87,2,232,0,0,0,0,8,2,0,0,459,1165,BAJA (A)
ZACAPOAXTLA,2452,53,144,5,47,11,2,120,4,2,0,0,13,2,2,2,459,2075,BAJA (A)
SAN SALVADOR EL VERDE,1866,69,93,9,112,12,14,99,12,0,2,0,12,4,3,5,459,2497,BAJA (A)
HUAUCHINANGO,619,42,97,5,55,64,7,131,2,0,0,0,19,2,5,4,458,2068,BAJA (A)
ATLIXCO,202,151,68,8,15,10,6,126,12,1,5,0,25,2,3,2,458,1873,BAJA (A)
SAN MARTIN TEXMELUCAN,1733,161,45,9,52,17,9,112,15,3,2,0,17,0,3,1,458,1592,BAJA (A)
SAN PEDRO CHOLULA,1835,193,54,5,14,3,14,82,41,3,7,3,21,2,2,0,458,992,BAJA (A)
SAN GABRIEL CHILAC,1690,33,145,4,41,66,10,106,0,1,0,0,10,3,4,3,458,1618,BAJA (A)
CORONANGO,289,152,90,6,22,17,10,98,24,4,3,0,20,0,2,2,458,2226,BAJA (A)
PUEBLA,1162,270,25,3,6,4,14,50,48,4,8,0,12,1,3,0,458,749,BAJA (A)
TEPANCO DE LOPEZ,2048,76,56,3,61,18,12,170,5,3,2,0,31,0,7,5,457,2256,BAJA (A)
PUEBLA,2560,145,45,13,24,8,8,115,40,6,1,0,29,1,7,1,457,1240,BAJA (A)
PAHUATLAN,887,62,32,5,39,138,4,130,0,2,1,0,10,9,1,3,457,1057,BAJA (A)
PUEBLA,1385,176,44,4,20,3,8,116,26,3,5,0,30,0,4,4,456,1065,BAJA (A)
ZACATLAN,2486,69,173,2,37,15,2,90,10,0,2,0,23,3,7,3,456,1665,BAJA (A)
JOPALA,782,100,51,8,116,15,9,122,2,0,0,0,13,3,7,0,456,1158,BAJA (A)
ACAJETE,6,120,94,8,47,10,10,102,14,1,1,0,27,1,7,2,455,2585,BAJA (A)
QUECHOLAC,1615,66,180,8,55,17,8,65,4,2,0,1,17,7,5,4,455,1667,BAJA (A)
PUEBLA,1573,153,66,7,16,10,7,97,18,4,4,0,47,2,2,2,455,1102,BAJA (A)
CHIAUTLA,405,13,49,3,49,139,2,152,0,0,1,0,19,4,4,8,455,1860,BAJA (A)
PUEBLA,1465,151,67,9,19,11,12,96,34,3,3,1,23,3,9,0,455,1520,BAJA (A)
PAHUATLAN,883,48,42,5,31,144,1,140,2,1,0,0,10,5,4,4,455,1183,BAJA (A)
FRANCISCO Z. MENA,537,39,38,9,55,10,3,230,1,1,0,0,27,6,10,4,454,1496,BAJA (A)
PUEBLA,1333,149,79,5,14,12,13,89,22,5,2,0,36,1,3,2,454,1148,BAJA (A)
PUEBLA,1064,150,58,8,15,14,11,113,30,4,4,0,27,1,5,4,454,1573,BAJA (A)
PUEBLA,1102,201,46,2,13,9,12,72,31,3,5,0,28,5,1,3,453,1262,BAJA (A)
XICOTEPEC,2369,125,81,5,35,20,11,112,13,1,1,0,26,2,4,2,453,1506,BAJA (A)
PUEBLA,980,162,46,9,26,13,8,119,29,7,1,0,20,3,0,2,453,1404,BAJA (A)
PUEBLA,1316,145,61,5,18,8,5,123,15,6,4,0,33,2,3,0,453,1365,BAJA (A)
PUEBLA,1227,156,49,4,28,9,15,91,38,5,4,2,32,2,4,1,452,1231,BAJA (A)
PUEBLA,1111,200,34,2,15,5,14,83,48,2,2,0,23,2,5,0,452,1069,BAJA (A)
CHALCHICOMULA DE SESMA,393,42,149,4,61,24,8,90,1,1,0,0,40,7,4,5,452,980,BAJA (A)
ACATLAN,30,72,86,7,24,31,6,177,9,1,1,0,23,1,2,2,452,1464,BAJA (A)
HUATLATLAUCA,591,44,78,2,63,18,10,177,1,1,0,1,32,7,3,3,451,920,BAJA (A)
TEPATLAXCO DE HIDALGO,2052,153,76,6,21,28,4,90,21,3,4,0,27,3,7,1,451,1880,BAJA (A)
ATLIXCO,209,166,76,4,19,20,9,82,18,0,4,0,16,6,4,1,451,1591,BAJA (A)
PUEBLA,1255,85,113,3,27,17,0,118,21,0,6,0,28,5,4,6,451,2237,BAJA (A)
SAN PEDRO CHOLULA,1829,124,81,8,26,21,11,106,16,3,4,1,25,3,4,6,451,2081,BAJA (A)
ACATENO,26,17,78,0,77,14,2,224,0,0,0,0,14,7,5,3,451,978,BAJA (A)
TEHUACAN,1981,136,19,3,20,15,5,182,13,2,3,0,31,2,3,3,451,1119,BAJA (A)
TEZIUTLAN,2154,103,55,11,30,63,7,104,20,4,4,2,23,2,5,4,450,1793,BAJA (A)
VENUSTIANO CARRANZA,2347,173,7,5,29,12,14,147,5,4,3,0,19,3,7,5,450,902,BAJA (A)
SAN ANDRES CHOLULA,2641,286,20,6,20,6,12,52,40,2,0,0,6,0,0,0,450,925,BAJA (A)
SAN MARTIN TEXMELUCAN,1770,90,92,14,63,17,4,107,11,2,1,0,18,5,2,2,450,3196,BAJA (A)
PUEBLA,2663,247,28,6,12,9,13,62,40,7,3,0,13,2,3,0,450,1180,BAJA (A)
PUEBLA,960,203,23,8,21,5,18,74,40,3,4,0,26,1,5,2,450,889,BAJA (A)
