MUNICIPIO,SECCION ELECTORAL,PAN,PRI,PRD,PT,PVEM,MC,MORENA,C_PAN_PRD_MC,C_PAN_PRD,C_PAN_MC,C_PRD_MC,C_PT_PVEM_MORENA,C_PT_PVEM,C_PT_MORENA,C_PVEM_MORENA,TOTAL DE VOTOS,LISTA NOMINAL,PRIORIDAD
ATLIXCO,204,61,66,5,20,5,4,71,7,1,0,0,11,3,6,2,268,1455,BAJA (A)
SAN PEDRO CHOLULA,1833,68,17,7,20,17,16,68,9,1,1,0,14,2,5,5,268,1204,BAJA (A)
CHIAUTZINGO,421,40,126,2,22,9,1,37,4,1,1,0,9,5,4,2,268,1199,BAJA (A)
ZOQUITLAN,2542,38,18,35,46,5,0,81,0,12,0,0,1,1,3,0,267,608,BAJA (A)
CHIGMECATITLAN,460,57,38,5,14,71,3,57,0,3,0,0,7,3,4,0,267,528,BAJA (A)
LAFRAGUA,807,21,93,1,25,76,4,23,4,1,2,0,9,1,1,2,267,832,BAJA (A)
JOPALA,781,32,18,18,47,8,3,113,0,0,0,0,8,2,3,2,267,1162,BAJA (A)
AHUATLAN,71,33,107,1,29,6,0,77,1,0,0,0,6,0,1,0,266,677,BAJA (A)
SAN MARTIN TEXMELUCAN,1764,90,52,7,22,15,8,35,7,2,2,0,9,1,4,1,266,1771,BAJA (A)
SAN NICOLAS DE LOS RANCHOS,1795,45,63,21,18,6,2,81,6,2,0,1,9,1,3,0,264,980,BAJA (A)
ATLEQUIZAYAN,705,9,7,0,32,11,1,165,0,0,0,0,11,3,6,7,264,784,BAJA (A)
CHIAUTLA,408,3,82,2,8,38,0,116,1,0,0,0,2,1,5,1,263,691,BAJA (A)
ATLIXCO,180,107,23,8,13,8,5,66,7,2,2,0,9,0,1,0,263,703,BAJA (A)
PUEBLA,2600,137,19,3,10,4,6,50,17,3,0,0,7,0,0,1,263,710,BAJA (A)
PUEBLA,1445,93,36,8,7,3,5,71,13,3,0,0,8,0,0,1,262,762,BAJA (A)
TOCHIMILCO,2304,86,15,3,18,26,3,72,3,0,3,1,6,3,7,2,262,590,BAJA (A)
PUEBLA,1274,131,20,4,6,1,8,40,21,3,5,0,9,0,4,2,262,509,BAJA (A)
TLATLAUQUITEPEC,2276,54,39,6,30,37,4,55,4,0,1,0,8,4,1,1,262,1311,BAJA (A)
PETLALCINGO,924,18,80,4,23,31,2,72,0,0,0,0,13,5,1,3,262,1185,BAJA (A)
PUEBLA,1020,114,22,3,5,6,5,41,33,0,0,0,26,0,0,0,261,662,BAJA (A)
TULCINGO,2324,4,35,5,12,129,3,42,1,0,0,0,9,2,0,3,261,939,BAJA (A)
PUEBLA,2605,118,15,4,7,2,9,52,21,0,1,1,18,0,4,0,261,777,BAJA (A)
TLACOTEPEC DE BENITO JUAREZ,2197,81,31,3,42,2,4,47,6,1,0,1,20,7,5,4,260,1799,BAJA (A)
TEHUITZINGO,2022,11,101,3,14,9,0,104,0,0,0,0,7,1,4,0,260,766,BAJA (A)
IZUCAR DE MATAMOROS,760,12,35,7,55,23,10,92,1,0,1,0,9,4,3,1,260,1055,BAJA (A)
PUEBLA,964,126,21,2,3,1,6,57,17,3,1,0,11,1,4,1,260,571,BAJA (A)
SAN PEDRO CHOLULA,1841,49,35,7,27,20,5,66,9,1,0,0,15,3,3,4,260,1576,BAJA (A)
HUATLATLAUCA,589,93,31,0,27,9,2,64,1,0,2,0,13,4,2,2,259,622,BAJA (A)
ACATENO,24,22,29,3,45,6,0,136,1,0,0,0,5,2,2,4,259,529,BAJA (A)
COYOTEPEC,316,48,99,3,12,2,0,70,0,3,0,0,11,1,2,1,259,516,BAJA (A)
SAN FELIPE TEOTLALCINGO,1677,59,76,2,24,5,7,48,10,1,2,0,10,1,3,1,259,1482,BAJA (A)
TEZIUTLAN,2155,54,44,8,15,18,10,71,6,1,0,0,22,2,2,0,258,928,BAJA (A)
PUEBLA,946,106,25,7,15,6,6,68,8,2,1,0,10,0,1,0,258,743,BAJA (A)
JUAN GALINDO,794,32,43,1,18,10,2,110,1,0,0,0,21,1,5,3,257,770,BAJA (A)
PUEBLA,2593,121,24,5,10,2,8,52,22,0,0,0,7,0,0,1,257,673,BAJA (A)
ZACATLAN,2477,42,60,3,50,9,7,54,1,0,0,0,10,3,4,0,257,1021,BAJA (A)
ATLIXCO,157,81,36,4,16,4,3,77,7,1,1,0,15,0,0,0,257,739,BAJA (A)
TEZIUTLAN,2144,90,22,2,8,30,2,78,6,0,1,0,10,1,0,0,257,818,BAJA (A)
SAN MARTIN TEXMELUCAN,1738,113,24,3,24,7,3,51,9,2,0,1,6,1,1,3,256,774,BAJA (A)
TEHUACAN,1997,59,26,8,14,6,4,112,1,0,0,0,17,1,2,0,256,1039,BAJA (A)
HUEHUETLAN EL GRANDE,646,22,36,0,20,53,4,92,0,1,1,0,12,2,2,3,256,1136,BAJA (A)
PUEBLA,2586,96,31,5,6,2,10,57,12,2,2,0,16,2,3,0,255,529,BAJA (A)
PUEBLA,1241,57,54,2,10,4,7,64,12,2,2,0,26,5,2,1,255,703,BAJA (A)
CHILCHOTLA,507,13,149,3,43,5,2,18,0,0,0,0,4,4,3,0,255,1153,BAJA (A)
TEHUACAN,1975,68,30,1,15,6,3,98,7,1,1,0,17,0,1,0,254,786,BAJA (A)
PUEBLA,2612,110,18,2,7,3,10,51,23,0,1,1,12,0,5,0,254,814,BAJA (A)
NAUZONTLA,836,24,89,1,21,11,2,73,0,0,0,0,12,4,6,1,254,729,BAJA (A)
IXCAMILPA DE GUERRERO,708,6,43,0,26,96,0,49,0,1,0,0,12,7,9,2,254,789,BAJA (A)
ZACATLAN,2476,40,85,5,22,7,5,58,3,1,1,0,9,2,2,1,253,1190,BAJA (A)
PETLALCINGO,926,31,69,6,22,14,1,85,3,0,0,0,9,0,0,1,253,1069,BAJA (A)
PUEBLA,994,79,20,2,6,4,5,80,17,3,2,0,18,1,2,6,252,600,BAJA (A)
TEZIUTLAN,2141,66,35,4,22,25,7,59,7,1,1,0,8,1,3,2,252,879,BAJA (A)
PUEBLA,2579,67,46,4,11,3,5,52,14,0,4,0,28,0,6,2,252,1093,BAJA (A)
PUEBLA,2643,200,4,2,7,1,11,8,14,1,0,0,1,0,0,1,251,417,BAJA (A)
COATZINGO,274,8,113,5,21,34,2,39,2,1,0,1,8,2,2,4,250,919,BAJA (A)
PUEBLA,1286,96,31,3,16,3,4,60,14,0,0,0,0,0,0,14,250,582,BAJA (A)
SOLTEPEC,1894,42,70,3,28,16,2,65,3,1,0,0,5,3,3,4,250,1490,BAJA (A)
ZACAPOAXTLA,2451,35,95,6,18,5,1,65,4,0,0,0,4,3,2,1,249,867,BAJA (A)
PUEBLA,1048,92,26,5,8,4,6,46,19,0,0,0,16,2,2,0,249,788,BAJA (A)
ZACATLAN,2464,90,40,4,27,13,2,47,5,0,0,0,5,2,1,0,249,646,BAJA (A)
XAYACATLAN DE BRAVO,2361,1,46,2,15,39,8,98,0,0,0,0,23,5,3,2,248,835,BAJA (A)
ZACAPOAXTLA,2439,36,74,3,23,13,2,39,4,3,0,0,18,6,1,0,248,1064,BAJA (A)
PUEBLA,2607,118,23,1,6,4,9,46,15,4,0,1,11,0,0,0,247,648,BAJA (A)
TLAPANALA,2268,23,28,3,50,37,9,58,2,0,1,1,18,1,6,3,246,1121,BAJA (A)
PUEBLA,1040,95,23,4,12,3,9,59,19,2,2,0,11,1,2,1,246,599,BAJA (A)
ACATLAN,36,14,88,3,13,21,3,72,1,0,0,0,12,3,3,4,246,969,BAJA (A)
SAN MARTIN TOTOLTEPEC,1774,18,55,9,42,10,1,94,1,1,0,0,3,2,2,1,246,612,BAJA (A)
TEOTLALCO,2039,8,55,2,5,146,3,12,0,0,1,0,2,2,0,1,246,505,BAJA (A)
PUEBLA,1139,116,21,2,4,1,5,44,29,3,2,0,9,1,0,1,246,569,BAJA (A)
ZAUTLA,2517,24,48,5,28,9,22,68,2,5,1,0,14,5,3,1,245,488,BAJA (A)
TLACOTEPEC DE BENITO JUAREZ,2186,56,47,2,37,8,3,54,3,4,0,0,17,3,5,1,245,1004,BAJA (A)
AHUATLAN,72,12,105,2,10,8,2,78,1,1,0,0,9,3,2,4,244,597,BAJA (A)
AQUIXTLA,135,13,123,1,14,5,3,55,1,0,0,0,6,4,1,0,244,519,BAJA (A)
SAN PEDRO CHOLULA,1844,52,52,8,21,23,7,37,13,1,2,0,12,4,1,0,243,1774,BAJA (A)
PUEBLA,1515,77,51,3,6,5,4,53,17,2,2,0,6,4,3,2,242,683,BAJA (A)
ZACAPOAXTLA,2450,27,85,10,25,5,4,57,0,1,0,0,11,2,3,0,242,903,BAJA (A)
TLATLAUQUITEPEC,2277,31,60,2,25,61,1,32,0,1,0,0,8,5,0,4,242,469,BAJA (A)
COHUECAN,281,52,25,2,88,8,2,29,4,2,1,0,4,6,4,0,240,705,BAJA (A)
SANTA ISABEL CHOLULA,1878,25,30,23,16,5,4,69,11,8,2,1,27,3,3,3,240,1258,BAJA (A)
TENAMPULCO,2031,9,102,4,12,11,3,78,0,1,0,0,5,3,4,1,240,611,BAJA (A)
SAN PEDRO CHOLULA,1845,41,37,5,19,25,7,64,3,3,1,0,25,2,1,1,240,1832,BAJA (A)
SAN SEBASTIAN TLACOTEPEC,2205,18,13,4,35,14,3,142,0,0,0,0,6,0,1,1,240,514,BAJA (A)
VICENTE GUERRERO,2354,39,85,0,76,3,0,28,0,0,0,0,0,0,0,0,239,555,BAJA (A)
SAN SEBASTIAN TLACOTEPEC,2202,4,1,2,77,10,2,139,1,0,0,0,0,0,1,0,239,452,BAJA (A)
COXCATLAN,295,44,37,4,30,17,4,70,1,1,0,0,13,2,4,1,238,716,BAJA (A)
PUEBLA,1152,140,8,1,9,6,4,30,20,4,4,0,9,0,0,1,238,555,BAJA (A)
TEHUACAN,1984,57,27,3,18,10,2,88,8,0,2,0,12,1,4,0,238,834,BAJA (A)
ZIHUATEUTLA,2521,80,24,4,15,42,20,35,3,0,2,0,2,0,2,0,237,604,BAJA (A)
PUEBLA,1298,102,22,2,8,4,4,41,17,3,3,0,18,2,1,1,237,644,BAJA (A)
TOCHIMILCO,2308,63,42,4,13,20,3,63,2,1,0,0,11,1,2,2,236,712,BAJA (A)
CHIAUTLA,406,6,36,3,17,48,0,104,0,0,0,0,12,1,2,2,236,583,BAJA (A)
HUAUCHINANGO,617,21,32,4,22,40,9,80,1,0,0,0,9,2,3,1,235,868,BAJA (A)
PUEBLA,2609,112,12,7,9,1,8,45,24,1,0,0,6,0,1,1,234,682,BAJA (A)
TETELA DE OCAMPO,2123,11,89,2,37,12,3,61,0,0,0,0,3,3,1,0,234,579,BAJA (A)
HERMENEGILDO GALEANA,567,53,50,1,28,12,5,70,0,1,0,0,1,0,1,1,234,554,BAJA (A)
PUEBLA,1223,88,39,3,10,4,7,35,18,2,0,0,13,1,3,1,233,633,BAJA (A)
PUEBLA,2592,92,22,4,3,8,3,49,19,2,2,0,13,1,0,1,233,531,BAJA (A)
CHILA DE LA SAL,501,4,8,1,15,140,0,52,0,0,0,0,2,4,0,0,233,458,BAJA (A)
TLACOTEPEC DE BENITO JUAREZ,2192,46,61,6,30,4,5,42,4,0,1,0,17,4,2,0,233,1393,BAJA (A)
PUEBLA,2654,46,48,2,15,2,4,53,13,1,3,0,23,9,3,2,233,1716,BAJA (A)
GUADALUPE VICTORIA,564,11,18,2,14,137,2,18,4,0,0,0,13,4,1,4,233,409,BAJA (A)
PUEBLA,1116,109,32,3,4,4,7,41,16,1,3,0,7,0,0,1,231,461,BAJA (A)
TEHUACAN,1969,58,8,7,20,5,2,97,4,1,0,0,16,0,2,3,230,685,BAJA (A)
TLAHUAPAN,2236,40,65,4,8,27,6,49,3,0,0,0,14,0,4,0,230,943,BAJA (A)
PUEBLA,1271,90,29,2,12,3,3,41,22,0,1,0,17,0,0,0,230,594,BAJA (A)
SAN MARTIN TEXMELUCAN,1731,79,23,4,25,2,4,44,14,3,0,0,11,0,5,2,230,611,BAJA (A)
TEHUACAN,1940,51,11,2,16,8,3,100,9,2,1,0,14,0,2,3,230,545,BAJA (A)
ATZITZIHUACAN,230,63,73,4,20,15,1,36,3,0,0,0,2,1,2,0,230,945,BAJA (A)
TOCHIMILCO,2303,65,57,3,53,8,1,25,3,0,0,0,3,2,1,1,229,987,BAJA (A)
JUAN GALINDO,796,62,122,1,6,0,0,23,3,1,0,0,1,2,0,0,229,637,BAJA (A)
TEZIUTLAN,2171,78,44,3,12,18,3,42,2,0,1,0,11,3,2,1,228,667,BAJA (A)
TULCINGO,2325,11,38,5,16,115,0,29,1,0,0,0,1,5,3,0,228,751,BAJA (A)
PAHUATLAN,888,17,49,6,15,53,2,54,0,0,0,0,12,4,2,0,228,627,BAJA (A)
PUEBLA,2618,78,16,4,11,2,6,61,20,2,2,1,19,0,1,0,227,701,BAJA (A)
PUEBLA,1600,64,37,1,21,8,3,44,12,1,1,1,19,2,2,3,227,1149,BAJA (A)
TIANGUISMANALCO,2175,56,31,0,15,45,1,55,0,2,0,0,10,1,3,1,227,899,BAJA (A)
PUEBLA,1267,91,31,1,7,6,5,40,17,1,2,0,13,0,4,1,227,618,BAJA (A)
ATLIXCO,179,92,20,3,6,5,4,60,7,3,1,0,12,1,1,4,226,706,BAJA (A)
QUIMIXTLAN,1631,32,87,1,20,3,2,53,0,1,1,0,12,2,3,2,225,787,BAJA (A)
MIXTLA,824,31,77,4,9,35,6,46,4,0,0,0,4,0,1,1,225,674,BAJA (A)
PUEBLA,1085,113,27,3,6,3,7,23,26,3,1,0,8,0,0,0,225,531,BAJA (A)
QUIMIXTLAN,1630,16,41,1,32,34,5,74,0,0,0,0,8,3,1,3,225,1013,BAJA (A)
XOCHILTEPEC,2408,54,9,2,23,4,0,102,0,2,1,0,11,2,5,0,224,1040,BAJA (A)
ACATENO,22,15,64,3,7,7,5,106,0,0,0,0,5,1,1,0,224,687,BAJA (A)
PUEBLA,2611,99,21,2,6,2,8,50,13,2,0,0,10,1,0,1,223,691,BAJA (A)
PUEBLA,1426,109,23,4,8,2,4,33,12,3,2,0,6,5,3,1,223,522,BAJA (A)
HUAQUECHULA,581,9,120,1,29,8,3,25,0,0,0,0,13,3,5,1,223,574,BAJA (A)
CHINANTLA,512,43,43,3,23,13,2,77,0,1,0,0,13,0,1,0,222,1605,BAJA (A)
COYOTEPEC,315,13,68,2,40,4,0,70,2,1,0,0,6,7,2,1,222,410,BAJA (A)
SAN JERONIMO XAYACATLAN,1700,6,30,5,25,14,1,120,0,0,0,0,6,2,4,1,222,657,BAJA (A)
JALPAN,769,30,41,0,7,92,2,31,1,0,1,0,2,2,0,2,221,587,BAJA (A)
PAHUATLAN,894,50,58,14,22,6,9,35,1,3,0,0,6,0,5,0,221,792,BAJA (A)
SAN PEDRO CHOLULA,1832,37,13,6,36,17,7,54,5,3,0,0,16,5,3,1,220,1059,BAJA (A)
IXCAMILPA DE GUERRERO,707,16,144,4,23,29,1,0,0,0,0,0,0,0,0,0,220,930,BAJA (A)
SAN FELIPE TEOTLALCINGO,1679,53,65,1,27,4,0,35,12,1,1,0,7,3,3,2,220,1460,BAJA (A)
IZUCAR DE MATAMOROS,738,51,31,4,28,12,9,52,9,0,0,0,13,1,3,1,219,844,BAJA (A)
ATLIXCO,184,90,19,2,6,3,9,51,14,2,0,1,10,1,1,1,218,514,BAJA (A)
CHICONCUAUTLA,429,17,106,1,29,21,0,27,0,1,0,0,3,1,1,0,218,615,BAJA (A)
TEHUACAN,1939,63,9,1,8,4,1,93,5,2,1,0,24,0,3,0,217,521,BAJA (A)
PUEBLA,2599,99,25,4,6,4,4,44,13,0,0,1,8,0,4,0,217,527,BAJA (A)
ATZITZIHUACAN,233,35,21,6,26,98,2,19,3,0,0,0,3,0,0,0,216,535,BAJA (A)
IXTEPEC,729,3,133,0,60,5,0,7,0,0,0,0,1,0,0,1,215,425,BAJA (A)
PUEBLA,1269,87,28,3,9,3,6,34,18,2,2,1,15,1,2,1,215,508,BAJA (A)
XAYACATLAN DE BRAVO,2360,9,20,4,24,43,2,84,2,0,1,0,8,1,2,2,214,550,BAJA (A)
SAN MIGUEL IXITLAN,1784,39,122,0,3,7,0,36,1,0,0,0,1,0,0,3,213,475,BAJA (A)
ATLIXCO,175,56,41,5,14,4,9,60,2,0,0,0,12,0,0,2,213,1366,BAJA (A)
LAFRAGUA,801,4,22,0,14,112,1,41,0,0,0,0,7,1,1,2,212,622,BAJA (A)
TLACOTEPEC DE BENITO JUAREZ,2187,22,72,2,31,11,4,37,5,0,0,0,12,6,4,3,212,969,BAJA (A)
IXTACAMAXTITLAN,724,15,102,5,18,8,1,44,0,1,0,0,5,2,3,0,211,496,BAJA (A)
ZAPOTITLAN,2496,5,39,2,22,52,7,62,1,0,0,0,5,8,1,0,210,629,BAJA (A)
ZOQUITLAN,2543,37,18,96,10,5,0,21,0,6,0,0,0,1,0,1,209,391,BAJA (A)
TEHUITZINGO,2020,7,70,0,15,11,1,84,0,0,0,0,11,1,3,2,207,960,BAJA (A)
YAONAHUAC,2418,19,31,1,32,19,3,64,1,0,0,0,9,7,4,7,207,658,BAJA (A)
PUEBLA,1240,46,34,4,13,1,6,60,9,1,2,0,19,0,0,3,207,651,BAJA (A)
PUEBLA,970,74,38,2,13,5,3,30,10,3,0,2,14,1,0,3,206,692,BAJA (A)
SAN MATIAS TLALANCALECA,1783,63,64,3,17,5,6,26,5,1,1,0,3,4,2,0,206,1033,BAJA (A)
ATLIXCO,220,90,44,8,8,1,3,27,4,1,3,1,3,1,1,0,205,717,BAJA (A)
PUEBLA,1283,89,16,2,5,4,4,46,20,5,4,0,9,0,0,0,205,433,BAJA (A)
TETELA DE OCAMPO,2121,11,117,2,11,5,2,35,0,0,0,0,7,2,1,1,205,325,BAJA (A)
PUEBLA,2614,87,14,4,9,3,6,50,14,3,1,0,7,0,5,0,205,843,BAJA (A)
HUAQUECHULA,572,33,40,3,18,3,4,82,3,0,0,0,4,0,4,3,204,702,BAJA (A)
GUADALUPE,552,6,11,2,38,15,0,100,0,0,0,0,16,6,0,0,204,618,BAJA (A)
SOLTEPEC,1895,31,107,0,10,10,2,26,5,1,1,0,6,2,0,2,204,1507,BAJA (A)
ACATLAN,41,9,79,6,16,26,4,45,2,0,0,0,7,1,1,3,203,600,BAJA (A)
PUEBLA,1276,64,37,5,11,10,1,37,10,1,1,0,12,0,3,4,202,720,BAJA (A)
TECOMATLAN,1933,28,98,8,23,8,4,19,0,0,0,0,5,2,1,0,202,1129,BAJA (A)
TEOTLALCO,2040,5,53,2,12,90,1,29,0,0,0,0,6,1,0,0,202,524,BAJA (A)
SAN MARTIN TEXMELUCAN,1740,61,40,7,27,5,4,25,10,2,2,0,10,1,3,1,202,1272,BAJA (A)
SAN MATIAS TLALANCALECA,1782,21,57,3,17,19,2,53,2,1,0,0,13,1,3,2,202,1075,BAJA (A)
LA MAGDALENA TLATLAUQUITEPEC,820,32,37,0,34,19,0,62,1,0,0,0,7,3,1,2,201,479,BAJA (A)
TLAHUAPAN,2237,11,78,3,21,46,3,27,0,0,0,0,5,0,0,1,200,583,BAJA (A)
ZACAPOAXTLA,2455,22,75,7,19,8,5,48,1,0,0,0,2,0,3,0,199,610,BAJA (A)
PUEBLA,2619,90,15,5,5,6,6,45,12,1,0,0,0,9,0,0,199,554,BAJA (A)
CHICHIQUILA,431,24,71,0,11,10,0,69,0,0,0,0,7,1,2,1,199,546,BAJA (A)
PUEBLA,2598,101,9,5,7,2,6,39,14,0,0,0,7,0,2,0,198,469,BAJA (A)
ZAUTLA,2514,22,55,11,18,10,14,49,1,0,0,0,7,0,2,0,198,457,BAJA (A)
SAN MARTIN TEXMELUCAN,1736,87,24,3,15,2,6,32,11,0,1,0,5,1,4,1,197,498,BAJA (A)
PUEBLA,1368,56,38,6,8,4,1,46,13,2,1,0,13,1,1,1,197,657,BAJA (A)
PUEBLA,992,58,13,1,8,3,3,58,13,0,0,0,19,0,4,2,194,558,BAJA (A)
CALTEPEC,258,42,21,1,23,11,1,84,0,0,1,1,3,1,0,0,194,347,BAJA (A)
PUEBLA,2584,68,27,1,6,5,8,41,19,1,3,0,4,0,0,0,193,455,BAJA (A)
SAN PABLO ANICANO,1799,4,45,2,13,64,1,51,0,1,0,0,7,2,1,0,193,664,BAJA (A)
PUEBLA,1021,77,19,3,8,2,10,39,9,0,0,0,10,0,4,0,193,465,BAJA (A)
CHICHIQUILA,434,41,89,1,9,10,0,30,0,0,1,0,3,1,1,1,192,503,BAJA (A)
PALMAR DE BRAVO,906,20,36,2,32,3,4,58,8,0,1,0,17,3,3,1,192,545,BAJA (A)
LAFRAGUA,806,34,43,1,28,33,1,34,0,0,0,0,7,3,2,2,192,521,BAJA (A)
TEHUACAN,1983,50,15,3,5,4,3,82,9,0,0,0,10,1,4,1,192,648,BAJA (A)
PUEBLA,2615,74,19,0,4,3,4,47,13,3,3,0,13,0,1,0,191,448,BAJA (A)
PUEBLA,1432,78,16,1,7,4,4,43,10,1,1,1,19,1,0,0,191,505,BAJA (A)
SAN JUAN ATENCO,1715,45,42,2,16,6,10,45,5,0,1,0,7,3,0,2,191,706,BAJA (A)
TEHUACAN,1974,54,14,1,13,3,4,85,0,0,0,0,5,0,2,0,191,689,BAJA (A)
HUEHUETLAN EL GRANDE,649,87,36,2,5,27,6,15,3,0,1,1,2,0,0,1,190,474,BAJA (A)
HUEYAPAN,675,26,56,2,19,27,1,42,1,0,0,0,4,0,1,2,190,348,BAJA (A)
AJALPAN,98,21,37,1,25,13,3,69,0,0,0,0,5,1,1,3,190,283,BAJA (A)
ZAPOTITLAN,2492,14,34,2,31,49,3,44,1,0,0,0,3,2,3,1,190,415,BAJA (A)
PUEBLA,2595,78,24,2,9,1,3,34,14,2,2,2,10,1,2,0,190,617,BAJA (A)
PUEBLA,2620,71,9,3,8,4,6,59,14,1,2,1,5,0,2,1,189,685,BAJA (A)
NICOLAS BRAVO,842,28,107,0,7,12,1,26,1,0,0,0,2,1,0,0,189,588,BAJA (A)
HUEHUETLAN EL CHICO,645,3,13,0,0,36,3,102,0,0,0,0,13,4,3,6,189,485,BAJA (A)
HUATLATLAUCA,588,31,74,3,20,9,1,37,1,0,0,0,7,1,0,1,188,492,BAJA (A)
COYOMEAPAN,309,7,65,2,12,9,0,85,0,0,0,0,2,0,1,0,188,290,BAJA (A)
TETELA DE OCAMPO,2130,26,106,1,11,6,0,29,0,0,0,0,1,0,1,1,188,505,BAJA (A)
GUADALUPE VICTORIA,562,24,15,0,13,93,1,23,1,0,1,0,9,3,1,3,188,385,BAJA (A)
TEPETZINTLA,2094,6,85,1,23,18,0,31,1,0,0,0,1,4,1,5,187,437,BAJA (A)
ZOQUIAPAN,2536,10,91,2,20,4,1,36,0,0,0,1,8,3,0,0,187,330,BAJA (A)
HUAQUECHULA,584,16,17,1,110,6,0,19,0,1,0,0,3,2,3,0,187,686,BAJA (A)
TEZIUTLAN,2143,55,33,0,11,20,8,42,4,0,0,0,1,1,2,2,186,581,BAJA (A)
PUEBLA,2587,72,18,5,9,6,7,32,15,3,1,0,8,3,0,0,184,511,BAJA (A)
SOLTEPEC,1896,24,53,1,22,13,3,47,1,0,1,0,8,2,2,3,183,1625,BAJA (A)
PUEBLA,937,76,20,0,8,4,5,35,15,5,3,0,5,0,0,0,182,486,BAJA (A)
SAN MARTIN TEXMELUCAN,1765,50,42,5,15,7,1,31,11,1,0,1,9,0,0,2,182,1291,BAJA (A)
PUEBLA,2588,48,18,3,9,3,7,58,12,2,1,0,11,0,3,1,182,464,BAJA (A)
ZACAPOAXTLA,2459,34,62,1,16,5,1,49,0,3,0,0,5,1,0,1,180,550,BAJA (A)
ATLIXCO,200,53,32,4,6,6,3,59,7,1,0,0,1,2,0,0,180,856,BAJA (A)
SOLTEPEC,1891,38,27,4,25,6,5,50,1,1,1,1,5,3,3,1,180,761,BAJA (A)
PUEBLA,2589,53,34,4,2,2,3,44,16,1,1,1,10,0,2,2,179,481,BAJA (A)
PUEBLA,936,79,15,1,3,4,3,25,19,5,0,0,14,0,1,0,178,456,BAJA (A)
COXCATLAN,303,23,15,1,16,35,1,77,1,0,0,0,4,2,0,2,178,523,BAJA (A)
PUEBLA,1427,63,19,3,10,2,3,36,11,0,1,0,18,1,2,2,177,481,BAJA (A)
TECOMATLAN,1931,5,81,0,9,0,0,74,0,0,0,0,4,0,0,1,177,778,BAJA (A)
PUEBLA,1270,65,30,4,7,2,4,41,11,3,0,0,8,0,0,1,177,441,BAJA (A)
TENAMPULCO,2029,18,71,1,5,7,0,54,0,0,0,0,8,2,1,2,177,371,BAJA (A)
PUEBLA,1428,68,27,4,6,3,2,26,12,0,1,0,15,3,3,0,176,532,BAJA (A)
SANTIAGO MIAHUATLAN,1886,16,52,4,26,14,1,52,0,0,0,0,3,0,3,1,175,417,BAJA (A)
HUEJOTZINGO,671,24,29,1,39,8,5,35,4,1,1,0,10,2,2,2,175,1065,BAJA (A)
PUEBLA,939,80,15,4,8,2,4,24,18,0,0,0,14,0,1,2,175,393,BAJA (A)
CHALCHICOMULA DE SESMA,387,23,90,5,16,8,0,14,2,1,3,0,4,1,0,1,175,460,BAJA (A)
ATEMPAN,147,15,97,1,22,4,2,17,0,2,0,0,3,3,1,0,175,493,BAJA (A)
AHUATLAN,74,1,141,1,5,1,1,20,0,0,0,0,0,0,0,0,173,559,BAJA (A)
PUEBLA,2590,58,12,6,10,4,12,33,15,2,0,0,6,1,7,0,172,516,BAJA (A)
ATEXCAL,151,21,76,0,10,3,1,40,3,1,0,0,4,1,3,4,171,346,BAJA (A)
PUEBLA,1104,107,5,0,3,1,5,19,18,1,0,0,4,0,0,1,171,387,BAJA (A)
PUEBLA,1336,56,13,2,7,3,3,58,9,2,0,0,4,2,2,2,170,439,BAJA (A)
TEPETZINTLA,2091,18,36,3,38,13,0,44,0,0,0,0,0,2,0,0,170,709,BAJA (A)
CHALCHICOMULA DE SESMA,383,16,78,2,11,9,0,33,0,0,0,0,4,0,0,2,169,506,BAJA (A)
SAN JUAN ATENCO,1717,15,31,1,9,34,7,52,0,0,1,0,3,2,1,3,169,458,BAJA (A)
COATZINGO,276,8,82,1,14,23,4,19,1,0,0,0,2,3,3,0,168,371,BAJA (A)
TLAOLA,2256,8,57,1,2,72,3,13,0,0,0,0,0,0,0,0,168,346,BAJA (A)
CHAPULCO,397,8,8,1,11,84,4,43,0,0,0,0,0,0,2,1,167,440,BAJA (A)
CHIGNAHUAPAN,477,10,92,4,37,3,1,9,0,0,0,0,1,2,1,0,167,451,BAJA (A)
TEZIUTLAN,2165,19,30,2,12,37,0,54,1,1,0,0,7,1,1,0,165,447,BAJA (A)
OCOTEPEC,856,13,30,4,18,11,5,58,0,0,0,0,14,1,1,1,165,669,BAJA (A)
ZACAPOAXTLA,2442,31,46,8,10,1,2,45,2,0,0,0,4,1,3,1,165,626,BAJA (A)
PUEBLA,935,56,21,1,2,5,5,35,8,0,2,0,18,0,4,0,165,463,BAJA (A)
TEOPANTLAN,2035,76,9,2,6,8,1,31,3,0,1,0,6,4,4,2,164,420,BAJA (A)
CUAYUCA DE ANDRADE,342,5,17,0,66,14,1,47,1,0,0,0,6,1,0,1,164,412,BAJA (A)
ATLIXCO,210,84,28,0,4,9,1,23,3,0,1,0,4,1,1,0,163,378,BAJA (A)
LAFRAGUA,804,5,28,3,11,91,0,12,0,1,0,0,5,2,0,0,163,498,BAJA (A)
CALTEPEC,257,64,25,1,11,4,1,44,1,0,1,0,3,1,1,2,163,379,BAJA (A)
ATLIXCO,171,57,20,3,12,2,3,45,6,0,0,0,9,1,0,1,162,599,BAJA (A)
ATLIXCO,181,79,7,2,9,2,0,34,10,3,3,0,6,0,0,3,162,397,BAJA (A)
